0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
13.396,10.205,6.8059,4.6373,12.985,7.2321,8.3367,4.8499,3.3841,5.4753,4.7252,8.4495,5.4537,5.2821,5.2963,4.6733,9.6342,3.7555
1.7021,1.4407,0.56666,0.85112,1.2829,1.0841,1.141,0.48542,0.54285,0.87339,0.49293,0.8402,0.92985,0.84402,0.93806,0.66044,0.64561,0.55185
0.19632,0.093675,0.095504,0.27065,0.3003,0.22306,0.18779,0.24791,0.28591,0.29399,0.51326,0.65886,0.20195,0.17862,0.18445,0.15229,0.9555,1.8901
9.3901,12.175,11.813,10.063,10.926,11.91,13.312,11.141,15.414,13.246,14.747,18.424,14.416,22.252,16.179,15.825,16.46,18.141
4.3812,3.9405,5.0379,6.1084,4.6052,4.4111,4.8386,4.5879,5.4848,5.7004,8.8868,8.7072,4.3315,5.4266,5.6265,6.011,14.955,12.321
0.0091417,0,0.0084002,0.080344,0,0,0.019821,0.024531,0,0.008025,0,0,0,0,0,0.010959,0,0.043056
0.032052,0.025999,0.019635,0.35473,0.10103,0.18842,0.046329,0.35837,0.16374,0.20634,0.26503,0.0090977,0.56051,0.015023,0.12189,0.25617,0.0090203,0.47804
13.418,12.724,12.105,14.711,13.41,12.608,11.585,11.956,11.674,11.909,12.682,11.123,12.126,9.1243,10.858,10.25,12.488,13.204
0.52649,0.6467,0.54944,0.65368,0.93344,0.57795,0.51775,0.20687,0.11527,0.49849,0.41591,1.0215,0.74971,0.1983,0.23597,0.29304,3.0956,0.30996
1.8926,1.4426,1.046,1.1859,1.0919,0.72351,0.93395,0.64062,0.37119,0.70769,0.72953,1.1667,0.54858,0.54976,0.59998,0.55166,1.148,0.51331
0.1592,0.064569,0.031348,0.033314,0.080646,0.04775,0,0.045772,0,0,0,0.019366,0,0.04797,0.064866,0.027265,0,0.066948
0.42652,0.48914,0.46625,0.43087,0.47806,0.5373,0.47035,0.7104,0.39013,0.66492,0.62327,0.40703,0.36865,0.38777,0.54532,0.56422,1.0431,0.51087
0.073453,0.079442,0.056245,0.21518,0.39069,0.20562,0.053085,0.64059,0.25978,0.12896,0.45552,0.15637,0.54235,0.043035,0.15363,0.17611,0.1447,0.57658
0.01489,0.015097,0.054727,0.032715,0.0043998,0.012504,0.0080707,0.039955,0.030719,0.013071,0.019237,0.034867,0.017359,0.028788,0.0042467,0.013388,0.065998,0.026298
0.12097,0.11652,0.11811,0.10336,0.089365,0.025398,0.032785,0.040577,0.02674,0.059734,0.023444,0.15451,0.10577,0.026578,0.025877,0.027192,0.095749,0.0089024
0.028538,0.13426,0.089159,0.13377,0.10119,0.10545,0.02475,0.022974,0.047102,0.12526,0.017698,0.014581,0.046579,0,0.052092,0.068425,0.038551,0.020162
0.13208,0.40714,0.44907,0.15478,0.62448,0.38824,0.24342,0.10633,0.12457,0.34785,0,0.17996,0.66215,0.0092864,0.2411,0.12668,0.3234,0.031105
1.2322,2.0656,2.5966,1.6525,1.9419,2.042,3.2593,2.5349,3.6025,2.3364,2.6151,2.3642,2.9305,2.9223,2.8489,3.3285,2.4828,3.3466
9.9808,7.973,10.959,8.7348,8.4221,13.114,7.9163,13.188,11.32,12.288,15.383,6.756,14.7,10.641,9.6281,10.148,8.5119,10.086
0.98234,0.44666,0.57074,0.5119,0.82266,0.6733,0.7975,0.27779,0.15061,0.51818,0.15481,0.15754,0.20543,0.40572,0.46738,0.12146,0.13017,0.17635
18.784,12.686,16.424,10.634,15.973,18.094,15.989,13.355,16.093,22.592,14.035,17.306,15.445,18.272,19.813,15.648,16.999,16.555
16.882,10.66,7.3052,6.9712,8.5287,5.2494,5.0267,2.6924,1.8322,5.0299,1.5269,1.8178,3.4844,3.7403,3.5364,1.423,2.0763,1.9305
3.6881,3.2152,3.9206,3.3808,3.4962,3.9837,3.142,4.5651,4.7169,4.3909,6.1043,3.9568,5.0554,3.5202,4.2217,5.4247,4.3614,4.6291
30.619,34.028,34.902,29.371,27.832,34.825,39.517,27.472,31.736,37.648,24.489,31.985,29.177,35.639,32.223,26.517,26.236,24.109
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8157,7.6425,4.3945,7.504,5.2014,6.6378,4.8327,4.0216,6.5384,2.7569,2.9994,4.0886,7,6.9395,5.5214,1.5907,1.0396,6.047
8.7429,7.1736,8.5133,5.8501,9.2051,9.6785,7.2853,13.028,9.9995,9.289,5.8854,4.5254,10.165,5.7507,7.8969,11.349,3.6707,9.4633
1.2213,3.3989,0.21283,4.4208,2.8621,0.61892,0.73046,3.3054,4.4931,0.55453,0.65292,1.2551,0.44187,0.66619,0.88882,3.0039,2.7022,0.89255
0.012925,0.010484,0.035629,0,0.030553,0,0,0.034682,0,0.011346,0.066794,0,0.015068,0.0090869,0,0,0,0
0.020644,0.016745,0.11381,0.020159,0.0976,0,0,0,0,0,0,0,0,0,0,0.024748,0,0
0.99856,0.60749,0.4887,2.1516,0.76974,1.1394,1.9062,0.55338,0.80614,0.77177,0.7292,1.3124,0.97434,0.62574,2.1917,0.63758,0.68727,1.0863
0.78514,0.49288,1.1669,0.46669,0.58908,0.22934,0.13322,0.12824,0.15293,0.34761,0.11291,0.30231,0.15123,0.1104,0.085678,0.1064,0.092226,0.088427
0.36749,0.52422,0.27946,0.33411,0.29956,0.19156,0.082424,0.10201,0.014939,0.12236,0.22266,0.11869,0.23637,0.21382,0.1012,0.33421,0.17118,0.22381
0.40206,0.34286,0.21788,0.15101,0.30463,0.3896,0.34645,0.33197,0.40107,0.43439,0.49015,0.71984,0.42066,0.3624,0.61158,0.66738,0.39167,0.33988
153.67,130.98,132.53,104.59,130.47,134.94,148.16,119.43,128.57,149.99,121.72,110.29,122.02,144.8,153.3,116.7,103.22,132.69
86.216,84.236,99.428,95.189,70.071,67.54,87.911,64.29,76.682,85.837,76.737,113.03,61.701,83.802,87.675,80.401,120.31,98.112
0.38074,0.31374,0.11106,0.21836,0.22858,0.081206,0.072067,0.14595,0.071248,0.084884,0.068712,0.12865,0.056366,0.04249,0.055157,0.086941,0.23471,0.51946
0.087224,0.035376,0.050093,0.069206,0.10954,0.073252,0.065008,0.095086,0.019281,0.10528,0.073251,0.037137,0.069911,0.045993,0.062193,0.071889,0.069039,0.096284
6.8031,3.7341,6.2312,3.3857,5.355,7.0468,5.1326,4.5932,3.9587,7.366,3.162,2.3011,5.6725,4.0968,4.7864,2.6458,2.0847,2.4529
7.0654,6.1177,7.0254,1.8311,6.4409,4.733,1.168,4.7399,4.4335,3.5104,5.536,2.9288,5.0486,4.4503,4.5858,6.7811,3.0526,3.2935
0.5523,0.48534,0.42292,0.83147,1.7952,1.0823,0.8981,1.8217,0.97668,1.0505,1.2844,1.4893,1.0195,0.35595,0.47257,1.1863,0.46629,1.9238
0.029926,0.072825,0.027499,0.019482,0.011791,0,0.021628,0.026768,0.01176,0.026271,0.041242,0.05946,0.058149,0.035067,0.034141,0.011959,0.067376,0.011746
10.293,7.2389,5.2669,7.1132,6.0691,5.2014,4.2806,3.7384,2.9282,2.8652,3.135,4.1148,2.9885,3.1007,2.098,2.4432,4.6779,3.4214
2.5249,2.3819,1.9076,1.2967,3.4265,2.3089,2.3722,1.3049,1.7419,2.7911,1.8558,1.7359,3.009,1.3281,1.8777,1.009,2.0686,1.7397
1.8751,5.9808,4.9457,4.9846,2.8183,4.1215,2.083,7.4389,7.2732,3.0178,6.3168,9.3338,3.6839,5.8186,16.48,8.3118,16.193,10.862
6.5447,5.8668,6.4409,6.5726,5.8896,4.9498,5.9259,4.3656,4.5812,5.7289,5.1887,6.8395,4.6604,5.255,4.7514,5.773,5.6982,4.9696
7.0177,7.1169,6.1754,5.4283,5.8997,4.3733,3.8441,3.7155,3.631,3.8896,3.8047,4.2043,3.9057,3.2386,4.5078,2.8907,4.2769,4.5331
8.5239,7.8776,7.7122,7.5202,6.6872,6.0707,6.5692,5.3576,6.3778,6.8095,7.5199,7.5489,5.7782,5.7923,6.7532,5.9866,6.6557,7.504
8.7269,8.3525,10.837,5.5625,7.4664,6.4396,6.0959,5.683,5.8114,6.6031,6.3027,11.256,4.5124,6.3666,6.4985,7.1351,12.146,7.7819
5.4831,5.1518,4.2126,3.5844,4.5906,3.7477,3.6985,3.4331,2.3702,4.1849,2.8809,4.4225,3.7289,3.1803,2.6933,2.8849,3.7034,3.8198
3.9464,4.3269,5.4216,3.5963,4.1697,4.929,5.6062,4.4523,4.2594,5.7444,5.5054,6.5888,4.9986,4.6334,4.6349,5.3816,4.8636,5.5414
0.65322,0.85501,0.95492,0.49291,1.0704,0.72313,0.8208,0.89635,0.38505,0.59949,0.62913,0.69529,0.46731,0.6367,0.55892,0.33815,0.61417,0.6293
1.3765,0.97616,1.5864,0.7412,1.3759,1.1031,0.77593,0.99199,0.80673,0.91142,0.86175,0.97785,0.87572,0.6553,0.68646,0.82506,1.0359,0.61124
11.811,11.809,10.519,11.557,15.433,14.218,15.913,10.538,11.057,12.291,14.297,15.158,13.741,12.32,12.715,9.749,12.638,11.456
1013.2,2264.7,2071.7,2530.7,4477.1,7609.2,10130,12649,13213,9047.3,13473,4879.1,14772,13402,13785,21443,8045.3,15071
6.3353,7.3425,5.9852,5.0803,8.9262,7.2143,6.7997,5.3618,5.6634,6.3901,5.3231,7.7704,7.606,6.1429,6.031,6.2243,7.173,6.3727
0.1042,0.18313,0.1516,0.059354,0.28737,0.029168,0.0094131,0.069901,0.040947,0.03049,0.1077,0.26618,0.030369,0.097677,0.089155,0.052047,0.10996,0.030672
0.071754,0.69013,0.17896,0.19019,1.3085,0.62842,0,0.055013,0.012085,0.0089985,0.02119,0.026186,0.011951,0.0072069,0.081861,0.024577,0,0.036209
16.69,16.399,19.254,16.241,15.868,17.505,15.32,14.316,17.459,19.865,17.861,20.461,15.821,18.195,19.88,16.487,22.274,20.166
8.7997,7.7015,9.4477,5.7761,7.0461,5.6176,8.0046,7.013,6.1465,9.5253,5.7444,9.5045,5.7466,6.4566,6.7406,5.235,7.2786,7.7281
4.6289,2.9911,3.0008,2.6671,4.7699,6.2758,3.8008,3.1448,2.5725,4.6317,2.7825,3.6452,4.7849,2.6063,2.7635,1.8811,2.5295,2.7078
6.2688,4.6519,4.1729,3.4825,4.408,4.5547,3.3235,3.0938,2.7708,3.1502,1.7817,2.5917,3.1291,2.7966,3.1846,2.0354,2.4882,2.8809
12.961,10.162,11.256,10.771,8.3698,6.9246,6.4365,8.4297,7.4549,7.5339,6.5989,6.0966,5.4326,6.5197,7.2406,7.1596,6.9222,7.9174
4.9512,8.0868,6.9091,13.587,9.3535,8.45,9.1974,11.935,10.813,10.277,13.661,25.782,11.104,10.219,12.685,15.764,41.518,26.442
20.536,11.11,20.956,14.586,10.334,13.44,5.6982,6.5684,6.2992,10.391,5.2587,6.3079,8.0806,5.9969,6.0628,3.6811,3.962,5.3054
12.361,7.029,4.5599,5.8685,6.9149,10.744,5.2481,2.2805,2.6658,3.1307,1.7176,2.1904,4.8389,3.0995,3.3415,1.0552,1.7297,1.8494
4.0041,2.5899,3.8837,3.3351,1.5002,7.0441,2.5108,3.4236,3.7332,2.4237,0.55452,0.13371,1.0374,1.4352,1.8362,0.50198,0.12152,0.86281
0,0.013511,0.030611,0,0,0.013988,0.018057,0.089392,0.039273,0,0,0,0.019419,0.023421,0,0,0,0.019612
0.039667,0.010725,0.01215,0,0.1094,0.044417,0.11467,0.14192,0.14029,0,0.13666,0.011259,0.077075,0,0.015085,0.015851,0.022326,0.015569
0.14606,0.065819,0.029824,0.031695,0.038363,0,0.017593,0.021774,0,0,0,0,0,0.01141,0,0,0,0
9.1523,10.085,8.6461,7.553,12,10.178,10.826,11.366,9.4216,9.2666,10.221,11.888,11.974,10.114,9.5217,10.889,10.138,10.588
5.601,7.3124,7.6927,8.0844,9.1852,5.4569,5.306,5.0515,3.6457,4.8611,5.6579,8.9083,5.4892,4.2293,3.8658,4.6454,9.6861,4.6871
8.5325,6.9018,7.4161,5.9315,8.3275,7.4124,6.8383,5.0362,4.9129,6.7744,5.8877,6.321,6.4872,4.6836,5.2194,4.5574,4.865,5.7541
1.1663,1.3768,1.3277,1.1305,1.2654,0.9795,1.9343,0.99265,1.0159,0.98566,1.1785,2.9721,1.1061,1.5972,1.0426,1.273,1.7637,1.5373
11.548,9.9853,11.907,12.951,9.3021,10.098,11.093,5.9827,8.7164,9.836,10.242,15.22,8.1532,10.731,13.218,9.092,23.698,13.597
6.1798,7.114,6.3133,4.9468,5.1471,5.1387,5.51,6.4242,5.4012,4.6461,5.5194,5.5362,5.2821,5.1495,4.8675,5.0784,4.477,6.4591
21.898,18.669,17.46,8.4509,11.89,9.0882,8.9043,7.4302,8.5652,11.581,3.5884,6.2587,5.3901,10.895,8.6171,7.045,8.9221,4.8057
0.32846,0.36158,0.24792,0.34366,0.49915,0.26599,0.31792,0.55087,0.3734,0.30893,0.56986,0.25971,0.25984,0.23918,0.26766,0.36564,0.57443,0.73205
0.10117,0,0,0.024699,0.089687,0,0.02742,0.033936,0,0,0,0,0.14744,0.017783,0,0,0.021354,0
8.1399,8.3389,9.1485,9.4708,7.3326,8.0964,8.9782,7.0306,7.4288,8.8491,10.713,10.024,7.9366,9.1104,9.1799,7.879,10.633,8
12.485,10.956,14.366,8.8675,10.14,8.1264,9.4844,8.6097,9.2105,11.311,9.7728,13.494,8.0764,10.968,11.059,11.794,15.111,10.863
0.58585,0.81957,0.60854,0.54722,1.5053,1.0196,1.5831,0.93413,1.3313,1.0956,1.72,1.5689,1.6234,1.3013,0.92021,0.855,0.64515,1.5396
0,0,0,0,0,0,0,0,0.0073137,0,0,0,0,0,0,0,0,0
2.4399,3.7525,3.0312,10.674,3.9106,3.8031,11.479,3.4963,3.1871,2.5617,12.549,24.541,5.1657,6.3745,3.6298,6.1542,33.767,12.411
0.0094885,0,0.0087188,0.0092657,0.033645,0,0,0.025461,0.044745,0,0.0098072,0.0080796,0,0.006671,0,0,0.040054,0.022344
9.619,7.3677,10.536,8.7202,14.299,11.631,13.177,12.585,8.0339,13.435,8.201,7.172,9.9421,8.4182,9.1721,5.0142,6.5049,7.2576
0.020344,0.041256,0.0093471,0,0.060116,0.068342,0.18747,0.068241,0.047969,0.098226,0.15771,0.31183,0.023718,0.10012,0.058025,0.060973,0.24047,0.20361
2.5916,4.6481,3.7705,5.1036,5.7519,6.4083,9.7238,5.2543,7.1798,3.3367,3.0507,13.743,8.7283,10.872,7.3914,8.8027,7.6701,3.8482
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.041914,0,0,0.12215,0,0,0,0,0,0.026704,0,0.030121,0,0.029475,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.076298,0,0.020999,0.034074,0,0,0
0,0,0.020067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4655,5.6273,4.1399,4.5942,6.0674,7.2324,8.2662,5.0418,5.6287,5.9675,7.4074,14.336,8.1344,7.2461,6.5613,6.9187,9.2906,6.5606
54.281,51.998,60.61,50.699,56.39,57.118,67.434,39.993,46.258,80.093,55.475,77.551,51.278,70.98,67.494,52.729,84.53,52.506
3.7184,3.0529,3.7531,2.3698,2.6059,2.4768,2.1314,2.5276,2.6719,1.5526,2.4106,1.5656,2.3354,2.4784,1.7691,2.4754,1.6669,1.6757
0,0.08892,0.10073,0,0,0,0,0.07354,0.064618,0,0,0,0,0,0.062531,0,0,0
0.015724,0.025509,0.028896,0.015354,0.074339,0.052819,0.10227,0.063289,0.018537,0.055212,0.097511,0.013389,0.073324,0.077383,0.12557,0,0.013275,0.14811
0.20589,0.15182,0.18918,0.4021,1.1283,0.50299,0.52755,0.35158,0.48544,0.36147,0.92859,1.2432,0.54552,0.27634,0.19218,0.44876,0.75851,0.59503
0.28404,0.2304,0.35887,0.53163,1.175,0.72556,0.48754,0.87335,0.54415,0.44674,0.5994,0.21163,1.0486,0.1997,0.39156,0.75197,0.17986,1.2542
0.22904,0.039811,0.075164,0.079879,0.067679,0.19922,0.097544,0.010975,0.086791,0.064626,0.067638,0.062688,0.066755,0.05751,0.065324,0.0098063,0.062155,0.019263
3.875,3.7195,3.9337,3.7606,3.5991,4.222,3.6635,3.3646,3.6602,3.5326,3.9126,4.1944,3.905,3.2743,3.5829,4.4235,3.8059,4.7875
15.262,13.301,13.594,11.66,10.194,12.846,10.574,9.6644,11.506,9.5349,11.463,10.381,13.448,15.971,10.907,10.975,11.021,9.6507
0.0167,0,0,0,0,0,0.018104,0.044814,0,0,0.017261,0.014221,0.01947,0,0,0,0,0
4.6192,5.5701,4.1931,4.9747,9.2537,7.4466,6.6089,5.6887,5.4127,4.5666,5.9587,7.2174,9.8488,5.1619,4.9646,5.7099,4.483,5.7115
11.499,10.989,12.451,11.936,11.525,12.118,10.631,10.448,11.753,10.582,11.948,10.649,12.532,10.361,11.765,11.182,10.754,12.041
0.89261,1.216,1.4616,1.3745,1.7922,1.1677,2.1958,0.41456,0.6948,0.52238,1.7861,5.8029,1.4275,1.0902,1.0706,0.91231,3.6376,1.1655
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4345,4.0935,4.7338,2.5325,8.3674,3.5318,4.9579,2.4451,1.9625,5.0454,5.0169,15.816,3.7384,3.5973,3.6383,4.9576,10.371,3.8582
6.8538,12.266,12.702,14.491,14.91,8.3908,14.163,3.8992,6.9734,6.1408,13.065,50.138,10.134,8.9864,10.548,10.39,38.562,10.644
0.175,0.54598,0.33398,0.59156,0.57281,0.33916,0.6859,0.54185,0.74591,0.25998,0.48699,1.559,0.67485,0.2934,0.59896,0.53256,1.1365,0.64988
4.5213,5.5694,6.8135,4.289,6.4663,4.4914,6.1828,2.5478,4.2795,3.0051,6.883,17.793,6.1597,3.969,3.5812,4.4214,18.497,6.0157
2.5083,3.6523,6.3477,3.0918,6.707,1.9511,3.5661,1.0758,1.8906,3.0682,5.2913,10.119,2.325,2.5585,1.29,2.0211,9.7552,3.5586
1.711,3.1552,3.8746,3.9674,3.6281,2.89,4.4322,1.4961,2.0474,1.817,5.4578,9.5821,2.7717,2.5501,2.0105,2.5275,5.8973,4.4216
0,0,0,0.037729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1359,2.1657,2.4795,1.9189,2.3058,2.4933,2.2306,2.178,2.3082,2.7125,3.26,3.8012,2.6063,2.2926,3.0134,2.6203,2.6508,2.976
29.209,37.37,38.522,39.292,23.402,28.472,31.196,29.867,28.096,30.942,32.97,38.046,27.625,35.77,29.139,36.301,34.529,30.127
3.8105,3.2654,3.6144,1.4104,2.5607,1.671,1.4575,1.5255,1.0053,1.423,0.66701,1.0859,0.86878,1.0803,1.0693,1.0407,2.4842,0.59702
6.9165,7.9032,6.5916,2.112,4.8342,2.9133,3.366,3.2178,2.0196,2.3497,2.0583,2.4798,1.5228,1.7313,2.0521,1.8226,5.6948,0.83204
2.9801,2.726,2.8938,1.6408,3.0977,2.7335,2.4517,3.7858,4.6969,4.2952,2.119,3.0146,5.0267,2.9051,3.8701,3.4713,3.4975,2.5384
1.1052,1.1366,1.0155,0.66809,0.91751,0.72925,0.99128,0.56489,0.76779,0.73341,0.90432,1.0027,0.72092,0.62439,0.53285,0.68611,1.1719,0.31758
0,0,0.16328,0.034704,0,0,0,0,0,0,0,0,0,0.024986,0,0,0,0
40.369,48.839,39.122,35.262,42.374,37.348,40.567,45.539,42.892,36.851,31.029,41.739,38.526,38.652,35.626,33.296,30.958,37.717
0.33118,0.47919,0.44413,0.3234,0.4126,0.43598,0.45605,0.5164,0.16883,0.12572,0.40706,0.96796,0.26088,0.29577,0.55141,0.23607,0.69523,0.22132
0.33363,0.54125,0.35497,0.48012,0.5327,0.42765,0.40609,0.32198,0.26911,0.31342,0.22384,0.91208,0.39578,0.32509,0.3272,0.32979,0.66712,1.275
0.087389,0.060759,0.11471,0.048764,0.1328,0.094358,0.13534,0.21775,0.029435,0.20822,0.18065,0.32954,0.087326,0.13166,0.042727,0.10476,0.13702,0.073497
21.928,17.416,17.593,18.296,22.161,23.607,21.885,17.717,20.21,18.736,18.532,16.938,22.689,16.343,16.767,13.277,11.83,17.004
7.7553,6.9461,8.8824,8.5276,9.0035,9.2499,7.5999,8.0895,7.0151,8.4788,9.1889,8.993,8.9817,5.4248,5.9883,7.2233,8.6736,7.3869
259.02,264.59,240.18,173.66,155.62,287.03,248.23,291.51,427.42,305.29,267.26,414.1,508.27,315.76,368.06,451.14,291.1,129.11
0,0.012559,0.028454,0,0.0183,0,0.016784,0.020773,0,0,0,0,0.036101,0,0,0,0,0.01823
0.46603,0.2914,0.32563,0.24651,0.063117,0.028538,0.084202,0.24751,0.0057231,0.021308,0.055194,0.049605,0.016979,0.13652,0.083074,0.12221,0.016394,0.011432
4.8915,5.9896,6.2984,4.6094,5.0451,2.7866,5.2859,2.2782,1.8549,1.559,2.3669,6.6458,3.5415,1.3362,1.7595,3.3242,5.6686,3.1366
2.6557,4.5201,5.6846,6.371,2.7307,2.559,6.6733,1.4212,2.0722,0.57272,2.5625,6.1372,3.1051,2.3097,2.0578,1.3986,3.0004,0.91279
0,0,0,0.018063,0,0.015534,0,0.12409,0,0.016238,0,0,0.021565,0.013005,0.042206,0,0,0.04356
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0077769,0.030834,0.037449,0.13599,0.068439,0.046771,0.12864,0.07912,0.067331,0.079276,0.004082,0.17884,0.040444,0.065627,0.086202,0.0040472,0.15804
1.3997,7.0252,14.764,5.8945,20.232,31.787,42.55,35.095,43.231,56.739,49.129,50.668,34.32,33.746,32.869,35.57,24.447,42.954
50.416,64.345,36.56,19.321,6.9542,4.2768,9.2912,16.864,3.7555,5.5738,2.4078,1.5962,2.0717,8.9282,4.4377,16.549,6.0285,2.0668
0.010743,0.0087143,0,0.1154,0.12698,0.099244,0.034939,0.028828,0.12665,0.056585,0.13325,0,0.13777,0.0075531,0,0.090153,0.0090701,0.80957
0,0,0,0,0.021032,0.022416,0,0.023875,0,0.031241,0.018392,0.022728,0.04149,0.025021,0.01015,0.031998,0.030046,0.25142
0.13053,0.060505,0.085676,0.09105,0.17633,0.10962,0.12129,0.1251,0.15389,0.1637,0.15419,0.34934,0.15218,0.10489,0.063823,0.26826,0.34637,0.85632
35.272,47.841,28.541,16.273,6.2518,18.047,15.378,26.562,17.745,10.861,5.7273,4.9672,24.959,27.823,13.494,21.112,1.6417,4.7451
0.11082,0.044948,0.071284,0.097399,0.20958,0.083763,0.012014,0.31225,0.091456,0.029186,0.091637,0.047184,0.11628,0.015583,0,0.10629,0.037426,0.078294
3.4518,3.125,4.2201,4.0525,2.7123,2.1524,1.6503,1.9297,1.7375,1.1859,1.4264,0.96875,1.6428,1.3134,1.261,0.71292,0.59758,0.52516
6.898,19.73,14.89,9.3786,14.939,19.946,26.633,30.371,32.341,28.292,23.857,17.423,23.309,23.741,23.935,23.727,9.3718,23.029
0.95094,2.0386,4.8059,7.3404,3.0508,27.324,6.7498,8.2325,11.665,3.7962,5.5931,5.9188,1.5838,3.4225,4.1329,2.9586,1.1852,4.772
4.3573,1.9823,1.038,1.1482,1.526,0.8519,0.82476,0.27839,0.081538,0.42501,0,0.13742,0.2419,0.42143,0.63124,0.11055,0.097322,0.13573
1.4632,0.97383,0.74119,0.79379,2.0768,0.6774,0.55584,0.51176,0.39807,0.79042,0.42655,0.38336,0.39365,0.43522,0.39948,0.1949,0.61238,0.13252
0.46378,0.28539,0.47024,0.32795,0.49146,0.40291,0.12136,0.1502,0.16968,0.35097,0.24794,0.29959,0.093222,0.19114,0.3284,0.11503,0.10802,0.094151
1.7556,1.1509,1.5066,1.8815,1.0571,1.3306,1.2628,1.5555,1.4579,1.1243,2.2082,1.9556,1.7635,1.2265,3.6655,1.8332,3.1881,1.6771
0.040623,0.010984,0.012443,0.11901,0.016005,0.022744,0.01468,0.036336,0.063856,0.011887,0.06998,0.034592,0.15787,0,0.077242,0.064934,0.034297,0.33483
0.056603,0.06428,0.083219,0.3427,0.20071,0.30423,0.135,0.42529,0.26692,0.30807,0.69036,0.18316,0.35635,0.22286,0.36162,0.42072,0.34408,0.65315
1.4531,1.464,1.7052,2.6188,1.7859,2.4135,1.9039,2.316,2.2532,1.9805,3.5133,2.5654,2.5708,1.8269,1.9244,2.2968,2.3834,2.6755
6.381,5.0009,6.5948,4.2288,6.0752,5.5854,5.4696,6.5342,7.3319,5.4239,7.5436,6.0999,6.5742,6.8195,7.8338,8.329,6.3099,7.3228
0,0,0,0,0,0.025878,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.029023,0.030843,0.112,0.13263,0,0,0,0,0,0,0,0,0,0,0,0
7.7158,8.4413,6.6969,8.9963,6.5713,6.6144,6.4134,5.1881,4.5586,5.0369,4.6597,8.7703,5.7545,7.2914,9.2904,6.4514,12.02,8.9171
17.327,17.367,17.922,16.462,11.349,9.2148,11.63,10.05,10.003,10.679,10.022,16.824,9.192,12.037,11.779,11.613,19.994,10.267
2.3869,3.6984,3.1957,2.859,2.8102,1.9341,2.0923,3.2025,2.1764,1.8907,3.1417,4.5017,2.7284,2.7926,2.5742,3.0403,4.1879,2.5141
2.6589,2.2607,2.9142,2.925,4.5154,3.8405,2.3963,2.1276,1.4729,1.5397,1.6059,1.1934,2.3622,1.4978,1.2883,1.5266,1.3997,1.9614
0.36048,0.18797,0.32335,0.19277,0.53766,0.50455,0.12096,0.16122,0.17201,0.18083,0.19517,0.19733,0.59036,0.12672,0.19583,0.12347,0.11594,0.070741
5.8886,5.1828,5.4642,5.9563,5.7638,5.7024,4.4006,4.5552,4.4065,4.4936,3.5854,3.0211,5.1012,3.4359,3.4943,3.1473,2.3901,3.0354
9.3646,10.608,9.0101,9.7759,7.8469,8.1337,8.1801,6.0839,4.3711,5.9115,4.6609,8.7592,5.8706,6.2563,5.9048,5.6402,5.6516,4.6961
9.6122,8.8625,7.973,6.3484,6.0374,5.3983,5.9761,5.1534,6.3112,4.7926,5.4715,5.2816,4.996,4.8598,5.0176,5.9645,6.2504,4.1242
0.97929,2.7581,4.7825,6.3834,3.5077,24.096,13.979,11.185,23.641,9.9713,30.232,25.846,11.307,12.547,14.342,15.846,30.289,17.963
8.1164,8.3882,8.2823,5.6203,8.4991,6.1593,6.5738,5.729,6.2437,5.6823,6.6756,8.5184,6.4588,6.3219,5.4116,6.8911,9.0518,6.0331
36.036,33.68,37.117,34.539,31.014,32.394,31.653,30.446,32.09,33.225,37.349,26.554,32.679,26.54,28.381,30.317,27.117,27.58
1.8857,1.167,1.5338,1.2549,1.5684,1.8065,0.54512,1.0495,0.93038,1.2997,0.21656,0.24382,2.3449,0.39772,0.6374,0.61956,0.18279,0.37005
2.4637,2.5344,2.0855,2.4314,2.2767,1.1756,0.80529,0.87647,1.0474,0.94047,1.4237,0.54354,2.0149,0.9658,1.2222,1.159,0.57989,1.2087
3.6914,3.1565,2.7956,2.8508,2.9888,1.7929,1.2205,3.5578,2.2231,1.8282,1.8409,0.69153,2.7507,1.01,1.5056,1.8218,0.88303,1.2786
3.5936,4.7463,3.7861,2.5538,6.5602,6.1464,4.5891,3.4331,3.4158,4.0299,4.1227,4.9665,5.4836,4.0213,4.0353,4.308,3.2087,3.2122
1.1657,1.3303,0.88647,1.0834,1.3683,1.5258,1.5339,1.564,2.0188,1.2491,1.2132,1.287,1.3778,0.6387,1.7151,1.0312,0.92988,1.4578
3.4535,4.0447,3.8806,6.2397,3.7533,2.1236,4.7745,4.651,4.0791,2.1233,3.6297,11.471,3.5136,4.8698,4.2794,5.1093,13.383,4.8584
0.31552,0.12797,0.41073,0.43649,0.62156,0.90533,0.39905,1.6933,1.5499,0.78477,1.6306,0.58212,1.6246,0.40669,0.68992,0.66194,0.31078,1.1455
