0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
7.7762,9.0643,9.9283,9.1749,8.0453,7.6637,8.4733,7.4965,7.9774,8.9234,9.7008,10.673,8.7978,9.3392,9.2364,8.0402,10.472,7.791
7.0867,6.9778,5.2811,4.7421,8.6601,7.4618,7.2602,8.241,7.8262,7.2563,7.3965,7.0024,8.7285,7.3011,6.5263,7.0243,6.0507,7.3327
4.9191,3.4344,4.6686,2.9541,5.3023,4.9725,3.5317,3.0702,2.149,5.2431,2.138,4.5795,4.4387,2.7722,2.9129,1.3794,2.7451,2.367
2.4138,1.8736,2.1402,4.468,2.2979,2.0546,1.8467,2.0842,2.174,2.0581,2.1586,3.1405,2.0668,1.4291,1.8249,1.4768,2.2898,2.4364
3.3018,3.481,2.6855,1.9825,4.3946,3.1651,2.4013,2.5129,1.9136,2.1434,2.5715,2.1737,2.7172,1.9605,1.5141,2.0956,2.1981,2.5592
0.051483,0.079345,0.13719,0.095521,0.20689,0.15997,0.24557,0.15887,0.32775,0.22145,0.43634,0.54798,0.46816,0.18822,0.24668,0.36414,0.43031,0.41221
0.034225,0.01983,0.017971,0.04297,0.052011,0.10676,0.053003,0.05248,0.02882,0.025752,0.010107,0.083267,0.045601,0.12719,0.050201,0.058614,0.11971,0.1209
0.043208,0.35048,0.0079405,0.23628,0.13278,0.058058,0.065576,0.034783,0.050938,0,0.026795,0.014717,0,0.018227,0.049293,0.072517,0,0.13227
0.032478,0.045162,0.03837,0.10421,0.12065,0.089618,0.055327,0.1992,0.082047,0.052948,0.11509,0.094819,0.13523,0.04893,0.12704,0.055622,0.054841,0.2513
0.081494,0.085546,0.11012,0.68345,0.079325,0.17311,0.46771,0.10934,0.15259,0.096788,4.0926,5.1719,0.45268,0.36736,0.19688,1.2183,3.254,8.6134
5.5295,8.1559,7.1526,6.8254,6.0399,7.8513,7.8963,8.4417,11.297,7.9307,9.8797,12.59,7.2176,11.433,10.307,10.449,10.668,8.1206
2.6091,2.9496,2.746,3.5649,5.4105,5.9963,4.3455,5.1045,3.8987,6.8146,3.5957,5.12,4.4145,3.1453,3.4747,2.7546,3.9191,4.9432
0.053876,0.087404,0.19802,0.10522,0.3184,0.18098,0.11681,0.79514,0.38109,0,0,0,0.37686,0,0.12293,0.12917,0.13646,0.12687
0.11776,0.12307,0.25386,0.11278,0.21681,0.13122,0.16448,0.22484,0.20557,0.10934,0.15916,0.37795,0.32473,0.13374,0.19118,0.23619,0.24281,0.17865
0.10204,0.060194,0.093759,0.054349,0.1206,0.10127,0.19106,0.12446,0.065614,0.114,0.095876,0.094784,0.2271,0.10435,0.08466,0.12232,0.10181,0.10922
0.16106,0.072578,0.082217,0.1398,0.063454,0.1052,0.23279,0.28812,0.12658,0.23564,0.055489,0.22857,0.1669,0.17614,0.10208,0.27889,0.15108,0.042141
1.6934,1.3278,1.6173,1.4282,2.2017,3.3485,2.6257,2.334,2.069,3.856,2.4292,2.1848,3.1169,1.5189,2.9213,2.5899,1.3647,6.5014
6.2557,9.8363,11.867,7.9313,7.4435,8.1976,4.9721,7.8204,8.9063,6.0525,9.1232,5.3523,7.7179,6.3401,7.9067,9.0173,4.8202,5.4673
3.7584,3.7479,3.1431,3.6231,4.4505,2.693,2.639,2.0078,2.252,2.6334,2.5375,3.2356,2.8541,2.2933,2.5648,2.5133,5.6069,2.2898
5.0195,3.7876,6.9989,3.6358,4.3113,7.0244,3.2977,5.0082,6.0793,8.6798,2.9241,4.4031,8.9185,5.1988,5.122,4.0098,3.0675,3.4648
26.406,24.561,32.121,24.525,18.437,29.117,27.609,23.929,31.978,30.687,27.52,30.707,24.989,32.021,31.081,31.01,24.243,28.467
7.9877,9.8553,8.7739,7.7377,11.57,8.3751,10.828,12.07,8.5016,7.9324,9.3563,10.121,10.712,10.54,8.4827,8.6451,8.7846,12.977
18.363,17.779,20.317,21.809,14.071,15.412,16.191,13.289,16.535,18.135,16.981,18.079,11.702,19.43,17.616,14.698,25.321,18.522
2.5489,2.4758,2.4877,2.9083,2.621,1.9279,2.0537,1.8204,1.9558,2.0674,1.901,1.9708,1.8065,1.9437,1.7654,1.709,2.4326,2.0441
9.3451,9.2515,9.6575,12.434,8.6585,9.8346,10.313,6.9892,9.5837,10.937,10.043,11.683,9.7561,9.9966,10.481,10.319,15.041,13.813
18.538,17.5,17.034,16.04,18.649,16.872,17.487,12.773,12.196,19.473,12.784,16.539,14.935,15.479,15.187,11.895,16.929,17.849
5.5512,6.8283,5.0945,11.67,7.2572,8.6234,9.6195,5.8494,6.2139,5.796,8.0342,9.3465,6.6597,11.615,7.4046,8.6295,9.9238,7.2625
7.4689,5.9852,11.707,2.6696,6.0547,7.9932,6.3013,10.306,9.212,8.1875,6.9132,17.927,15.1,7.7255,3.3429,9.1447,13.911,4.1127
2.6898,1.1144,1.7166,1.3917,2.3371,2.9059,1.4545,1.5935,0.9309,2.5134,0.74316,0.81451,2.1255,1.1058,1.5673,0.52333,0.44444,1.0507
0.20288,0.059843,0.12711,0.072042,0.2071,0.15489,0.019994,0.22271,0.032615,0.18619,0.076253,0.0078526,0.10751,0.064836,0.052603,0.066332,0.023357,0.1303
0.34133,0.21534,0.43561,0.092587,0.26896,0.35035,0.29808,0.16538,0.12296,0.14982,0.1078,0.064589,0.22107,0.046662,0.086534,0.045466,0.048029,0.089311
0.29706,0.51028,0.52987,0.37541,1.0327,0.42558,0.77668,1.3598,0.59742,0.44485,1.1379,1.4285,1.3038,0.72485,0.47845,1.0893,0.53111,1.358
21.882,19.13,22.482,11.194,15.135,16.191,16.488,13.604,15.139,19.652,16.279,20.036,14.949,17.55,18.327,17.78,17.691,11.144
5.078,4.5409,3.7947,3.1515,5.2247,3.9948,6.1682,4.0017,3.7146,5.4513,5.2802,8.049,4.9037,6.4091,4.1006,3.5389,7.9288,3.71
0,0.13,0,0.36516,0.31571,0.17945,0.46329,0.21502,0.31489,0.09379,0.44172,0.36391,0.74735,0.11267,0.30472,0.12808,0.1353,0.4403
23.643,26.37,24.682,20.212,27.896,31.843,39.685,29.81,27.12,36.285,31.63,49.341,30.607,32.494,31.421,29.412,36.083,38.538
0.32546,0.312,0.081562,0.4045,0.19234,0.28575,0.22453,0.11909,0.13953,0.35064,0.4893,0.41571,0.32769,0.29123,0.32067,0.3015,0.27478,2.0206
4.4464,4.001,4.7864,5.2914,3.9205,3.9783,3.8541,3.8237,3.6182,4.3342,4.2411,4.192,3.9337,4.3792,4.2897,3.3251,5.2588,3.1536
21.642,20.977,17.288,9.7763,19.084,16.049,16.119,13.708,12.206,13.953,10.277,11.651,12.974,14.382,13.607,9.2679,8.202,9.0222
0.13447,0.23998,0.22242,0.10505,0.34968,0.12423,0.10205,0.18043,0.031707,0.17707,0.069496,0.057254,0.1411,0.075636,0.16876,0.11285,0.056767,0.015834
4.9146,8.873,5.7259,5.1232,6.3727,4.9458,5.9572,5.1333,3.9849,3.0127,5.5084,12.378,5.5483,4.7674,4.4831,5.668,7.9397,2.991
1.9506,2.0466,1.8339,2.4711,2.4213,2.7893,3.4454,1.7178,2.2819,1.6462,3.8221,6.4452,3.3102,3.087,1.727,3.124,4.8261,2.0041
2.7513,3.0083,2.4318,1.8754,2.8272,2.8408,2.6277,2.0634,2.3053,2.6081,2.1986,3.184,2.1203,2.4376,2.518,2.2151,2.9518,2.9603
1.2093,1.6965,1.3858,0.79192,2.3879,1.4577,2.4986,2.4052,1.4928,1.5237,1.6323,2.8833,2.4217,1.8205,1.3959,2.1149,2.1861,2.2113
39.492,48.887,35.95,39.37,47.496,50.874,48.335,49.43,42.444,42.798,39.297,39.534,48.427,39.505,38.839,33.734,31.925,42.79
15.804,17.233,22.05,15.372,12.927,20.895,28.182,16.213,22.945,24.406,19.844,16.348,22.247,25.214,23.556,15.713,12.662,13.945
8.651,7.964,7.8312,5.4995,6.5679,7.9665,5.0025,8.2887,8.8482,7.9232,7.6469,8.9985,9.3242,6.5565,9.1977,9.2286,6.436,4.5132
20.529,15.15,20.323,25.569,14.882,18.667,12.171,12.873,13.389,16.289,16.74,18.84,17.737,13.235,13.796,14.756,23.788,18.174
5.7905,6.3653,6.5132,6.336,5.1223,7.9472,7.4983,6.6851,6.3647,8.5974,6.314,6.0462,8.1638,6.8512,8.2541,5.9438,7.266,6.919
14.391,16.191,18.036,15.361,16.712,16.408,16.442,18.471,16.693,14.578,17.019,10.831,13.937,13.389,12.627,12.375,9.9565,12.842
8.152,7.451,8.883,7.7762,6.7118,9.5139,10.833,9.6139,16.01,13.053,11.095,13.288,9.2287,11.791,13.937,15.647,11.733,19.947
9.387,11.88,16.902,12.394,13.716,22.559,23.981,16.264,20.589,27.78,16.262,19.178,18.317,21.417,22.021,18.342,13.854,20.862
14.544,13.455,9.8982,9.7399,18.077,20.692,16.16,12.133,11.801,14.168,10.996,10.923,20.733,13.141,14.744,10.189,9.7172,8.3276
17.94,17.869,19.473,18.251,19.599,16.741,18.455,18.199,20.819,18.809,21.545,29.847,18.481,22.465,24.742,25.911,32.491,21.967
29.178,22.121,29.174,24.236,25.067,35.652,23.679,32.899,36.484,36.581,30.66,19.121,35.684,27.734,32.83,33.235,21.733,26.024
1.4137,4.5288,2.3559,4.5863,7.7178,3.7128,6.7409,4.4367,3.2063,1.7985,11.839,22.261,4.6233,5.1804,7.7226,7.3538,28.747,10.312
5.6151,7.0703,7.5473,13.802,5.4483,3.3066,6.2341,9.5347,7.1591,5.8961,7.3334,1.876,3.6617,5.0598,4.6659,7.6931,3.1668,4.9154
24.853,28.295,22.097,28.116,19.088,18.474,18.327,17.458,19.31,17.382,20.02,19.071,20.149,15.937,17.234,18.312,19.762,16.801
4.6984,3.5243,4.376,4.7929,3.7801,4.9775,3.7507,4.2052,4.4863,5.6501,5.9691,5.0843,4.6601,3.7527,4.9818,4.8351,6.2182,4.9347
32.118,30.652,36.691,35.453,29.977,37.858,30.338,47.854,51.943,44.961,54.743,54.219,60.807,36.42,51.769,63.677,43.897,51.337
6.118,6.4393,8.7616,5.27,9.6358,11.12,7.5328,7.2008,5.5414,10.099,3.7376,3.634,7.3471,6.5464,6.5598,1.8664,2.3895,3.2914
19.154,10.673,12.576,8.2059,12.295,13.235,14.459,23.415,17.968,13.133,15.917,9.8304,18.663,13.53,16.392,22.88,9.5458,25.393
0.06401,0.10384,0.088226,0.09376,0.20806,0.17471,0.052043,0.34353,0,0.12643,0.19848,0.17714,0.20522,0.022502,0,0.15347,0.2567,0.056526
14.352,13.098,13.488,11.528,19.039,19.205,15.909,16.698,19.741,17.061,15.333,19.459,22.997,16.717,18.326,18.802,16.21,14.809
0.01835,0.014885,0.0084307,0.035838,0.010844,0.061641,0.039785,0.27082,0.15143,0.072488,0.066382,0.29688,0.021393,0.083858,0.020934,0.021998,0.038731,0.097228
5.0237,5.0452,6.2648,4.7305,4.8421,3.6162,5.446,3.0893,3.7016,3.045,3.8943,8.6574,3.7302,7.0639,4.776,2.4018,10.149,5.9151
6.3979,7.2456,6.0636,5.9097,6.4535,5.0636,4.8659,3.4756,4.0675,4.401,4.674,6.8551,4.9596,4.7808,5.159,3.4401,7.4755,4.4963
4.0363,5.3014,4.8113,4.9666,6.7501,7.5981,8.8191,5.8012,3.4032,3.9382,4.7532,6.4165,6.148,4.6389,5.2179,3.7003,2.8275,3.1782
4.4217,4.2597,5.2659,4.1619,6.3106,9.3657,11.537,9.1548,11.525,11.183,11.223,7.1925,10.664,10.714,9.4129,8.2973,4.6773,11.833
14.154,17.742,20.262,16.777,25.131,18.881,27.309,27.009,23.792,22.873,29.219,33.167,27.412,28.52,27.506,26.008,27.828,26.862
19.794,23.781,23.302,18.346,19.504,22.021,24.517,20.019,24.752,20.128,26.657,36.602,27.691,24.379,25.309,26.814,30.268,25.952
9.2882,6.5679,7.993,6.3771,7.1781,9.1681,7.0421,7.3408,8.0574,10.069,7.0206,4.414,7.7234,6.0705,6.7662,5.9295,3.3707,5.9741
1.407,1.9346,1.9631,2.5317,2.4412,3.9256,5.4583,3.8231,3.5654,2.6812,6.0738,6.5276,8.3638,2.5988,2.5526,3.5207,2.5695,6.9064
3.9498,4.0972,3.7368,2.8898,4.9522,3.9216,4.1085,4.2429,2.6401,3.4781,4.0444,4.8617,4.5116,2.9716,3.0953,3.2305,3.2932,3.6293
0.61109,0.80693,0.77045,0.95756,1.0666,0.81157,1.0399,0.81037,0.75393,0.85456,0.89601,1.2222,1.0107,0.62947,1.0295,0.81777,0.85188,1.255
11.423,9.815,9.6311,7.3654,10.882,10.171,10.491,7.6707,8.337,9.2917,8.3773,9.1597,10.627,10.743,9.3644,8.2438,8.665,8.3672
11.481,12.018,11.546,9.3639,13.353,11.786,13.034,9.0331,8.6843,10.675,10.718,13.664,12.25,11.101,9.9652,8.886,14.02,12.394
1.0046,1.0701,1.035,1.09,0.95954,1.7726,2.5962,2.9137,2.1175,1.3629,4.4472,2.1343,1.2185,1.9192,1.806,4.8661,2.5702,2.7959
14.987,15.809,21.561,12.215,15.813,17.097,16.497,16.585,18.726,17.855,17.717,24.02,18.744,21.412,18.912,21.303,23.628,17.701
4.4555,5.3916,4.1052,4.9656,6.826,6.1108,12.075,6.2216,7.0225,5.7499,7.183,15.392,11.546,10.308,7.8179,8.2587,8.2899,6.7857
4.3977,3.8881,5.6785,3.5012,5.3035,6.0078,7.0221,5.3013,5.4603,7.0303,7.0336,7.8698,6.7782,6.6742,5.1724,5.3078,6.0182,5.0129
