0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1925.8,2050.4,1738.2,1498.8,1558.2,1042.6,1325.2,1248.5,1903.4,2114,1322.6,1997,3425.5,2779.4,1291.5,1286,2572.2,2739.8,2175.5,1690.1,1498,1439.2,1802.4,1976.3,2215.1,2611.7,2341.8,2459.5,1857.7
114.57,166.42,83.493,166.31,152.3,118.18,63.645,128.24,161.24,171.41,181.68,164.68,111.87,137.83,191.72,187.44,194.44,145.28,135.57,371.04,182.68,152.98,252.99,150.47,83.56,75.688,152.93,144.98,248.55
112.01,140.51,232.97,75.385,163.61,63.18,132.11,53.11,50.265,161.44,180.37,131.29,144.29,93.05,176.16,218.88,171.56,115.89,197.09,259.82,285.11,197.62,136.09,130.13,68.1,52.86,217.22,168.59,62.19
170.4,196.24,44.07,272.26,374.71,160.99,250.37,502.33,158.93,226.33,92.4,635.94,174.75,228.98,627.66,210.45,194.51,229.82,123.78,259.87,155.16,309.42,396.39,231.55,84.99,161.51,253.18,36.81,390.34
40.83,20.79,191.29,277.68,199.73,164.08,59.68,174.91,148.17,126.83,154.28,153.89,69.31,51.69,167.91,138.37,25.81,106.6,176.85,214.71,38.2,70.55,172.89,235.4,273.63,149.08,152.4,20.36,175.34
157.47,233.99,174.47,121.86,138.49,135.36,160,135.43,130.46,118.62,187.95,193.7,125.42,85.028,305.06,202.83,237.63,194.62,156.2,191.8,212.47,272.66,172.54,181.12,174.09,165.25,139.12,151.8,179.45
160.14,197.81,122.85,120.54,155.89,213.78,128.02,414.77,259.66,204.76,175.42,246.98,250.23,279.39,86.14,122.56,199.42,153.66,149.15,199.34,97.67,106.14,65.92,223.34,222.15,269.61,13.22,27.02,170.62
1176.3,1565.2,1915.7,1416.1,1353.2,1419,1198.3,1601.6,1406.9,1587,1616.3,1944.1,1584.5,2114.3,2068.8,1529.8,1124.1,1717.9,1552.7,1092.3,1192.4,1095.6,1957.9,1369.6,1844.9,1106.3,1896.6,941.81,1242.8
76.18,106.37,167,72.16,128.94,9.9,13.27,20.08,19.24,76.59,12.36,173,85.82,33.93,26.98,14.97,73.79,94.39,102.38,138.88,43.18,49.77,58.81,87.78,24.25,15.1,21.74,37.94,111.2
293.84,176.72,231.47,240.66,192.38,198.54,69.935,215.75,209.49,230.28,73.295,243.88,227.33,246.3,201.45,210.35,52.77,316.77,264.02,372.57,244.06,169.28,99.695,271.3,282.44,311.72,162.39,147.97,274.43
196.7,227.4,232.86,447.59,221.35,241.11,349.82,185.43,247.5,234.78,240.89,242.42,185.8,243.63,240.72,372.82,221.58,272.76,342.2,288.71,411.31,202.69,205.81,371.63,115.6,241.37,303.6,259.26,191.35
221.99,502.89,50.28,257.89,230.02,210.57,123.59,57.78,131.86,164.84,180.8,285.16,157.98,179.01,357.19,203.74,89.02,185.38,175.8,203.01,444.42,108.54,301.41,207.62,190.27,133.87,178.07,56.28,96.14
29.86,43.15,40.37,45.15,129.72,29.51,106.72,59.84,42.04,20.91,55.58,50.65,64.43,35.03,26.75,324.48,25.24,44.91,65.41,31.9,52.94,194.09,215.44,55.89,71.58,30.97,57.93,27.02,205.92
22.53,29.41,45.25,46.87,23.77,71.55,57.21,37.04,29.62,39.6,28.84,84.12,37.86,176.13,34.48,29.02,47.88,65.43,79.22,195.33,91.87,67.57,236.87,38.39,115.78,36.04,59.64,37.28,58.8
104.87,117.5,70.502,105.09,92.972,121.3,94.64,55.19,127.7,146.32,85.89,114.35,129.1,107.18,166.57,108,165.96,197.87,155.89,60.823,164.49,91.583,80.155,188.98,141.61,145.73,88.59,87.16,207.16
2895.9,3010.9,4234.2,2425.8,1826.6,4100.6,1162.2,2180.8,2864.8,2346,2437.7,2125.5,914.91,3865,3174.4,1635.5,1277.7,1128.3,567.47,1832.6,4066.3,4215.8,2511.1,1933.1,4066.3,2535.2,3755.8,6940.2,2092.2
157.47,238.7,176.55,190.21,190.68,178,202.07,127.7,128.19,125.02,209.78,155.8,152.26,119.67,207.94,137.08,239.43,173.29,195.11,181.39,255.96,170.1,203.94,233.54,147.01,269.82,270.26,159.69,189.77
210.47,77.65,108.1,209.74,315.46,309.52,514.71,279.96,233.62,259.35,390.43,102.25,465.06,190.84,123.2,217.27,235.5,283.67,122.02,302.85,367.87,342.9,125.26,279.04,298.4,115.05,70.36,216.11,273.45
628.57,358.26,408.92,414.53,398.87,568.52,393.37,554.53,538.79,597.31,285.16,407.16,463.37,550.94,454.88,273.1,474.27,471.23,431.51,260.69,328.24,467.37,400.35,354.09,345.44,553.61,319.77,433.97,302.79
251.48,447.64,358.72,515.54,318.99,336.19,414.59,170.66,303.07,193.99,467.2,347.78,436.38,264.52,251.85,315.88,236.67,260,339.17,373.2,555.83,285.66,399.94,359.77,335,252.68,282.11,387.26,378.85
1557.8,1217.6,2480.6,1298.7,1530.2,2319.8,958.85,2995,1934.7,1699.1,1675.4,1556.3,1756.2,3210,1846.6,1130.3,1098.7,858.54,486.12,1324.7,1012.9,1366.9,1507,1543.9,1322.1,1388.7,1373.4,2339.4,1235
33.68,133.54,61.92,85.84,113.03,57.035,47.26,58.43,70.76,68.77,73.84,108.92,44.68,88.305,99.145,89.9,25.245,72.45,74.29,85.295,78.54,79.39,109.25,31.33,69.51,100.8,86.96,121.65,39.24
419.69,620.7,624.83,566.11,582.81,481.73,751.6,448.98,569.93,634.12,668.53,486.7,618.54,529.87,625.2,521.66,646.88,620.93,800.08,597.11,789.5,750.21,322.28,702.09,724.06,704.95,766.39,554.54,294.92
449.24,700.64,1433.2,595.31,457.93,809.88,328.5,820.98,742.12,697.25,540.75,415.13,320.38,1092.8,526.65,721.86,399.01,159.78,317.01,983.54,1486,907.15,613.47,372,984.56,431,967.39,2270.5,561.21
132.63,385.12,169.25,83.06,136.26,104.81,287.92,162.23,138.67,196.92,270.69,30.42,306.14,225.09,249.36,345.24,303.35,172.35,194.24,61.25,69.85,219.05,202.68,26.86,14.64,255.92,260.81,398.57,365.47
2406.6,2204.7,3675.6,4402.5,3758.6,3518.1,3614.3,2921.2,3392.8,2981.8,3193.1,3299,3452.5,1990.3,3113.8,2745.5,2825.6,3422,3055.3,3613.4,3139.1,2879.1,2702.5,3157.9,2801.2,3303.9,2203.8,3210.3,2112.2
699.54,518.04,555.86,383.87,472.27,751.34,545.85,631.91,659.29,771,751.36,518.74,662.58,575.09,519.2,449.15,601.89,782.73,577.21,733.69,437.18,402.85,425.46,496.78,380.1,726.52,466.17,718.21,394.57
148.8,41.47,262.54,70.17,231.24,70.06,180.76,154.35,21.22,20.32,272.41,88.3,396.43,319.82,32.45,149.65,120.09,122.96,299.5,279.21,75.07,32.9,67.76,78.83,40.9,57.65,154.25,10.68,237.91
630.79,693.78,410.28,595.4,571.32,515.17,559.96,468.75,542.26,597.02,564.89,593.95,397.91,542.5,530.7,735.08,633.43,593.76,659.17,632.96,535.66,644.38,726.58,716.6,614.23,835.55,556.54,697.91,869.01
402.12,548.62,390.29,340.51,433.96,574.71,403.11,714.43,341.38,438.94,451.93,586.04,383.28,399.16,325.3,390.83,449.28,401.1,385.94,440.82,397.66,422.66,433.59,363.08,313.54,484.54,465.21,493.72,300.58
1343.9,857.9,1854.9,906.54,1063.2,922.59,1152.3,933.66,1194.8,1300.7,721.74,759.79,1021.1,1241.7,1154.5,1069.4,920.28,1250.9,1613.7,1229.3,852.15,645.86,554.5,944.07,945.06,851.87,560.21,915.66,863.68
4838.3,4512.4,2168.2,4409.8,3687.1,3837.4,4948.1,6226.5,5143.7,3820.6,4532.6,4681.5,4759.7,4274.7,4777.5,5283.1,5990.7,4973.9,4201.5,5661.1,4246.5,4751.2,4426.1,5535.8,5403.5,5758,3922,4688.6,4426.1
1327.4,1362.8,991.42,842.99,983.04,1438.9,1432.5,1171.1,1322.7,1983.8,1139,1743.7,990.49,1425.6,1939.6,1248.7,1063.7,1606.8,1452.7,1609.7,922.91,1399.1,1307.7,1183.1,1505.4,1430.7,1321.2,1325.2,911.75
2123.6,1605.8,2928.5,2713.8,2747,1801.8,2258.1,1622.3,2302,2200.7,3168.5,1751.5,1934.5,1848.3,2637,4162.5,2883.8,2913.3,3793.8,4133.8,2696.5,2450.4,1559.6,1802,1367.5,1464,1593.5,2124.7,6052.2
293.86,336.16,293.93,486.26,216.24,248.76,258.61,202.79,224.51,292.16,294.44,237.08,315.48,216.65,279.05,303.67,257.19,246.7,228.4,137.85,354.02,216.29,452.16,326.92,285.4,232.81,299.72,297.11,386.7
876.97,1105.9,796.77,1273.8,992.54,820.55,985.04,873.72,908.65,998.29,958.28,1107.2,1230.5,1166.7,1342,1415.4,831.3,1375.5,1014.2,926.78,947.58,1205.4,1123.1,1070,1355.9,907.41,1329.3,765.03,1562.3
310.2,337.91,259.65,479.55,406.88,412.31,320.84,551.73,367.31,425.39,508.94,448.8,410.01,474.31,319.87,542.45,552.25,398.12,364.16,285.5,356.94,456.09,421.45,403.38,564.07,472.71,471.43,454.35,322.36
427.51,471.54,413.23,422.7,422.38,411.32,480.6,533.6,394.49,375.77,381.71,445.69,371.4,475.95,540.78,407.72,347.03,408.77,409.69,307.85,329.41,426.48,323.47,437.04,438.1,360.19,426.71,290.77,341.67
204.36,254.53,309.2,172.31,383.37,151.18,217.16,146.27,230.48,255.6,59.7,235.39,185.79,321.86,251.59,149.99,102.97,65.73,327.85,414.81,277.51,345.96,485.55,332.52,362.59,283.06,110.89,250.1,328.62
379.43,710.69,365.97,412.16,401.05,454.47,542.19,605.64,559.16,346.27,515.12,368.62,458.44,484.36,569.35,542.48,573.96,485.39,446.02,444.62,726.04,394.38,711.64,589.51,501.77,440.02,450.16,512.22,482.35
927.06,1641.3,649.31,1868,659.38,588.4,931.21,895.63,555.17,957.05,829.67,640.47,478.12,545.94,1102.8,1383.2,572.06,872.7,506.88,876.29,1084.2,1279.7,1483.1,1004.6,1881,624.49,1629.2,443.7,1831.7
356.54,219.28,335.03,318.95,291.81,308.72,249.48,436.65,253.43,256.87,457.36,282.55,257.99,266.26,272.69,345,453.54,267.74,215.56,290.35,302.25,336.61,410.54,382.19,221.05,368.97,267.29,486.94,384.26
87.4,69.22,134.25,64.18,48.83,46.99,38,365.68,145.33,211.91,355.23,51.26,84.3,57.58,103.83,351.09,68.23,240.94,263.34,177,243.77,94.54,96.33,233.93,195.5,251.46,266.87,101.87,48.24
2424.1,2782.5,6317.3,3837.4,2880.1,2992.2,2957.2,2436.9,2679.1,4196,2461.4,3212.6,5617.8,3361.4,2353.3,2806.7,2982.7,4688.6,3357.3,1890,2717.8,2567.4,3180.7,2125.5,2705.9,3341.5,2490.2,2669.4,2722.2
41.51,48.43,51.77,69.45,41.63,52,43.16,54.12,15.9,38.14,28.94,59.75,48.75,33.08,79.43,82.87,23.91,33.66,36.61,34.17,61.01,36.31,65.92,54.61,24.44,47.23,58.06,25.51,65.05
1275.4,1132.2,1591.9,1517,1693.7,1823.6,1190.4,1739.6,1452.1,1881,1719.2,1145.5,1411.6,1467.1,1225,1328.1,1190.1,1933.8,1453.6,975.86,714.83,903.16,1131.6,1171.6,1121.5,1120.1,1099.7,1058.5,847.99
38.22,31.2,39.63,35.41,32.48,29.17,37.57,18.3,13.16,22.98,38.28,31.6,14.17,43.08,29.83,15.47,49.21,16.81,72.65,29.64,42.66,14.19,66.07,38.48,60.11,39.76,67.4,32.61,43.05
1438.2,1770,1389.5,2234.4,1083.2,1955.5,2704.3,1451.9,2078.1,1627.1,1617.4,1683,1645.8,1724.3,1538.7,1283,1900.8,1897.7,2323.7,1041.5,1726.6,1867.6,1313.7,1254.2,3390.1,1723.1,3333.9,1954.4,1558.6
288.51,284.54,328.8,527.13,338.65,205.9,469.64,273.38,322.38,206.1,355.17,358.72,316.94,257.41,321.59,325.17,304.27,220.38,341.91,207.13,273.71,262.69,323.24,403.24,354.81,329.75,329.67,254.06,520.59
110.51,54.33,110.37,69.51,64.03,117.34,123.59,192.54,122.5,106.59,160.51,25.7,16.71,108.07,86.03,230.38,135.29,28.02,82.31,33.78,138.65,245.65,106.37,75.75,199.9,117.03,422.33,150.9,156.9
445.05,312.75,220.69,407.59,271.45,264.76,468.38,129.37,384.66,187.57,193.9,181.22,196.39,176.73,303.98,233.12,258.02,238.56,304.63,396.25,462.5,353.79,325.94,293.77,274.71,320.53,374.96,203.24,381.44
531.92,301.93,760.85,268.45,436.34,604.74,663.05,342.95,684.53,640.54,583.62,428.96,492.79,734.25,424.25,631.31,446.76,295.42,848.23,619.6,467.13,434.3,464.32,513.95,452.18,331.24,572.49,617.37,866.33
189.08,308.46,71.665,382.43,90.055,161.97,214.78,194.47,154.02,200.96,392.8,198.31,98.87,143.44,245.84,77.605,163.71,144.75,117.46,177.88,162.45,267.55,403.98,127.64,319.02,132.08,122.11,162.87,308.53
997.73,937.78,1238.8,1283.8,1299.8,1377.2,1549.4,974.24,1637.1,1282.6,947.96,2337.9,1030.5,1593.4,1164.3,2496.2,816.93,1447.7,1368.4,953.91,847.78,1334.1,659.7,1472.9,3218.6,2081.1,1678.8,1199.7,1416.9
9.46,26.7,12.27,15,10.86,25.13,18.5,114.99,14.51,10.33,18.02,10.28,14.05,14.98,11.84,15.17,14.13,13.28,14.64,27.74,18.78,14.69,23.56,13.09,23.54,15.77,13.92,16.71,11.98
35.365,47.125,31.27,35.06,25.655,24.575,36.96,36.17,26.5,18.88,45.01,34.28,29.785,23.255,48.055,39.405,23.96,22.915,30.365,49.385,62.68,143.12,34.62,123.14,17.75,31.675,33.01,56.525,33.73
19.88,30.57,32.72,23.21,25.27,67.2,42.08,20.48,39.35,23.09,16.27,56.93,28.11,31.27,12.05,31.48,53.72,34.5,42.98,55.5,63.19,53.46,25.8,20.6,38.96,44.45,20.5,18.71,162.06
245.32,105.81,380.51,217.19,297.56,211.02,234.43,244.01,177.8,163.95,289.61,98.535,249.57,291.18,53.81,369.42,386.14,205.97,408.82,265.8,92.445,81.09,97.585,80.235,88.345,71.49,54.245,84.5,656.22
580.61,808.43,608.47,525.66,732.11,575.17,527.03,634.54,731.5,716.69,520.83,599.86,950.93,654.28,367.24,491.61,647.54,800.09,518.82,418.48,363.83,651.85,567.64,895.89,678.95,809.43,835.42,1022.6,764.44
58.41,255.95,192.97,193.16,213.04,179.4,260.24,171.48,154.1,151.24,32.905,236.94,147.68,115.02,261.95,137.24,176.57,170.34,234.49,256.39,42.64,210.47,178.28,194.53,35.795,105.94,195.1,136.04,313.44
129.59,348.16,53.12,227.18,51.3,236.64,143.71,205.28,220.75,174.41,330.57,130.34,143.56,278.45,178.76,147.18,183.93,130.2,192.41,257.14,290.67,52.5,43.83,363.53,219.85,42.39,244.04,343.95,112.24
9577.2,5546.7,9879.2,12664,9717.8,13136,7843.7,3377,3772.9,11132,1685.2,7389.3,7714.1,21949,12717,1997.1,862.33,1565.2,2422.2,9092.9,2350.8,2196.4,1331.4,1258.8,1852.7,1104.9,2617.6,4215.8,2368.3
1150.3,866.76,842.84,623.31,1235,1092.2,945.3,742.31,995.28,1018.9,1521.2,1362.7,1099.9,983.14,1214.5,3842.3,1740.3,630.75,1812.8,2240.5,1108.5,572.97,502.54,809.23,815.17,554.64,1023,632.37,2095.3
101.13,111.97,125.44,229.73,113.23,175.36,278.94,68.965,82.345,147.12,196.38,137.91,183.95,164.99,106.84,213.84,147.69,185.13,265.94,137.28,184.49,179.78,87.925,66.835,115.3,171.69,142.31,135.18,264.64
160.02,205.23,216.13,391.05,564.99,254.99,357.36,33.45,245.48,171.37,308.47,339,248.01,202,313.62,349.6,323.03,173.91,175.27,319.48,322.4,279.23,454.46,287.78,376.43,217.53,424.68,150.72,241.3
313.48,145.31,347.12,257.19,219.42,143.41,330.46,137.23,264.51,177.4,56.21,52.085,259.85,181.81,312.88,199.09,307.64,210.38,121.87,249.77,180.21,147.32,319.45,177.37,276.44,314.02,238.14,183.25,253.58
16.52,40.36,232.42,60.31,65.43,174.21,211.21,25.19,189.54,161.52,18.68,16.45,145.19,47.17,47.29,30.8,34.54,134.4,275.12,81.7,324.73,108.7,56.96,68.39,53.69,155.37,150.87,170.19,194.86
140.06,90.475,119.53,109.88,122.8,99.572,74.043,44.192,83.05,55.457,79.73,95.135,59.977,82.722,89.062,147.12,81.86,130.86,155.24,132.75,198.81,194.68,126.17,124.62,95.338,120.12,134.32,106.55,53.375
13004,10668,12549,13487,13553,12765,8720.9,17470,10250,13937,12205,12939,11420,12765,11511,10702,16446,13801,12765,12765,8474.1,8077.9,16640,9319.8,11667,16446,9783,16532,11511
158.39,93.03,42.38,285.8,144.77,75.11,171.45,199.7,71.91,63.17,141.55,14.79,94.74,53.88,235.04,237.33,117.11,58.8,12.17,69.14,222.84,245.41,186.96,108.75,93.12,162.29,201.63,56.96,67.93
3623.6,2724.9,3542.5,2977.9,3866.4,2492.1,2898.5,2714.1,3639.8,3527.2,3441,3785.8,1917.5,4318.8,3821.1,4895.7,4304.7,3726.2,4467.9,3569.2,3416.1,3060.7,4054.1,3404.8,3945.7,3651.6,4440.9,2334.4,6682.1
247.66,18.61,70.79,23.3,92.39,23.98,82.6,193.42,175.28,89.23,147.62,51.26,24.04,145.03,104.75,289.06,89.79,80.06,115.75,115.05,228.98,26.06,449.62,288.28,152.89,71.11,131.23,243.16,225.16
1359.9,1256.6,2337.1,1506,1157.4,2591.9,989.98,1992.5,2052.7,2582.3,2084.8,950.01,530.99,2826.8,2240.1,1596.7,496.9,322.65,203.95,827.76,899.04,1375,1639.5,1138.6,1400.9,1434,1980.2,2036.8,1821.9
375.22,492.41,443.21,663.24,379.9,451.95,641.99,462.2,387.28,451.61,421.25,406.02,588.86,442.7,437.98,397.93,483.9,600.59,502.53,522.88,171.69,346.35,592.57,448.51,515.79,418.56,477.67,482.87,533.5
286.28,363.16,45.02,459.9,378.62,176.1,365.6,32.3,269.92,286.7,114.55,251.69,282.01,316.06,90.41,264.35,72.73,315.26,418.92,556.04,115.39,325.1,112.22,266.23,359.38,396.46,230.82,290.6,280.18
298.5,388.4,382.38,348.79,426.51,437.44,389.94,199.23,262.17,238.34,386.06,303.33,221.76,362.07,336.37,320.74,328.45,185.86,499.65,607.94,879.85,354.59,748.64,473.73,354.2,305.53,339.72,407.37,490.13
33.38,16.9,12.45,40.47,29.35,28.79,26.83,88.74,62.81,30.67,22.47,19.18,27.85,36.85,36.61,17.75,62.38,154.62,21.09,29.07,19.45,40.85,58.31,38.57,284.68,15.1,12.76,37.75,70.67
132.45,74.087,131.57,45.673,177.09,85.85,49.46,169.46,71.83,54.537,93.11,50.367,101.1,170.45,51.453,113.1,141.29,79.077,123.83,159.1,130.31,83.473,37.117,111.4,39.29,173.22,199.09,91.057,273.15
2378,7427.4,1149.5,3512.8,847.59,1956.6,5376.4,1580.4,3330.7,4889.4,1859.3,3315.4,4418.5,2207.1,3702.2,2741.2,5473.5,3595.7,3311.2,637.96,3013.6,1319.2,2166,1852.7,3992.1,3180.7,2764.2,2710.8,1224.5
202.73,120.09,97.01,412.6,169.16,52.5,149.76,31.68,134.73,158.86,217.81,203.76,168.19,123.25,277.76,98.61,115.84,184.9,243.02,134.52,192.12,189.41,316.91,54.76,513.76,108.24,247.23,200.91,185.15
457.97,405.77,495.18,254.66,473.99,511.06,431.61,980.97,707.57,452.1,604.36,696.48,568.7,782.18,431.01,721.35,515.46,434.8,261.05,267.14,379.78,658,127.02,265.99,197.25,642.21,534.92,691.16,663.24
75.99,336.47,395.02,61.56,372.98,200.54,383.37,192.1,250.44,54.32,237.63,210.02,61.42,47.43,416.41,53.89,284.24,359.98,303.91,50.22,62.72,239.1,115.28,144.83,534.75,219.04,104.68,150.72,88.7
24.69,26.2,61.75,44.89,22.65,15.85,9.34,16.98,10.67,12.19,13.22,14.79,9.55,24.32,41.46,35.78,12.64,35.22,10.58,9.19,29.65,50.08,37.52,24.04,56.18,15.65,12.52,16.3,40.25
151.82,199.42,137.9,119.82,182.69,121.4,162.6,167.33,130.98,132.44,93.974,175.7,100.05,113.6,121.27,173.3,81.39,117.2,168.85,173.4,224.53,151.32,194.23,115.42,52.07,130.58,137.49,128.77,158.05
544.82,373.11,479.48,302.64,345.87,170.56,359.84,375.65,375.9,371.33,400.06,530.58,300.05,341.54,380.26,490.57,356.45,335.58,467.45,232.89,57.81,364.72,44.78,346.19,331.8,427.66,361.92,99.6,639.55
913.57,308.8,720.91,124.32,174.45,470.16,207.21,918.61,717.81,731.31,1500.4,597.08,1207.9,972.04,461.89,1196.4,584.41,926.71,311.61,228.32,269.3,80.87,219.43,256.31,62.6,741.6,24.46,937.39,38.45
38.43,34.88,83.21,81.32,29.35,64.76,57.37,13.71,26.45,21.19,30.33,36.2,29.93,30.65,45.13,66.59,37.09,33.49,29.02,12.54,23.65,75.9,98.43,69.85,20.13,54.69,23.38,82.93,21.97
30.68,15.15,66.1,104.72,41.85,29.73,51.86,50.97,191.32,31.46,26.75,39.67,138.9,46.81,21.27,21.97,102.3,172.55,83.92,120.38,136.29,63.4,10.27,41.94,88.94,116.2,43.68,31.63,210.53
1671.7,1381.5,1570.1,1770.5,1847.4,1168.3,1707.8,1270.3,1446,1575.4,1516.5,1619.2,1462.8,1506.8,1137.4,1104.6,1799.1,1519.7,2013.4,1524.9,1863.2,1576.5,1696.9,1779.8,1774.4,2131.2,1485.8,1945.2,1422.8
793.87,824.85,587.62,611.98,854,626.42,729.31,801.86,915.61,660.64,690.76,778.86,796.15,724.65,757.99,655.9,933,824.11,721.04,952.55,634.91,501.87,819.72,649.35,878.31,678.22,965.72,745.98,1108
344.42,333.22,291.89,444.37,354.39,353,390.49,365.77,338.38,369.31,444.53,485.28,339.49,392.38,409.8,670.43,194.62,491.12,219.25,302.83,460.16,249.28,477.57,302.85,482.36,406.73,471.97,468.49,469.81
793.11,946.58,658.26,874.88,506.26,795.93,706.51,269.61,827.37,976.3,675.96,928.71,487.31,556.26,650.56,530.79,501.17,952.84,1045.4,607.55,876.05,701.14,599.18,544.29,830.21,772.11,838.82,830.55,827.47
268.49,351.31,258.8,304.79,138.1,175.02,116.54,220.36,62.06,154.71,69,85.04,200.57,179.8,205.74,248.64,158.45,171.79,42.51,161.53,175.39,89.3,25.63,68.5,165.95,148.26,43.75,49,47.48
1472.3,1881,2074.9,2304.4,3059.8,1551.5,1980.8,933.13,2419.8,1939.8,2347.6,854.6,1731.2,1055.3,2140.3,1437.2,2357.2,3008,3615,2427.7,4021.3,3159.8,1270.3,2215.7,2140.3,1401.4,1345,1560.2,1455.9
29.86,250.37,115.58,143.23,51.68,159.84,101.98,309.56,336.42,36.5,35.81,198.49,41.4,203.99,141.07,189.59,72.26,113.41,24.85,112.37,158.44,322.23,239.09,127.75,33.31,39.31,41.31,55.37,44.65
222.46,386.45,207.01,251.79,212.89,285.39,241.98,312.63,197.86,249.85,268.16,269.36,180.87,259.69,381.55,275.12,159.49,178.61,215.05,248.95,264.18,347.7,304.21,498.25,185.39,333.36,462.09,203.24,372.46
3876.3,1851,1201,3963.2,2044.9,3218.6,5484.2,703.85,4540,2866.3,1101.5,2028.9,3599.7,3082.1,2245.3,729.55,1718.3,3100.4,2633,959.62,2650.4,1370.6,1513.4,2424.1,3106.2,1741.3,2475.7,1784.4,2727.2
42540,26120,43580,23240,31934,23828,23925,36988,35928,34738,27476,30672,32602,35610,22748,20064,32128,32602,28888,14283,23828,24034,35610,28765,25138,32128,30326,32602,25945
4446.2,5670.9,2974.7,4308.2,2949,5766.8,8175.4,4524.1,5942.9,5915,3608.3,5465.2,9416.6,5083.1,6662.1,3261.8,4552,5504.7,4222.5,1754.3,3767.5,3032.4,6153.6,4688.6,4646.8,3296.5,4108.1,4121.3,5572.5
32128,31732,50234,31430,38226,20277,25788,31934,28888,32838,27048,42540,42540,25517,24878,16926,21111,35610,25625,9382,17659,22660,24150,22748,25945,28134,27350,27476,23495
48.72,15.51,183.05,20,66.55,215.19,149.6,42.56,20.35,94.9,27.63,21.94,38.06,34.08,129.19,99.26,109.05,25.04,183.33,10580,141.14,202.88,151.07,50.81,119.57,29.37,52.94,47.64,36.8
291.85,256.36,258.98,189.25,350.21,370.95,319.03,393.06,320.62,320.95,239.73,302.62,294.15,316.81,309.19,303.06,260.76,328.23,291.57,351.4,307.79,325.59,326.27,235.62,296.31,276.56,194.33,264.07,201.46
790.64,910.14,962.07,762.97,875.55,981.51,932.3,536.78,472.24,606.51,1350.9,1035.6,1137.8,700.62,1274.8,768.73,958.24,620.9,772.11,741.11,1161.2,1188.1,1214.5,1101.1,838.82,978.39,1033.7,927.49,780.66
13.72,16.9,17.55,15.63,21.51,14.78,31.6,7.77,16.25,14.35,17.17,9.27,11.94,18.94,11.19,29.48,29.44,28.61,115.75,19.83,16.23,15.42,13.93,10.88,289.4,39.85,20.59,15.32,20.04
32.65,46.57,74.19,57.63,43.87,31.49,33.74,39.03,31.69,28.79,87.11,33.52,43.15,57.26,49.84,43.78,77.23,32.65,31.94,65.37,43.97,65.98,44.32,48.01,68.06,37.25,69.58,41.41,59.85
1075.5,465.72,818.97,909.8,821.9,1327.2,1313.8,817.67,797.81,1274.8,1129.8,614.67,1405.2,648.33,1242.2,1224.1,1258.1,1688.5,1439.5,719.68,756.75,1813.8,872.7,1036.5,972.53,1450.8,664.59,1087.4,1395.9
604.42,505,697.93,601,551.33,706.24,440,862.73,604.36,508.96,472.82,833.8,629.82,666.94,393.65,299.69,657.69,761.42,596.16,207.43,239.91,303.05,250.17,528.61,466.96,698.9,525.66,624.94,285.49
153.36,151.1,57.61,79.63,86.715,168.24,136,137.88,132.25,156.04,152.66,109.12,114.31,121.47,58.79,132.18,72.595,144.39,290.56,72.075,56.64,45.685,78.73,70.995,18.265,137.66,306.03,47.425,132.69
16.52,61.16,13.54,95.23,16.06,79.19,108.22,6.94,12.49,14.49,71.85,16.82,30.79,24.55,70.65,73.02,113.5,102.57,67.67,15.02,103.22,96.27,73.22,143.68,6.29,51.42,7.97,19.18,87.18
701.79,608.99,607.08,337.9,876.16,832.56,737.28,708.13,1024.4,874.88,909.25,794.11,484.29,617.49,583.18,1154.9,811.65,704.79,1129.5,942.13,1289.4,1198.6,1249.1,616.72,833.68,1103.8,958.96,953.43,483.64
274.56,612.87,314.26,541.14,424.78,350.71,674.5,183.01,360.51,217.27,427.11,278.25,329.33,183.1,815.56,415.89,490.9,228.69,162.03,357.9,735.28,218.5,786.09,661.17,692.35,328.73,683.75,533.57,1008.4
13.22,54.33,11.63,29.6,44.8,15.74,76.13,106.71,55.37,28.37,33.45,127.6,48.75,100.21,39.58,51.56,100.33,16.53,13.26,28.77,150.07,34.87,9,23.98,20.64,26.64,5.69,9.95,21.34
301.71,57.07,241.56,279.23,304.25,271.76,252.67,25.83,301.54,251.99,302.95,195.81,287.25,171.47,244.1,154.29,179.36,263.72,534.92,472.24,464.81,132.74,254.73,199.35,458.84,384.28,93.48,368.37,231.84
1156.2,1563.9,2040.8,1595.2,1472.9,1394.5,1166,1178.7,1101.1,950.69,1503.7,1368.4,1250.7,1297.3,1132.2,1268.3,1806,1532.2,971.59,751.83,1429.6,1816.3,1816.7,1708.3,1894.5,1200.5,2253.7,1419.9,1740.3
427.21,266.62,214.69,455.22,472.34,452.87,339.82,283.08,343.54,436.91,375.71,270.36,421.31,300.25,391.67,351.75,61.33,431.87,334.75,304.35,404.77,79.06,183.38,367.5,186.49,302.71,266.66,297.7,226.34
23.92,19.36,58.44,28.41,20.04,22.43,17.02,21.18,15.6,17.16,26.08,21.94,19.51,33.28,168.77,18.17,270.51,23.2,21.81,27.31,23.86,27.68,14.84,83.67,103.7,17.8,37.05,20.36,29.1
