0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
148.09,129.94,209.74,112.91,62.43,42.02,145.67,60.36,157.29,236.66,25.12,36.89,224.59,96.75,50.55,41.7,47.41,187.61,141.1,44.35,208.61,304.11,161.04,76.71,48.15,107.56,10.55,28.19,34.41
101.5,100.23,104.76,83.752,110.59,52.214,112.12,73.38,81.012,87.922,114.18,65.788,61.308,63.898,92.15,135.29,100.9,51.882,50.25,66.19,141.42,173.67,167.94,100.97,107.34,104.35,121.71,86.726,97.582
40.38,16.9,16.68,83.56,20.13,28.16,22.12,19.95,133.3,21.51,16.69,21.03,23.9,17.51,21.86,19.72,56.47,28.13,16.72,30.2,49.44,19.09,60.29,16.8,19.55,30.84,23.66,31.24,50.45
117.66,335.08,113.5,253.69,157.66,144.82,248.44,36.83,119.91,143.93,252.69,194.47,141.69,107.83,134.69,140.18,191.05,150.67,152.94,122.81,285.29,169.29,218.68,246.9,297.52,118.64,122.3,116.49,161.26
99.6,132.7,105.27,36.9,72.32,61.09,121.37,128.2,169.61,62.5,150.78,45,131.17,112.22,255.05,264.14,20.26,115.73,26.44,125.29,47.69,28.25,336.22,24.37,42.59,123.77,160.44,157.59,219.24
188.24,437.23,309.33,669.34,225.75,23.4,384.64,95.43,600.1,593.47,194.05,483.82,1258.8,649.71,444.41,327.85,278.16,760.84,496.52,86.3,1383.2,554.13,482.52,669.26,818.56,465.5,1157.8,505.46,325.2
1111.3,968.11,2209.7,1026.6,2518.8,1283.8,793.38,611.11,1116.3,1031.8,934.66,1699.1,1451,913.04,854.4,571.34,654.6,1084.2,503.69,429.87,904.56,449.11,1166.7,772.88,1302.2,791.08,1299.8,1192.6,943.05
650.48,1348.1,737.2,616.01,421.87,717.85,726.9,392.79,1093.2,1110,724.66,1063.8,1968.4,1065.2,1248,477.94,380.58,1603.5,425.25,73.25,315.61,172.08,670.87,1048.9,662.82,600.52,712.32,287.39,535.02
982.3,3188.3,1419.5,3307.9,1885.2,1638.8,1661,1163.1,1716.3,1704.7,1768.6,1646.2,1954.4,791.42,611.86,1074.3,1643.2,1223.1,1801.9,2321.4,2378,1844.8,5047.1,1027.9,1184.2,2304.4,2291.9,2617.6,3767.5
480.48,417.8,340.7,306.52,345.76,360.98,201.69,480.82,215.16,429.37,131.51,513.64,110.54,418.94,386.92,788.76,399.73,278.01,191.32,535.34,175.07,288.95,388.31,500.35,359.01,580.38,167.6,216.39,334.47
164.62,212.91,311.82,187.42,151.52,174.03,141.74,150.68,160.07,190.72,165.95,168.82,192.62,183.48,77.503,217.95,108.9,184.15,162.06,34.77,133.65,123.85,100.66,103.69,172,136.4,199.81,246.33,91.82
779.26,1041.1,1939.8,1074.2,1073.3,837.73,901.1,826.1,1040.1,807.64,811.54,907.68,1278.2,834.62,603.21,875.35,813.76,1032.8,973.9,995.56,858.3,883.36,1155.1,986.53,1269.1,986.09,1149.7,1010.5,630.95
252.12,159.18,507.38,141.45,284.08,202.38,142.68,210.98,331.42,248.12,255.9,200.73,387.47,291.22,220.67,316.22,253.15,291.77,299.33,64.763,88.665,241.53,320.51,239.19,163.38,306.83,208.31,77.55,218.09
182.63,226.81,243.91,350.89,299.38,217.88,296.87,162.46,150.43,177.33,267.19,113.72,245.64,275.09,286.42,241.66,280.64,258.6,215.55,164.66,246.96,267.29,306.68,274.56,201.75,346.34,351.16,235.9,257.91
188.66,370.35,236.19,206.54,294.81,208.22,216.07,153.97,167.03,210.47,308.72,213.77,193.55,164.79,268.31,190.97,272.69,189.31,253.96,190.12,216.33,354.23,260.44,185.82,313.36,219.55,306.63,252.34,259.54
175.69,187.99,249.34,138.84,138.31,207.72,212.38,58.5,116.48,163.31,253.31,177.44,136.41,120.65,125.22,215.43,197.63,132.28,174.16,244.15,270.03,273.12,258.06,144.5,169.41,235.48,245.94,107.97,379.28
653.43,778.73,737.09,536.16,423.99,435.96,419.87,433.35,510.8,617.14,460.36,643.81,758.36,650.95,754.98,379.06,393.05,676.9,490.13,545.68,483.11,888.38,416.22,589.77,467.7,427.39,518.22,425.2,649.31
229.6,259.61,255.9,366.93,237.38,280.64,352.19,381.8,504.04,342.06,273.69,85.035,128.71,335.53,136.16,397.83,151.99,246.76,278,261.46,240.88,404.85,252.59,232.36,154.15,206.75,261.13,275.7,306.08
292.65,209.09,457.82,365.31,22.16,578.54,75.74,131.41,286.07,231.53,114.82,285.97,170.15,287.49,212.76,157.04,94.38,315.99,139.27,62.97,68.35,95.56,300.67,64.69,240.7,57.86,45.78,194.78,385.94
190.18,216.35,385.22,197.03,294.97,238.2,236.27,170.25,280.38,259.91,216.51,401.71,350.6,276.09,221.67,276.75,305.14,336.63,399.96,384.27,180.04,257.4,165.91,288.67,365.62,432.51,242.29,373.08,236.52
260.7,350.93,218.08,345.89,203.57,330.16,229.18,266.67,215.64,356.75,318.92,230.9,221.1,274.73,398.02,342.53,255.72,220.36,278.11,420.17,312.34,351.82,439.99,287.28,453.81,257.55,267.84,227.9,306.4
181.95,119.94,48.44,85.77,69.59,172.26,71.56,179.46,265.66,212.7,158.17,124.68,161.48,241.91,161.99,97.49,302.15,206.33,230.24,179.14,55.42,86.03,28.4,70.04,185.23,216.13,118.46,59.53,48.88
2144.7,1570.7,2767.2,2470.6,2247,2442.8,2200.9,2782.5,1580.4,2461.4,2164.4,2363.6,2017.8,2671.7,2669.4,3004.7,1771.8,3226.9,3035.3,3177.1,1572.3,2079.7,866.06,2250.3,2272.5,2891,1534.4,1946.3,1584.3
748.81,449.37,1420.8,333.61,641.86,559.84,407.96,907.98,674.84,528.04,596.46,621.14,774.73,861.33,473.63,742.31,336.86,616.48,583.74,326.74,563.66,520.08,366.8,436.87,471.31,426.1,501.17,476.75,648.67
183.31,225.51,81.31,255.87,303.01,123.59,123.8,94.17,127.97,81.81,44.93,38.1,64.75,281.01,365.19,351.9,161.67,156.22,222.82,90.75,80.69,276.83,498.86,228.21,87.57,186.53,317.16,140.33,306
1078.1,1275.4,965.06,1039.9,1075.2,891.51,1042.7,852.15,1064.1,1112.3,1094.5,1123.2,760.84,985.06,1138.1,1356.6,1144.7,950.27,1228.8,1418.1,1162.6,900.76,1331.9,1097.2,1014.4,626.91,981.77,683.4,1552.9
289.85,212.13,210.39,101.29,125.48,164.32,78,458.69,314.32,108.65,171.68,102.61,406.96,31.99,101.3,74.49,113.89,200.4,219.89,158.01,68.03,126.02,321.18,47.57,24.07,144.61,66.91,192.64,29.82
35.42,92.535,100.79,75.725,32.71,80.94,31.255,28.69,50.4,36.66,76.235,41.625,16,37.935,13.81,42.505,107.7,33.795,124.24,140.81,55.91,32.725,71.205,15.93,17.58,12.02,63.175,33.335,90.75
29.65,54.14,77.75,40.47,15.69,50.48,45.6,23.5,158.08,10.87,31.55,82.14,20.56,23.38,171.33,125.43,308.18,59.01,46.12,46.1,48.06,60.03,54.23,306.71,99.58,16.36,18.33,27.36,243.27
312.79,199.18,641.02,518.29,369.57,222.59,405.53,436.56,449.15,354.68,481.6,485.84,545.63,452.9,505.34,636.78,193.98,585.66,363.05,368.17,324.73,306.95,387.16,599.4,523.14,523.23,389.77,658.78,373.75
218.89,176.59,97.26,100.83,79.23,97.99,91.09,103.67,72.38,161.17,31.17,29.15,79,51.96,79.7,63.2,71.32,195.45,102.04,117.17,90.85,369.28,215.1,29.12,64.86,264.74,72.8,72.2,51.09
1249.1,1158.9,2753,930.94,1740.3,1069.7,1282.6,668.52,1495.3,1180.2,1176.2,1182.5,1162.2,961.96,1247.7,1129.5,1289.4,1419.5,1267.4,1085.8,1483.4,1343.1,1822.8,1536.3,1310.4,1154.5,1701.9,1316.4,1216.7
109.3,32.7,52.91,53.89,33.38,58.47,181.78,77.12,34.62,86.13,74.7,75.78,34.37,87.16,22.48,71.34,16.76,17.14,22.71,121.37,291.93,68.78,42.05,144.64,60.92,75.85,366.09,153.67,70.67
650.51,134.97,522.22,438.06,339.88,629.52,369.51,525.87,625,473.32,281.95,495.47,501.42,554.34,327.8,364.25,435.93,382.19,409.13,621.5,391.81,402.56,52.09,351.8,30.75,455.41,365.98,551.92,284.16
282.84,140.52,333.41,142.63,233.36,273.02,104.25,379.7,170.22,210.27,311.44,276.74,127.05,307.69,116.72,280.91,222.73,210.13,154.52,105.65,147.57,158.68,162.62,93.23,188.23,259.64,268.89,349,94.53
240.56,176.94,625.36,323.41,215.98,221.68,345.36,16.21,282.19,111.04,373.24,236.28,444.45,334.82,323.83,151.15,47.41,319.28,260.42,141.27,324.31,61.81,31.85,297.02,206.15,148.71,66.64,202.65,193.65
182.5,43.935,76.445,14.56,41.205,62.76,83.095,47.045,50.34,52.65,37.145,33.48,38.88,51.89,38.915,86.69,57.895,35.23,136.78,67.89,98.135,18.215,48.13,26.785,91.005,84.87,92.23,25.285,74.75
12.2,16.37,23.77,17.84,19.22,24.46,14.91,14.23,39.52,41.46,10.17,18.26,19.69,42.53,9.14,21.13,13.62,25.97,23.19,19.73,16.53,22.25,16.45,28.26,19.77,27.86,11.82,41.71,17.67
19.57,22.43,39.24,32.45,18.78,19.55,11.72,19.79,20.67,33.33,19.45,35.34,29.09,81.48,13.88,17.89,17.59,30.07,15.72,17.36,26.62,26.06,52.63,18.09,27.71,22.2,30.67,30.19,29.91
228.37,100.81,121.55,62.83,22.35,169.35,33.49,22.95,156.86,118.69,323.27,116.61,75.33,113.65,39.47,117.89,39.87,165.71,150.38,32.19,129.13,125.17,200.05,107.93,23.86,21.56,143.62,94.74,89.21
22.21,22.79,31.56,112.9,68.165,98.89,59.88,22.53,38.46,72.895,140.22,77.235,75.75,34.255,32.05,35.95,30.65,57.815,46.61,97.61,36.6,33.925,87.835,30.085,59.295,26.285,35.13,19.6,93.985
2499.9,4044.1,3692,3149.6,2105.3,5029.2,2501.1,4227,4162.7,4333.3,3508,2465.5,3799.6,3992.1,3881.5,2875,1892.3,1713.5,1146.9,2272.5,3998.2,4288.4,4621.4,2793.3,3254.2,3019.5,3745.5,3687.1,4552
955.71,875.54,766.92,644.12,774.23,641.86,802.3,723.72,1463.2,849.53,657.07,1009.4,830.33,944.59,629.88,764.62,792.12,1146.6,1781.3,962.55,757.58,716.84,398.11,693.36,746.94,1071.2,644.12,1193.2,851.06
187.51,291.53,244.88,320.6,169.12,331.28,267.46,153.67,274.8,257.7,240.41,258.5,159.27,255.26,173.93,155.36,223.62,179.28,226.53,239.26,402.81,211.21,255.55,192.23,201.77,255.25,313.18,386.27,300.97
180.83,332.73,123.1,389.84,300.32,299.81,353.93,274.06,151.24,195.3,221.16,186.68,148.46,165.23,302.28,342.79,366.32,171.14,206.55,366.69,386.99,349.32,380.71,334.75,272.14,241.85,332.68,210.57,350.77
984.73,1009.6,724.83,471.41,364.6,1022.4,757.02,541.62,1466.2,1148.5,671.76,520.12,504.53,1023.4,657.23,692.14,633.69,440.25,501.22,631.84,651.21,810.97,725.27,606.39,716.93,773.06,726.96,1011.3,545.8
263.16,208.76,157.66,101.5,144.04,206.66,50.26,167.25,228.26,143.74,292.09,224.49,202.28,142.26,62.14,121.78,20.61,280.23,142.16,84.39,41.53,120.12,75.21,253,36.51,106.34,30.82,84.11,34.87
189.22,52.49,210.56,186.53,115.5,101.87,139,167.44,119.94,167.47,114.66,149.61,130.8,63.98,205.28,223.02,521.23,159.91,227.61,201.08,132.87,58.555,70.735,152.27,107.45,160.26,250.65,94.245,93.45
137.47,183.57,50.715,72.945,98.8,81.39,122,140,89.97,121.21,108.15,95.46,104.18,135.09,61.58,178.99,197.46,52.315,67.635,93.315,89.155,154.72,133,117.3,109.32,91.06,121.31,66.68,106.59
624.89,821.98,496.48,928.83,561.97,570.46,375.23,292.85,463.51,465.66,417.56,975.7,346.5,555.83,580.11,1135.4,442.23,504.62,325.33,854.98,451,480.6,540.01,619.41,596.63,683.13,689.77,567.06,593.08
24.79,217.38,7.08,296.14,154.6,125.78,202.51,94.38,155.8,216.25,110.16,179.9,175.05,200.19,23.87,104.45,225.77,65.54,171.36,158.92,263.02,77.92,250.17,20.25,206.08,191.49,141.33,130.44,321.06
31.5,56.56,87.41,43.89,23.69,25.91,20.32,335.9,62.06,29.5,16.52,22.2,97.14,24.21,56.89,14.74,130.44,14.66,49.31,13.18,21.25,31.19,55.18,15.49,29.95,22.2,45.67,39.54,38.73
8.7,7.24,6.14,14.53,9.81,7.97,6.11,73.09,11.34,5.3,9.58,9.73,7.08,4.09,17.26,8.12,5.48,6.27,9.23,13.32,16.23,7.1,5.12,19.61,19.96,11.46,10.82,7.49,5.88
1102.5,824.97,1033.7,828.38,983.02,1109.1,1120.1,1368.4,1149.9,875.08,831.66,895.18,858.91,1112.7,1160,1143.2,845.7,561.01,676.79,690.73,1340.2,1241.3,1031.3,643.48,1136.2,1149.5,693.81,1250.7,962.18
15.11,43.21,107.05,62.35,91.65,192.24,38.94,39.81,46.89,92.02,63.13,15.74,42.44,39.9,120.05,46.29,25.1,33.41,41.6,35.79,87.76,156.3,59,35.77,101.06,68.12,377.45,125.76,67.14
122.8,135.42,107.67,109.4,173.29,134.61,101.07,149.24,61.987,121.56,109.06,158.95,91.003,97.217,158.9,132.31,95.113,76.953,108.27,87.927,86.227,82.83,112.62,130.31,106.54,71.747,175.18,107.45,163.51
237.87,268.02,259.08,418.1,136.74,197.25,202.39,321.69,283.52,230.28,130.51,200.73,356.06,206.2,205.99,269.96,418.18,314.57,260.18,118.15,179.56,234.24,365.84,236.29,361.63,497.46,302.35,290.71,178.91
357.7,255.87,379.85,517.65,386.96,410.23,352.38,385.99,303.99,485.3,405.15,404.31,479.24,416.49,477.77,423.15,355.35,413.84,469.04,434.76,361.81,458.28,382.58,315.42,341.57,240.25,359.09,375.12,262.77
20.62,60.955,26.86,58.825,31.86,21.94,36.175,100.42,42.285,28.555,44.535,68.755,23.825,28.45,34.95,53,35.96,30.82,23.085,350.11,55.76,32.75,45.025,33.215,42.14,27.81,39.535,71.32,51.42
139.17,285.68,330.8,436.45,112.35,79.66,164.21,246.74,71.52,152.29,281.47,293.6,26.67,179.8,290.07,180.38,34.87,208.84,180.3,71.13,239.74,233.59,128.34,275.02,153.38,238.38,79.14,105.91,305.42
1064.3,755.91,1080.2,787.33,962.82,1134.3,660.36,1521.5,860.1,843.72,901.09,656.87,758.18,1332.1,914.45,1713.4,1035.6,722.04,719.93,948.24,942.48,749.77,867.57,840.8,506.7,869.39,882.72,1017.4,1078.2
1880,1873.9,3123.1,2829,1413.3,2239.1,2569.8,1661.7,1944,1418.8,1302.2,2546.9,1760.6,2387,2340.8,1669.3,1048.6,2535.2,2161.7,218,1806,777.78,2683.7,1573.9,1246.6,1967.8,4061.5,1499.7,2230.5
163.91,244.04,71.01,84.92,140.77,37.77,112.01,33.95,139.51,140.66,39.47,227.75,406.96,109.74,135.61,71.34,93.57,572.81,266.27,29.36,79.39,38.88,62.04,75.51,113.27,192.39,55.36,88.13,93.8
43.61,38.32,33.28,17.42,20.82,13.49,20.54,45.37,21.7,27.17,27.51,27.13,26.83,28,17.09,14.74,46,14.36,25.71,22.38,26.62,54.72,20.3,14.42,17.79,26.07,23.2,16.39,27.26
27.32,99.2,112.82,76.51,59.85,42.8,23.18,4.2,3.85,29.33,48.47,6.17,17.87,5.97,5.34,154.5,57.56,12.64,16.85,14.52,61.01,88.39,43.39,90.25,11.84,56.99,62.54,71.41,10.33
17.05,396.7,139.33,277.09,240.32,44.9,173.82,108.04,69.86,193.99,223.56,163.85,22.79,222.4,382.5,35.91,165.06,60.49,52.85,141.66,64.69,103.57,440.43,46.38,242.26,158.08,249.34,177.87,55.98
354.53,168.69,275.27,108.53,212.87,352.05,345.91,620.65,410.7,409.7,262.24,338.65,456.71,451.34,296.77,330.82,464.73,346.48,404.71,249.13,373.61,487.73,222.41,227.87,117.85,494.61,326.79,358.41,317.56
4657.8,4194,4478.9,1192.4,4787,3168.6,1229.4,4683.2,2693.5,2349.8,4474.1,5370.8,3830.5,6543.1,1466.2,3272.2,4129.4,2737.8,895.08,1164,1197,1923.5,2758.5,2044.6,2160.8,2432.2,3296.8,3086.9,2366.2
100.2,274.88,58.165,189.79,85.2,141.94,243.19,51.83,43.87,134.43,179.49,124.27,152.63,74.92,255.35,187.23,145.2,104.9,64.145,95.16,327.47,124.27,170.63,68.215,155.51,86.355,136.08,170.25,92.73
305.97,426.38,362.61,337.86,485.56,421.31,363.27,445.57,314.31,255.02,391.04,345,320.87,367.07,385.18,503.36,397.67,299.32,396.92,351.27,337.11,344.47,653.18,473.62,340.93,269.38,444.49,276.99,316.23
217.86,381.51,226.84,938.59,392.43,511.31,310.98,285.31,274.67,189.74,421.34,181.41,188.85,182.58,490.29,312.56,486.23,329.19,144.38,292.95,374.6,309.29,606.82,137.45,481.09,288,570.08,389.46,790.28
16070,17399,11510,28769,18889,22970,17102,26644,17137,17886,20664,24814,33008,25551,21316,19476,16691,27171,12606,10868,15089,15572,19673,20170,15782,18775,16866,21756,18496
9818.5,5352.7,26457,19654,17448,15520,7831.4,18096,7713.5,8578.3,13602,10151,26038,11236,5790.9,11550,12227,9652.2,8446.4,8615.9,5975.5,4744.7,12017,8189.2,5916.3,10821,7325.6,10192,7144.7
13120,11817,8609.2,2913,9416.6,10613,7455.4,2334.7,9782.2,8768.6,14483,13674,12318,14006,7219.3,6946.8,12664,16718,7666.6,3160.1,5737.2,8285.3,7402.3,10023,10435,1982.6,5374.9,9809.9,10247
22.8,146.97,158.89,8.53,15.39,13.49,21.38,79.93,28.47,64.93,27.39,18.57,145.59,75.29,4.96,7.12,14.04,20.78,16.41,12.72,19.11,21.2,4.35,47.89,15.12,17.12,27.67,88.99,25
834.93,1399.6,754.31,697.66,1122.6,503.07,960.14,543.68,757.18,986.96,651.98,1213,1912.4,1376.5,831.6,865.63,839.19,1917.2,1043.4,940.08,597.87,764.62,1542.6,1152.2,282.12,859.02,1239.3,752.5,1271.9
2279.1,2311.7,3233.9,2799,2288.9,3886.9,2880.1,3069.9,3721.9,4696.4,2432.2,1384.6,3495.5,3539.8,4426.1,1551.5,2221.3,1495.3,1939.8,4586.5,1737.5,2120.3,2015.6,1273.1,2909.6,4183.6,2848.2,3385.5,2240.5
1884.7,1410.5,1361.7,2003.2,1386.6,1297.7,1421.4,918.17,1860.3,3837,2446.6,967.13,1894.1,1744.3,2520.7,947.63,1200.6,1455.8,1208.5,1583.3,1416.1,2059.3,1506,1441.6,1668,3040,1745.8,1382.9,1857
303.2,371.91,88.01,329.03,363.02,332.5,284.12,389.77,45.32,153.85,337.31,183.26,245.92,302.69,32.98,136.4,227.41,128.7,216.03,236.6,327.75,616.24,451.35,252.5,570.08,234.5,518.68,441.83,140.71
1167.3,604.56,1034.6,443.08,1016.5,870.58,514.18,1349.3,898.05,740.94,516.82,727.1,1299.5,909.25,624.23,612.04,760.14,788.51,808.01,379.99,367.87,324.34,386.13,423.45,374.16,783.48,429.03,465.42,310.96
384.53,410.5,346.83,276.99,393.71,613.98,402.29,572.53,456.13,499.92,469.48,325.83,483.52,682.13,539.96,473.46,311.8,520.07,412.4,563.05,648.08,353.83,354.04,558.41,636.54,380.11,279.18,453.34,631.26
1189,1209,714.35,654.28,352.62,1442.8,1970.9,522.64,870.34,1777.8,1433.8,436.45,1462.9,713.1,1915.4,282.02,1005.5,1260.2,1859.3,222.69,445.37,604.61,512.47,568.13,835.24,925.14,537.42,1123,1310
818.97,780.18,922.7,763.27,590.69,608.89,877.11,739.83,785.09,987.69,862.73,973.9,851.06,639.92,802.6,656.13,787.73,693.28,942.68,743.66,663.72,813.35,869.18,900.16,819.63,759.18,887.94,528.75,719.68
64.32,62.93,31.53,287.49,47.91,102.1,22.33,83.07,49.2,41.79,14.95,124.87,23.76,55.08,27.06,18.67,35.11,9.73,17.28,30.67,41.53,119.48,174.62,87.12,33.15,30.18,35.44,85.3,196.55
119.34,208.32,57.12,110.33,168.55,107.91,90.735,28.995,49.745,61.5,155.44,101.97,60.415,79.265,70.72,117.59,37.415,179.79,137.02,165.22,139.05,294.46,128.25,137.59,136.84,98.3,150.01,136.76,115.25
127.33,199.19,174,134.85,259.45,224.9,131.54,256.85,126.87,192.32,117.22,181.86,168.6,168.37,185.65,205.06,123.11,134.28,234.15,192.96,125.86,218.88,309.41,134.46,143.45,127.14,125.74,155.5,101.66
232.89,67.06,75.21,150.86,68.33,81.87,345.13,261.75,85.83,54.09,324.76,54.68,146.05,106.03,64.91,123.47,177.41,100.08,72.86,288.52,204.52,312.47,299.5,317.9,427.93,83.99,353.12,84.6,122.05
790.54,526.5,769.46,633.68,652.95,905.16,857.7,746.31,1038.7,650.75,839.25,853.68,866.44,804.27,662.41,649.46,695.78,676.54,673.12,629.18,813.92,701.25,732.98,689.27,788.65,747.62,808.2,794.14,948.23
405.74,486.02,510.92,607.47,560.06,537.04,395.02,538.25,557.13,625.46,435.06,487.45,632.04,820.61,559.33,429.84,703.19,502.58,724.93,704.13,596.75,659.16,221.18,342.91,694.33,392.78,738.47,447.3,626.25
120.97,104.7,83.275,146.94,184.03,97.22,80.35,63.05,101.25,36.875,128.97,96.615,96.33,73.135,89.475,91.95,155.28,72.5,110.59,109.48,102.1,149.2,152.53,139.65,163.19,72.33,291.39,143.26,162.68
20.42,62.68,18.79,57.55,27.77,51.34,106.47,105.79,20.67,19,34.57,20.77,40.09,17.33,21.5,16.91,17.69,29.68,49.43,77.95,65.9,28.46,20.68,55.04,26.35,19.89,75.83,31.63,48.24
62.127,28.157,97.547,79.083,12.103,74.523,68.733,165.11,41.69,46.957,29.497,40.837,51.29,85.013,52.87,77.15,44.823,31.9,56.267,120.42,127,26.897,52.653,90.96,34.587,28.333,73.87,39.267,42.253
178.59,255.27,234.06,259.81,312.95,306.6,219.51,224.69,228.62,199.06,276.63,256.93,224.73,220.22,374.77,303.07,281.55,239.74,144.41,562.42,362.12,279.75,397.53,307.16,228.79,212.9,219.31,264.12,301.95
212.22,225.7,197.74,235.05,215.23,131.79,158.68,142.1,158.12,147.25,260.99,162,152.54,135.05,248.05,205.12,70.025,170.67,143.74,88.09,126.37,310.02,251.11,209.35,328.77,205.93,299.5,224.62,292.23
116.29,54.14,55.56,44.39,48.89,18.65,55.8,55.82,72.96,18.17,66.86,49.03,27.27,49.41,41.26,48.63,26.43,25.19,35.48,25.98,50.03,25.77,21.02,57.29,28.3,56.23,79.14,32.19,29.75
81.42,173.7,526.4,594.63,630.14,389.43,398.6,480.6,318.26,494.15,594.7,319.8,308.31,475.74,783.66,291.37,486.88,310.49,412.72,558.37,1623.7,1081.5,638.36,681.46,722.72,469.08,502.33,480.78,727.65
330.44,346.11,462.12,112.9,217.22,300.62,323.82,331.59,299.35,262.78,56.515,442.75,194.41,252.48,340.7,488.81,201.03,234.36,201.58,170.32,277.99,98.7,322.36,357.24,184.7,248.41,278.98,265.83,178.42
178.52,331.11,248.68,317.6,51.87,321.47,187.25,122.41,298.95,252.2,184.13,117.9,392.54,314.85,187.47,285.61,372.18,352.38,434.57,124.46,251.71,75.53,337.27,407.68,125.05,122.29,283.75,79.61,144.43
119.94,181.08,113.84,311.19,133.41,173.49,146.86,42.25,201.02,243.73,88.25,102.8,232.21,207.64,217.59,88.61,193.78,145.29,346.95,214.05,71.98,246.5,163.19,51.71,302.6,282.04,162.72,161.27,190.66
23.08,35.95,51.77,54.83,16.16,45.44,14.09,43.86,30.98,36.32,25.58,64.66,22.21,21.98,45.13,166.79,72.66,39.67,29.12,82.71,22.27,24.8,12.31,19.61,13.25,67.93,11.7,35.75,22.52
209.06,285.75,372.11,271.01,158.86,182.07,241.63,199.43,97.09,182.47,150.01,417.26,104.25,157.12,120.39,373,171.83,152.19,167.25,271.56,90,167.91,309.5,283.76,248.91,431.22,198.33,284.18,341.16
84.155,61.515,77.625,126.07,124.3,106.19,81.55,115.12,89.68,28.12,29.425,92.135,61.82,34.725,85.495,130.01,84.74,65.115,35.73,141.8,87.065,122.19,60.155,114.8,74.445,187.55,27.785,109.75,52.235
129.5,201.08,77.5,122.26,171.01,61.09,151.75,323.41,229.95,175.48,94.73,193.01,158.48,86.02,76.62,153.16,222.73,158.1,192.12,158.1,123.69,32.65,243.83,176.37,222.8,308.54,397.16,216.77,94.05
249.52,11.26,260.08,88.54,202.47,145.42,61.15,62.21,55.46,118.61,189.96,77.98,64.43,107.23,20.32,288.41,62.94,42.1,52.55,348.67,25.8,114.67,20.68,213.83,45.5,187.92,52.06,98.97,206.17
106.54,143.67,66.08,109.59,77.41,69.685,18.695,80.09,26.53,63.17,108.53,24.645,55.66,110.75,77.905,162.89,67.44,62.805,28.88,109.08,69.54,91.4,80.655,125.48,12.745,93.925,12.395,119.78,68.235
276.01,372.98,306.33,288.34,327.58,276.78,278.54,248.49,334.28,287.62,426.95,266.76,220.95,147.52,311.09,229.3,468.3,419.35,283.49,338.89,259.16,135.71,383.79,275.69,266.92,215.77,367.29,332.62,311.17
34.82,89.87,140.05,106.56,59.06,94.11,94.18,68.05,62.2,48.7,11.02,115.41,80.43,69.32,67.38,109.24,212.8,59.37,79.58,141,174.71,154.81,116.07,135.01,42.49,86.69,229.66,54.94,108.07
288.97,302.21,474.61,71.98,166.61,187.72,346.83,50.46,187.05,241.6,133.25,239.58,350.37,309.92,227.68,83.93,164.39,287.14,163.74,167.04,557.21,393.7,40.06,180.54,74,177.19,699.05,298.63,260.92
41.39,104.49,300.6,350.96,253.38,224.34,157.3,224.94,180,256.74,211.25,80.73,127.43,222.87,150.78,216.24,100.26,215.2,239.33,508.72,114.09,127.36,290.1,248.12,96.76,43.01,120.28,37.49,73.19
49.015,30.435,51.095,19.915,40.985,18.425,71.96,41.19,53.455,57.79,131.07,21.215,52.955,77.145,73.475,146.53,177.14,35.21,74.155,33.485,92.735,11.105,58.48,21.845,31.14,78.97,63.47,176.87,78.14
55.62,50.12,90.055,121.75,63.89,52.61,66.44,139.45,44.11,36.695,116.74,67.7,40.925,23.95,48.67,112.49,60.87,57.17,37.34,94.285,84.85,74.745,21.215,66.175,40.665,85.41,100.91,30.725,65.785
119.64,163.16,193.81,235.07,151.2,176.85,200.65,163.17,140.59,172.63,87.265,233.33,154.03,149.59,168.77,170.18,66.375,127.93,106.78,205.44,115.11,257.09,99.32,63.34,58.215,149.39,122.84,151.31,204.34
102.17,155.69,224.16,176.15,186.59,169.44,178.87,113.51,206.95,123.25,112.81,122.78,142.61,161.67,93.68,150.38,62.42,169.38,243.15,248.42,236.34,151.78,102.48,159.14,197.29,137.84,98.295,179.42,229.87
82.45,38.43,308.08,74.54,117.47,457.78,279.41,245.71,211.37,135.43,238.46,186.93,204.34,293.08,401.7,125.02,338.94,256.27,170.29,16.86,179.18,82.98,178.7,23.3,156.77,268.01,45.56,413.28,164.5
344.95,382.38,220.67,354.5,320.5,210.85,343.39,202.25,331.19,330.99,363.6,492.71,251.22,309.31,274.09,75.215,197.03,273.65,229.96,447.67,184.97,544.28,524.24,422.4,488.36,379.7,570.09,401.06,385.91
87.775,117.23,102.41,156.46,68.075,52.025,72.345,14.53,76.61,46.175,109.05,69.96,62.8,77.71,86.38,71.66,134.09,84.16,69.28,61.01,51.67,92.015,26.695,112.67,75.925,115.66,187.75,83.765,43.45
449.78,347.69,493.44,277.63,414.58,341.77,408.98,434.23,470.31,308.87,244.74,461.09,470.81,377.51,294.9,317.13,504.05,368.8,454.97,376.31,401.73,474.41,329.34,339.68,313.62,441.71,362.03,447.33,340.54
173.59,117.54,399.64,356.68,217.41,268.08,123.88,354.59,112.9,335.11,140.99,528.24,43.15,349.57,185.9,214.4,169.29,128.15,66.79,460.44,130.16,41.28,315.8,290.2,43.54,350.75,11.29,372.85,42.46
