0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
50.314,41.166,80.107,52.805,9.8897,195.52,9.9945,60.348,6.1211,6.1254,124.09,102.07,164.32,72.589,10.247,169.09,76.149,4.8024,8.4937,16.851
276.54,342.62,397.29,255.11,181.77,477.88,164.29,464.7,536.59,472.65,249.25,332.43,348.2,488.74,317.52,404.86,341.3,27.345,283.75,453.22
900.58,438.37,655.54,330.67,685.34,463.44,393.15,482.97,414.5,682.79,313.69,1329.3,438.49,427.67,426.98,800.81,366.49,50.802,540.08,337.95
138.04,230.53,101.67,75.538,231.7,321.22,235.33,38.465,181.86,161.68,367.81,106.96,125.6,145.7,281.48,118.56,222.59,28.615,191.82,138.85
393.24,476.48,409.84,210.29,245.25,216.79,668.68,874.41,102.61,150.52,131.47,502.51,443.59,301.66,445.94,531.53,166.01,41.399,309.62,516.39
491.36,898.44,619.67,543.99,501.67,946.25,824.55,939.75,652.06,751.65,642.43,338.14,430.78,442.38,911.96,444.45,455.31,170.58,625.07,894.18
749.73,525.77,1179.4,968.53,1195.5,833.56,766.4,1191.5,935.04,417.45,1131.5,611.82,1009.8,777.99,841.58,906.94,926.39,173.22,820.07,875.56
24.401,18.494,13.863,10.956,21.058,30.8,24.419,40.985,32.354,22.391,39.505,19.751,23.881,26.078,17.363,15.478,43.904,2.6871,14.105,49.07
357.6,374.98,412.24,239.31,728.17,881.14,509.57,876.54,443.33,445.42,877.69,355.74,488.24,915.47,615.45,399.27,615.19,63.855,399.44,425.62
85.019,168.89,354.64,143.41,503.29,1158.3,574.66,682.35,43.483,350.22,1994.3,275.51,242.57,542.38,682.15,162.62,809.82,43.429,634.35,628.65
45.827,72.488,59.038,27.463,77.442,273.27,135.3,130.33,86.515,61.662,62.548,33.887,51.675,103.22,88.994,66.126,89.025,5.4644,30.24,55.281
647.07,828.94,591.61,469.47,27.628,326.96,988.2,822.26,37.08,1120.8,767.16,211.63,217.65,511.28,1500.9,125.17,333.39,21.317,35.526,1137.8
434.81,640.86,459.08,298.84,302.63,825.78,403.53,250.45,561.7,288.54,519.38,481.7,617.39,473.45,349,479.82,584.18,91.73,457.25,313.45
750.33,1319.5,1618.4,1048.6,1807.8,1233.8,1772.5,1148,1438,1115.5,1052.6,1419.9,1388.7,1184.6,1407,1125,1961.7,303.32,924.25,1480.2
509.14,287.65,441.53,239.62,537.02,875.92,320.42,556.8,569.08,504.58,534.38,432.3,438.15,630.61,458.99,494.32,632.9,83.282,396.48,559.66
44.83,432.92,72.58,26.941,50.784,135.48,67.123,1322.1,82.364,70.249,282,74.852,297.49,68.112,105.22,46.499,132.49,10.66,20.948,42.421
385.16,419.27,653.88,332.5,328.86,799.5,426.78,460.76,600.28,423.46,569.09,361.8,638.04,440.23,465.86,605.2,662.64,71.393,612.16,464.58
29.923,19.754,64.387,48.468,58.146,89.192,33.053,138.16,65.83,60.155,96.79,11.626,33.801,36.459,87.301,58.702,95.49,5.9509,61.582,34.76
350.98,360.97,427.4,114.61,47.435,603.45,354.08,711.4,192.72,247.81,486.99,368.31,594.14,620.16,56.517,367.99,309.77,30.878,221.14,346.52
6320.2,3947.3,3463.8,5367.8,3590.1,1932.5,2339.9,2033.4,3550.2,3856.5,2534.1,4464.5,2163.2,2527.1,1987.2,3925.4,3183.6,738.59,3556.2,2429.7
649.64,1126.3,1474.7,1396.6,1685,1171.8,1030.4,1055,1377.2,960.7,968.1,1652.5,1193.2,1238.3,1266.9,1554.1,1447.7,314.64,1464,1260.6
423.59,453.74,107.84,396.27,100.47,149.29,116.06,151.09,121.87,90.485,134.18,531.49,445.55,385.15,309.76,444.63,237.4,20.209,358.36,95.299
75.681,142.18,161.63,384.3,71.115,52.92,38.703,32.35,32.881,38.131,19.458,247.06,134.69,105.1,54.939,73.486,103.08,14.016,200.48,37.455
1435,473.39,1232.3,1394.4,1608.5,218.85,1264.8,486.69,1100.5,592.28,582.26,1182.8,1028.7,1202.9,907.5,1025,876.67,187.89,976.88,1286.4
616.39,1049.2,446.71,344.22,721.23,1196,1281,1021.5,473.8,712.38,1075.4,424.45,568.08,519.11,1064.9,559.44,867.91,102.63,509.4,855.74
842.66,2520.4,1596.2,1961.3,1843,2299.1,2107.4,2205.6,1259.7,2107.7,1688.3,2612.4,1193.8,2081.2,1892,2558.2,1588.7,315.53,2075.3,1384.6
1326.2,862.47,657.62,1367.6,531.84,114.84,617.26,924.92,508.86,980.39,129.5,920.66,684.64,554.91,415.61,706.75,829.45,168.21,1575,732.79
957.49,1515.6,1520.9,951.4,1213.2,949.74,1397.6,1736.3,1008.9,1726.6,1157.1,1693.5,1408.2,1342.7,1177.3,1478.3,822.65,225.75,979.69,1241.9
190.69,377.18,150.2,169.59,441.86,457.81,377.81,123.37,207.32,416.9,592.65,162.8,337.35,174.96,329.98,414.31,193.56,67.89,318.01,304.56
194.83,83.016,136.5,107.66,319,265.29,323.55,376.95,148.8,136.4,404.78,164.4,226.91,377.09,298.61,266.48,260.72,47.775,195.11,280.74
2593.2,2512.5,2491.6,1291.9,2098.5,2668.6,2076.1,2750.1,1590.7,2688.5,2250.7,1658.5,1427.1,2563.8,2596.9,915.51,2334.2,240.82,1901,2013
52.304,76.419,62.89,40.29,219.3,109.46,58.072,335.33,450.2,63.465,203.31,54.413,104.41,116.13,110.47,65.38,85.335,9.9431,72.871,195.59
1365.2,1409.9,1437.8,1393.4,1074.7,1378.6,1464.1,1293.3,1686.8,1317.9,1040.6,1142.3,1517.3,1266,1296.7,1032.4,1151.6,246.36,1113.7,1234.1
665.89,416.66,473.51,513.68,680.09,1102.9,787.5,535.48,517.63,583.81,837.41,679.02,985.94,817.62,850.1,1004.2,563.91,83.603,387.63,521.56
274.51,588.44,364.62,212.99,446.7,1226.9,696.23,1264.8,601.99,336.98,185.34,377.84,546.82,653.61,715.52,420.68,445.15,102.62,425.32,525.12
280.14,228.03,258.23,153.99,221,336.24,230.3,435.02,228.16,179.56,326.95,273.13,288.39,369.62,261.29,313.84,268.5,22.636,181.8,315.81
535.61,1021.1,1110.9,811.4,902.98,1217,1370.7,1045.7,737.32,914.63,1600.9,587.04,675.19,787.15,853.04,842.53,1052.3,191.28,757.66,911.58
9631.9,9480.5,4448.7,7530.5,7634.1,5034.3,5361.1,6120.3,4375.3,7847.9,7351.9,7398.3,6582.2,8766.4,6454,7660.6,7437.7,1147.4,5937.6,7691.1
35.09,217.69,157.52,244.24,37.836,284.59,254.12,149.81,236.03,62.88,150.45,218.28,248.29,405.62,88.539,155.67,312.71,37.308,26.149,79.917
377.51,439,516.29,221.91,382.41,682.15,96.548,504.42,621.81,392.51,403.15,391.9,561.37,720.77,303.43,604.83,446.03,38.958,474.4,388.12
495.56,328.62,439.49,301.71,162.02,319.66,238.89,841.45,603.7,340.29,445.55,526.54,318.32,397.01,497.4,439.74,348.95,39.474,268.49,361.87
443.03,202.38,362.78,294.53,274.87,676.73,487.36,316.27,218.93,296.78,293.7,352.24,423.39,479.01,191.94,420.61,103.91,19.584,99.859,319.13
24.603,39.532,57.763,30.492,26.63,66.119,31.852,68.42,65.183,45.233,37.351,35.419,33.529,98.253,49.358,51.686,26.041,7.8019,28.756,31.652
9776.4,4782.6,4388.3,5550.2,5934,3899.2,5011.6,4209.6,3979.4,5627.6,3990,6163.2,3189.5,4941.7,3408.2,5312.5,3824.1,782,4395.3,3654.9
75.376,494.64,273.91,211.13,274.54,177.83,358.55,132.21,584.55,231.89,209.16,85.756,453.9,117.2,64.85,209.16,164.24,48.505,256.53,188.99
272.52,78.683,47.646,32.786,110.12,343.84,56.41,358.07,209.77,60.088,208.62,215.16,263.66,119.86,82.024,314.59,62.349,44.11,61.558,73.231
215.69,406.26,238.64,98.075,543.93,353.11,198.23,689.36,288.03,272.29,395.25,170.44,568.18,406.67,400.88,478.9,365.68,95.083,241.13,386.39
272.34,240.24,510.41,300.62,488.91,456.43,548.73,597.72,243.99,314,341.7,52.959,244.57,389.37,561.7,99.098,488.26,40.292,345.69,300.97
1912.8,4054.7,911.87,1789.6,3559.1,6583.6,3104.4,2533.3,2830.5,2819.3,2545.3,1119.3,2143.6,2916.3,2795,1051.5,2733.3,435.41,2366.7,2897.9
783.69,575.69,350.55,556.46,227.06,374.3,277.08,585.29,160.6,734.22,206.94,500.63,256.15,69.909,207.64,407.24,358.5,56.22,444.66,367.61
926.75,1168.7,1181.5,1047.3,1122.6,1105.5,1094.4,1588.6,962.08,1085.2,1285.7,1450,1144.1,1936.8,1244,1400.5,1204.7,223.11,1036.1,1301.2
113.65,119.05,138.38,44.151,106.14,335.6,232.02,205.2,147.69,188.08,265.22,57.565,145.62,43.423,185.85,41.007,108.69,29.742,71.571,225.68
219.45,152.36,349.32,190.59,314.46,156.42,154.6,246.41,253.6,261.42,101.23,209.39,475.51,214.29,196.64,192.38,183.66,34.777,157.62,276.76
957.24,864.18,454.12,229.31,268.74,974.92,622.92,827,559.64,675.64,598.47,730.37,1037.8,956.34,717.14,594.66,883.51,75.79,502.88,719.53
258.59,46.115,127.03,160.49,197.68,179.98,36.921,68.249,33.854,153.17,45.486,558.66,212,27.913,233.47,53.641,41.481,15.478,90.491,203.32
100.94,355.53,439.85,319.4,557.2,821,750.92,687.58,481.89,387.24,500.67,180.48,702.05,532.07,714.57,430.14,392.1,101.13,351.03,618.72
1150.2,780.64,935.5,799.62,647.98,831.14,830.12,903.97,990.13,1007.3,683.52,776.1,958.21,997.92,716.02,877.27,822.09,162.26,771.41,747.17
387.56,770.97,637.66,493.61,704.69,733.14,606.48,846.84,654.07,875,810.3,474.54,561.3,583.88,766.43,640.19,885.93,130.27,803.69,973.77
710.99,864.25,1074.7,863.98,742.55,1107.3,737.68,806.12,1100.4,794.34,870.37,752.51,963.49,744.45,702.3,856.07,994.79,186.9,740.57,698.77
103.19,90.466,83.643,30.179,116.58,109.88,205.43,280.7,65.179,77.253,322.82,73.461,58.411,156.83,114.79,65.619,170.75,13.169,62.804,206.96
45.271,34.164,19.428,23.091,38.286,67.064,41.908,32.645,96.529,26.928,24.94,36.867,76.608,65.145,81.222,64.109,30.511,2.9375,15.945,24.412
365.38,211.88,317.9,90.312,73.943,270.98,286.56,805.96,111.85,206.62,568.49,240.77,469.77,466.65,400.27,668.99,205.13,32.999,190.11,121.6
227.3,340.99,197.39,101.87,193.18,634.13,464.8,395.56,67.096,118.78,412.31,226.92,228.73,215.54,314.63,240.24,393.91,36.986,133.34,388.49
96.148,46.751,95.574,84.216,88.573,228.49,96.71,280.28,90.849,44.903,295.77,71.96,183.82,425.68,115.48,89.401,88.93,4.4913,48.6,132.68
1001.1,260.11,643.83,731.09,836.35,236.11,261.87,643.03,966.16,511.52,303.19,1068.4,64.202,133.14,708.26,76.24,534.58,229,732.02,476.34
338.38,187.93,274.73,291.51,342.02,600.65,386.07,448.64,220.58,255.52,456.32,356,285.29,312.78,462.86,289.01,280.84,48.492,388.58,270.99
180,204.65,200.81,196.63,220.86,419.56,180.22,569.43,264.16,224.4,216.37,237.56,299.54,450.04,39.61,275.66,298.31,41.45,200,169.13
210.03,152.24,158.48,114.51,117.64,279.93,266.28,355.71,207.18,124.14,82.573,257.14,154.37,329.28,65.805,249.35,290.92,25.138,120.31,232
155.06,71.938,64.019,490.66,238.83,117.71,395.87,114.94,134.82,196.66,117.85,573.54,104.53,70.864,442.46,390.95,113.42,31.28,268.35,60.803
138.48,380.53,178.07,49.962,118.91,259.48,307.38,627.35,101.63,314.48,129.23,96.512,101.01,129.19,90.646,663.55,168.65,69.055,63.464,154.22
781.33,1643.7,1155.4,913.93,1103,1663.9,705.44,1736,970.85,1422.2,1156.8,552.11,1138,615.87,1149.9,590.61,1099.5,232.88,1010.9,1056.5
277.28,286.07,297.17,259.69,346.35,712.73,342.58,285.29,382.85,242.42,546.89,429.1,308.33,368.82,405.41,345.69,333.45,52.874,296.76,372.42
679.6,1098.5,716,867.58,651.69,1103.7,1111.7,1677,1553.6,1238.1,716.2,1041.4,1254.9,920.68,1021.6,774.35,197.28,180.93,1011.7,1134.1
1547.2,1251.2,1373,1416.9,426.96,1162.8,827.6,876.57,1437.2,1340,872.41,843.31,1083.2,1062.2,894.66,1132.8,706.38,148.89,964.56,1122
612.27,625.15,646.18,622.57,395.91,754.95,526.69,630.37,758.18,773.45,612.29,271.13,902.05,341.25,928.8,862.91,653.97,136.01,549.74,715.69
232.31,262.42,397.87,179.39,296.36,432.73,419.91,390.03,331.79,310.05,331.67,274.4,351.22,310.74,370.85,322.88,416.52,63.574,242.29,358.23
1250,1038.9,1047.5,1460.8,1145.8,892.08,878.27,871.36,870.82,1513.5,1138.6,1213.7,709.31,1002,1129.8,1352.3,958.63,181.9,1137.4,860.14
515.85,721.83,750.14,770.93,664.73,624.27,742.78,580.69,1334.5,518.69,512.45,666.61,807.94,593.46,577.93,655.14,483.6,124.63,745.79,815.28
459.04,988.22,777.89,834.8,679.93,1541.1,676.38,1190.6,765.76,589.98,838.07,526.36,1245.8,863.73,686.3,910.46,835.43,172.47,793.21,913.9
2456.5,2043.9,2582.2,2697,2690.7,1733.9,2106.8,1681.1,2400.4,2073.6,2323.4,3147.1,1949.5,2856.4,1970.4,2488.8,1949.9,420.91,1821.8,2283.1
821.01,504.37,516.06,531.78,863.22,811.19,347.85,413.21,185.33,688.12,388.94,503.39,442.42,507.54,549.16,592.8,633.04,88.265,558.01,621.13
616.38,688.52,660.79,450.04,732.94,1046.2,623.07,706.99,721.49,823.98,980.53,554.71,399.85,714.13,571.35,494.58,770.66,151.02,704.4,413.21
2763.9,1655.3,2368,1741.4,1976.6,1154.6,2031.3,1570.5,1184.3,2452.9,1509.9,2691.2,1231.9,2386,1944.9,1993.1,1836.7,255.32,2098.1,1466.3
1282,1613.2,658.04,1204.4,1086.3,902.35,2162.3,2146.7,777.28,554.35,751.1,497.12,942,1532.1,1541.7,1978,420.16,237.99,1220.8,615.64
1302.8,1019.8,1198.6,1480.4,694.53,1187.2,1048.6,931.38,1227.8,1336.4,967.47,1192.5,983.82,999.88,880.66,1131.7,1027.1,155.02,963.7,913.96
472.37,411.98,408.08,281.3,411.04,240.17,400.61,669.21,541.3,524.32,508.53,505.07,461.12,570.66,179.03,115.8,426.38,77.591,262.64,259.95
535.67,205.8,289.37,372.8,415.68,246.96,130.19,188.41,336.96,495.5,327.53,413.03,353.39,213.8,299.45,343.13,419.53,35.507,268.21,387.69
130.88,132.44,154.58,20.774,93.967,309.03,239.51,155.04,194.91,107.82,263.04,243.74,302.99,192.68,165,200.97,248.29,20.978,128.34,203.27
1092.2,1149.6,1090.1,1156.3,464.61,768.8,837.37,581.23,1768.6,813.33,732.8,994.84,978.18,733,250.56,1200,632.58,320.53,586.8,547.86
422.71,356.86,422.65,457.19,812.65,159.99,283.91,595.6,123.33,467.88,328.94,415.21,436.23,63.049,111.8,536.14,384.68,52.117,463.44,127.39
2314.1,2925.6,5115.7,5770.1,3482.7,2762.8,3356.7,3308.2,4994.9,3325.6,1039.6,4132.8,4815.3,5484.2,3164.3,4674.9,2748.9,682.59,2748.4,2106.2
512.7,454.36,419.39,584.42,556.24,660.42,528.33,299.14,572.74,465.22,128.97,482.03,705.69,606.65,509.95,468,373.57,147.32,472.73,358.56
2968.6,3484.8,3554,5370.6,3059.8,2749.9,2506.3,3044.6,4722.8,2297,3182.6,4233.9,3697.3,5131.9,4193,3250.7,4433.6,772.6,3632.7,3566.3
548.25,899.86,1402.9,849.26,1032.7,1735.4,1282.4,867.1,1409.7,954.58,1548.2,882.01,1577.7,969.97,1087.2,1312.9,663.78,265.24,1067.2,841.07
157.38,30.439,19.71,78.013,121.29,58.267,213.31,50.3,30.223,29.138,54.75,58.214,57.206,14.184,41.946,76.189,79.448,13.496,141.45,34.424
1301.1,1304.1,1245.8,1474.6,840.25,940.16,1009.5,1204.8,1244.5,1093.7,920.99,1353.7,1383.7,1177.7,934.92,997.89,867.44,160.63,869.33,1015.9
226.24,414.67,309.58,255.98,465.66,359.54,282.42,328.4,271.15,382.26,515.05,334.41,398.45,459.4,292.12,456.14,323.16,62.938,439.56,383.93
1003.5,1536,1415.3,1009.2,1337.6,2474.7,1477.9,2021.7,1650.2,1325.5,1318,1305.1,1654.6,1424.3,1279.4,964.76,1313.9,126.16,900.08,1313.8
3252.9,4342.1,2975.4,2856.8,3713.8,2626.2,3359.3,4294.4,7355.7,6410.2,3218.2,3829.3,2717.2,3571.9,4020.8,3982.2,2979.6,1591,3490.3,4381.3
85.87,81.971,121.42,46.3,82.226,509.49,198,164.13,143.92,122.1,81.148,112.81,177.67,121.2,106.49,168.75,90.331,17.58,70.367,88.356
107.75,67.677,102.84,197.72,112.44,158.38,154.22,311.14,86.747,87.683,111.13,32.627,165.5,147.19,361.37,44.8,149.26,26.202,71.12,169.12
2102.6,3225,2766.9,3871.2,2752.5,1795.7,2260.5,2241.3,2175.5,2367.9,2423.3,3420.1,1854.7,1667.2,2224.9,2874.8,2053.8,511.92,2764.2,2454.6
4340.2,8064.9,5994.1,9170,6353.7,5362.9,6795.3,8292.2,8727.9,5244,5868,6292.5,13517,7889.1,6285,9800.9,8005,1575.5,8397.5,9215.4
225.3,96.917,265.21,244.98,95.375,379.5,189.21,385.64,86.997,190.01,161.06,144.47,127.46,411.8,162.43,380.07,80.969,45.903,62.16,138.37
1624.8,1189.3,1824.5,1231,2109.2,1847.3,1831.4,1885.1,1635.9,1612.3,1703.9,1945.9,1523.4,1704.4,1614.7,2005.3,2015.1,352.37,1569.8,1839.8
1053.4,253.09,477.23,818.39,318.24,161.06,383.36,200.87,378.04,354.76,376.93,389.49,98.086,413.02,130.82,542.84,210.81,121.52,363.89,462.88
4395.9,2481.1,2718.9,3856.3,3478.3,1193.3,3014.6,1694.6,2362,3268.8,1471.6,3301.2,1766.7,2315,2271.4,2349.4,2135.2,626.92,2562.2,1987
802.95,900.7,923.48,730.47,894.2,1388.5,920.17,1181.8,1101.5,969.67,1023.4,1042.4,1017.9,1179.9,921.48,1168.3,911.26,148.56,875.73,830.93
912.13,1246.5,2241.5,1057.1,1463.7,2570.9,1325,1530.1,2325.2,1592.2,1758.5,770.55,1941.3,1910.9,1863.4,1261.8,1887.1,240.75,1157.5,1578.6
3636.8,4384.8,1059.9,3676.5,4330,4374.8,4479,3958.8,3608.2,4040.5,3965,2992.6,5255,3972.7,5818.8,3664.3,4386.2,950.61,4790.5,5549
1616.7,990.78,770.42,1076.8,1154.1,795.16,1139.7,1073.4,1207.9,860.63,1111.9,1222,772.1,858.81,1000.6,933.58,1193,195.7,961.55,916.93
375.35,463.84,628.57,759.78,302.24,273.59,385.56,599.67,516.21,517.88,411.12,512.76,488.16,379.94,269.65,390.98,502.29,91.227,662.43,463.38
543.75,803.38,523.37,981.39,384.28,189.26,462.67,290.44,637.77,586.51,384.9,1007.7,1013.1,719.13,221.81,1020.9,816.14,132.56,626.85,391.58
2222.4,1901.8,1227.3,2238,1407.5,2315.5,1798,1840.4,2766,2085.3,2669.2,2579.5,1255.7,1822.4,1863.2,1843.7,2073.2,299.7,1933.6,1573.7
288.54,423.22,756.61,809.72,426.87,432.69,394.04,536.78,1133.6,506.64,647.21,742.12,813.04,750.41,454.95,609.18,411.89,167.11,836.28,407.39
2193.3,2060.4,1804.5,1941.1,2041.8,2003.4,2254.5,1530.5,2209.8,2018.3,1702.9,1634.4,1938.3,2105.1,1749.5,1369,1915.3,353.93,1795.3,1619.8
40.37,149.3,138.85,170.4,134.61,63.526,20.942,73.729,176.49,237.91,69.626,207.63,175.3,53.753,65.207,236.46,219.26,14.007,131.17,90.207
1135.5,1487.2,1194.5,1018.1,1996.8,2085.3,1969.2,1212.8,1641.9,793.4,1977.3,1782.1,1149.2,1115.2,2165.3,919.07,2255.6,241.47,1926.1,1797.8
115.79,164.48,124.52,155.13,138.94,98.231,211.69,228.98,203.52,164.18,93.017,124.67,186.15,157.31,168.4,220.59,192.39,25.67,182.81,95.29
56.443,52.965,88.492,72.731,46.608,311.74,220.93,96.168,69.369,49.806,95.217,90.654,84.059,60.463,80.516,100.36,67.265,11.129,79.445,72.023
1025.8,1813.2,1677.9,1727.2,1878.2,2434.8,1811.8,1812.5,1493.2,968.77,2527.3,1319.9,1867.6,1207.5,1600.5,1267.3,1859.6,337.82,1664,1679.1
1801.4,1635.9,1819.8,1540.6,1882.5,761.92,1356.3,1166.4,1569,1848.8,1354.5,1648,1132,918.07,932.28,1529.8,1575.5,309.67,1727.7,1308.1
1799.1,824.22,1254.5,1069.1,40.216,77.996,929.62,637.12,57.257,1006.2,906.51,937.73,67.015,811.49,1127,122.68,57.539,17.287,140.14,824.53
62.947,12.729,21.678,10.537,53.558,140.34,31.736,23.079,21.72,10.803,19.239,22.403,27.497,32.367,34.655,55.275,15.445,2.5362,12.37,20.913
1048.2,1946.3,1688,1261.3,1117.7,1203.9,1232.4,1221.8,2156.8,1178.4,1555.7,1646.4,1907.5,1449.5,1295.9,1923.3,1473.1,308.92,1578.9,1560.3
1963.8,4240.3,2620.5,2872.9,2103,3947.7,3896.2,3262.7,2356.8,2879.5,2961.9,2017.8,1931.9,2934.6,3491.6,1836.9,2135.1,714.16,1728.6,2379.5
170.58,13.734,14.735,42.406,17.395,246.14,110.21,254.54,33.711,69.701,29.53,9.7863,109.86,158.62,211.31,69.005,17.09,2.0656,51.039,148.76
2323.7,1535.1,2020.8,1949.1,1355.6,981.73,1478.6,765.36,1607.9,1683.9,1597.6,1980.2,948.61,1282.4,1615.2,1606.7,1506.2,206.72,2302.7,1806.1
2485.1,1734.9,1343.9,2130.8,1631.4,202.86,2185.7,1084.4,1183.7,1752.6,1972.8,2020.6,1375.8,1183.9,1623.6,1562,1636,360.09,2203,1411.7
407.62,428.7,424.03,536.65,550.35,721.18,584,510.97,661.69,305.79,533.69,447.84,339.81,521.4,418.73,346.54,407.72,128.14,578.51,443.02
15250,14239,8822.2,11358,15521,5334.2,16730,11683,12505,14546,15458,10731,10604,10409,15455,8766.4,16041,2779.6,15240,16379
1641.1,889.19,1173.6,1314.4,592.22,562.82,802.37,635.87,1183.1,1028,405.58,1720.7,695.75,436.44,942.75,842.01,949.71,203.75,925.6,835.61
61.53,53.554,38.749,24.805,61.882,53.157,34.472,134.5,93.558,39.783,47.693,35.354,65.375,72.285,66.057,52.502,31.107,6.3685,28.166,36.819
541.2,511.06,664.8,483.36,395.1,675.99,539.3,882.1,713.1,683.63,700.53,529.14,669.56,519.83,589.72,579.93,834.37,98.473,576.96,651.78
459.62,518.73,377.3,217.7,460.78,958.72,1455.7,537.39,492.84,303.34,383.89,81.352,814,521.69,900.46,196.9,786.26,126.88,478.14,557.37
688.31,1662.8,1334.8,1027.6,1642.6,1643.3,2366.5,1044.3,1953.4,1146,1661.5,905.69,2455.5,1217.6,1783.8,1352.3,1300.6,309.86,1211.1,1599.7
269.61,442.42,310.36,264.06,360.28,583.42,678.17,466.59,236.88,619.3,868.87,418.13,163.72,87.209,490.18,252.25,237,87.697,346.54,539.17
321.69,357.2,325.69,109.52,386,1227.3,397.8,567.73,473.7,471.38,400.61,181.98,688.63,510.58,296.03,283.49,605.6,54.412,202.37,257.35
564.84,584.4,906.78,743.04,498.93,293.09,435.15,626.94,395.69,1481,683.6,592.68,544.96,412.37,314.51,487.04,813.97,75.904,938.84,742.64
271.21,94.2,122.51,193.26,345.24,96.481,63.156,90.183,90.592,47.846,127.31,312.35,104.07,192.99,32.793,365.59,106.18,41.027,251.36,109.65
2535.9,1680.5,1263.3,1892.4,2012.7,1128.7,1573.7,1535.1,1210.9,2514.4,1172.9,2225,881.31,1148.5,1366.1,1642.9,973.33,358.43,1192.4,1260.5
656.31,1217.9,1368.8,857.99,1051.1,1201.4,1444.5,908.59,1456.5,1311.9,715.73,372.16,1001.7,1399.4,707.84,843.06,832.77,153.28,1060.1,1477.7
491.05,581.16,557.18,416.7,522.38,720.55,624.16,592.25,524.25,486.92,677.83,536.52,532.74,647.92,586.39,534.35,573,91.299,649.13,683.27
32.825,64.096,423.01,171.91,567.42,109.81,81.637,50.961,73.254,74.326,674.2,92.06,89.32,148.07,157,51.027,116.8,59.302,297.66,611.64
657.31,170.04,277.04,455.84,695.28,219.08,389.98,442.06,357.31,466.57,259.14,746.05,123.56,624.55,176.66,615.04,467.99,56.766,186.98,131.82
368.95,118.05,368.86,313.27,183.55,672.73,516.42,2543.6,405.16,379.89,524.02,396.2,374.03,357.47,488.19,204.25,613.08,50.041,289.23,447.53
492.2,498.04,397.6,318.32,325.19,806.93,403.34,570.9,456.78,342.49,466.08,376.79,530.01,612.97,426.74,470.76,409.65,34.737,240.11,488.85
609.33,417.05,376.53,387.13,285.22,629.57,635.07,449.14,483.09,333.51,144.4,525.51,595.65,692.86,425.51,540.42,377.13,53.773,323.63,506.93
38.18,71.473,97.417,32.64,80.911,90.116,151.54,117.25,61.318,67.983,124.5,60.741,93.715,63.741,113.85,74.123,147.98,26.198,116.21,78.344
1220.9,1491.3,813.92,733.4,652.59,1157.6,1335.3,805.55,1604.6,1259.7,788.7,805.72,640.96,604.29,1001.7,934.8,733.09,132.42,774.85,741.78
124.39,158.5,157.45,133.39,28.195,335.63,120.09,38.657,48.876,129.64,356.64,293.88,251.75,49.185,112.69,169.32,42.374,7.7692,133.42,192.18
100.2,881.14,117.83,102.59,1033.1,262.89,142.14,644.81,131.67,309.01,210.06,1435,177.46,861.14,984.23,216.8,225.36,12.027,427.2,148.35
553.39,375.1,477.01,654.65,415.59,441.35,292.3,419.42,279.02,382.68,412.74,402.95,326.84,447.42,353.94,322.26,405.49,53.168,498.48,419.26
1983,2309.2,2566.1,1940.8,2155.7,1205.7,2103,1444.5,1771.5,1319.9,2147.7,2489.9,1158.5,1371.6,1890.1,1399.7,1357.5,337.06,1946.8,1414.5
265.48,108.41,221.57,140.73,127.53,331.38,18.892,271.5,132.08,239.2,186.17,147.34,282.83,411.43,84.784,65.253,107.34,3.1725,209.75,57.96
513.47,213.71,435.19,383.92,477.61,751.98,397.28,619.8,484.05,516.46,648.01,344.31,491.1,426,490.31,573.97,445.84,84.035,284.94,650.74
975.97,832.49,994.31,1703.7,1134.8,368.61,782.4,436.36,874.94,1498.4,1347.6,1162.4,648.14,574.39,1101,1146.2,1573.9,235.38,1327.9,1036.3
749.09,1331.1,1220.9,484.15,861.64,3419.3,840.61,2077.1,1087.1,973.47,1242.9,844.94,1730.9,1299.4,1058.9,1039.5,857.76,88.67,595.53,935.04
139.99,41.843,85.219,60.164,50.696,211.68,117.15,161.96,86.87,91.266,122.8,210.12,104.61,142.5,157.54,111.81,106.71,26.758,73.489,106.45
825.27,1260.8,1080.1,756.79,1184.9,1710.2,1189.9,511.34,1350.6,1359.5,1268.9,880.03,757.81,998.94,1610.7,237.72,1359,211.22,1678.9,1276.5
511.98,507.72,625.88,394.7,536.64,1124.7,554.3,944.69,828.51,705.84,428.38,618.62,865.88,660.77,647.03,706.86,917.84,52.077,526.44,682.98
158.07,224.14,122.76,178.54,182.99,162.07,15.893,23.425,98.735,243.12,200.12,229.45,86.982,130.82,137.48,21.423,92.109,6.0231,148.31,314.08
157.78,1328.1,850.97,599.73,296.63,1610.6,639.54,884.15,1096.8,763.02,1249.2,735.62,1233.2,1266.1,507.99,651.34,347.17,124.73,624.29,1024.3
501.72,277.93,350.26,628.05,498.3,422.37,501.6,530.27,233.32,920.28,208.3,472.91,464.42,366.62,555.38,233.99,456.86,48.095,516.27,624.23
587.34,801.41,733.65,680.83,497.12,641.34,1023.3,1060.4,850.56,697.09,976.14,766.58,832.87,796.74,907.83,80.51,1218.4,152.51,860.63,1029.7
14.6,99.266,8.1645,69.448,109.49,173.06,32.244,250.69,42.792,19.898,42.379,16.478,107,30.946,37.389,91.766,72.601,6.3132,20.556,64.073
