0,1,2,3,4,5
0.44775,0.33288,0.63239,0.22597,0.75842,6.6551
0.13104,0.10554,0.14395,0,0.2186,1.4743
9.611,6.6313,5.0694,2.3457,10.199,4.0225
3.5481,3.0543,2.9304,3.2412,2.228,3.3576
0,0,0,0,0,0.29364
0.91082,0.73358,0.2287,0.31871,0.18233,0.59408
0.17399,0.02102,0.090106,0.10274,0.03483,0.20427
0.059078,0.071373,0.013907,0,0.044349,0.04335
4.0473,1.9046,2.0125,2.0885,1.9117,2.1801
0,0,0,0,0,0
0,0,0,0,0,0
1.1633,1.0498,2.0456,1.692,0.70143,3.8806
0.082069,0.59489,0.46365,0,0.16429,0
31.051,28.773,40.549,26.746,32.722,26.09
0,0,0,0,0,0
6.8729,5.5355,7.9437,4.6589,6.0315,6.2462
3.3668,1.181,4.8605,1.0872,2.376,0.69482
0.85485,0.42369,0.49534,0.12943,0.42782,0.193
0.027644,0.022265,0,0,0,0
26.186,24.424,20.693,9.0142,16.958,8.7738
0,0.069067,0,0,0,0.1678
11.93,8.3295,8.1277,13.25,14.794,14.5
0.85174,0.80033,0.08911,0,0.47362,0.37036
1.961,3.5874,3.4252,1.5879,2.8457,1.5049
13.618,14.703,12.736,7.9571,11.101,11.502
0,0,0,0,0,0
0,0,0,0.13066,0.099663,0.097417
10.47,9.4743,12.219,9.6296,11.854,8.8038
0,0,0,0,0.14941,0
0,0,0,0,0,0
0,0,0,0,0,0
0.02074,0,0.019529,0.018143,0,0
0,0,0.042452,0.059161,0,0
