0,1,2,3,4,5
3.4759,0.20216,3.1143,0.30017,2.8234,2.6397
0,0,0,0,0,0
0,0,0,0,0,0
3.9357,4.3308,4.2515,4.2447,5.2914,4.6722
0.061808,0.0609,0.045569,0,0.24019,0.10399
0,0,0,0,0,0
0.0043948,0.27713,0.022681,0.080965,0.034156,0.044364
0,0,0,0,0,0
0.64744,8.273,6.4291,7.7158,3.3808,2.8594
8.7683,22.822,13.578,7.9081,8.8797,15.299
2.5589,11.048,2.8036,4.2886,3.3284,3.4531
5.5396,9.6605,7.583,8.6917,6.3081,7.7965
0.012869,0.10868,0.059638,0.040644,0.09716,0.012372
10.58,32.082,15.527,21.066,10.224,9.5444
0.0077854,0.010228,0.03444,0,0,0
0,0,0.021321,0,0,0
2.4484,5.2397,3.6792,7.7501,3.9027,4.6703
10.525,10.599,8.5685,6.9237,6.7273,11.109
1.7982,6.1731,2.7212,3.1384,2.6185,3.3119
0.8079,1.9485,0.92456,2.9324,0.52481,0.93321
0,0,0.057388,0.10755,0.060496,0
0,0.020184,0.015103,0,0.031843,0
0,0,0.49784,0,0.17494,0
0,0,0,0,0,0
20.12,23.815,16.63,16.66,22.509,21.101
26.578,41.251,25.354,57.649,68.387,27.435
26.342,21.246,22.252,22.994,26.628,25.12
0,0,0,0,0,0
16.014,15.915,11.549,13.547,11.668,17.494
0.47806,0.94206,0,0,0,0.80431
0,0,0,0,0,0
0.45162,0.34886,0.35161,1.9636,0.4942,0.77806
0,0,0,0,0,0
0,0,0,0,0,0
14.531,13.815,21.156,31.335,14.454,15.005
0,0,0,0,0,0
0.17095,0,0,0,0.13286,0.14381
0,0,0,0,0,0
7.2626,4.8169,5.0925,5.6016,5.8065,6.98
0.08885,1.2256,0.26202,0.98213,0.27621,1.0464
0,0.12152,0.1364,0.17042,0.33549,0.10375
27.113,34.491,17.992,21.251,12.663,19.145
0.40114,0,0,0.49269,0,0
1.0178,1.3114,1.5007,1.5145,0.79101,0.9879
0.18007,0.067589,0.2908,0.50551,0.026657,0
0,0,0,0,0,0
0,0.019718,0,0,0,0
0,0,0,0,0,0
0,8.8199,0.17005,0.20672,0.54746,0.28841
0,0.059604,0,0,0,0
0,0.043646,0.016329,0,0,0
0,0,0,0,0,0
0,0.057886,0,0,0,0
0,0,0,0,0,0
0,0,0,0.022455,0,0
0,0.016208,0.012128,0,0,0
0,0.029117,0.043575,0,0,0
0,0,0.013058,0,0,0
0,0,0.010799,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.0069341,0,0,0,0
0,0,0,0,0,0
0,0,0.027543,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.036657,0,0,0,0
0,0.072122,0.026983,0,0,0
0,0,0,0,0,0
0,0.037431,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.23232,0.024095,0.43271,0.056317,0.11404,0.34972
0,0,0.083496,0,0,0
0,0,0.10735,0,0,0
15.134,8.5001,15.246,59.547,14.786,14.809
0,0,0,0,0,0
0,0,0,0,0,0
0.035634,0.070219,0.052543,0,0.16617,0.17986
0,0,0,0,0.16148,0
8.3734,8.2185,8.6598,7.0519,7.1623,9.8025
0,0,0,0,0,0
0.43101,0.094373,0.14123,0.26469,0.29776,0
0.023325,0,0,0,0.072512,0
1.7229,8.4935,3.3136,3.9889,2.5191,2.9375
0,0,0,0,0,0
1.5269,5.0119,2.6883,1.671,1.7358,3.1364
8.1272,11.132,7.681,4.4985,6.9068,10.732
0,0,0.071248,0,0.075106,0
0,0,0,0,0,0.064005
0.015901,9.0246,0.20165,0.31932,0.68466,0.44946
0.026097,1.0028,0.096201,0.0080131,0.08789,0.073178
0,0.036607,0,0.10267,0,0
0.0052163,0.92,0.21921,0.062466,0.29595,0.096539
21.258,27.076,28.348,32.106,19.043,22.829
0.10073,0.16795,0.32561,0.32118,0.20474,0.22161
0.19926,0.87256,0.76717,0.24473,0.2581,0.6146
0,0.41497,0.1242,0.23277,0.10911,0.094477
4.4814,16.024,6.2293,9.4018,5.2533,11.804
2.7795,6.0183,3.0848,2.6945,2.8745,3.4004
0,0,0,0,0,0
0.35129,0.84608,0.11511,0.35955,0.54604,0.45969
0.05033,0.25346,0.057721,0.12363,0.113,0.06586
0.0094939,1.0851,0.027998,0.052472,0.11068,0.12778
2.3093,3.5139,1.8534,2.7466,2.9989,2.1148
0,0,0,0,0,0
0,0,0,0,0,0
1.5586,1.2605,1.3019,1.6764,1.2744,1.5461
0.052754,0,0,0.19438,0,0.26627
25.067,26.226,23.378,30.844,23.839,30.345
0,0,0,0,0,0
4.6273,5.1576,5.1868,7.2135,4.6541,6.3057
1.9359,3.8733,1.8013,2.6477,1.498,4.011
0.82426,1.0829,0.24931,0.66193,0.32852,0.56893
0.026655,0.070035,0,0,0.027621,0
32.07,21.399,18.482,35.453,31.502,22.288
0.16537,0.10863,0.16256,0,0.085683,0.27822
8.035,9.3352,6.059,9.6919,9.9673,7.5299
0.365,0.95903,0.62791,0.95264,0,0.4094
2.9803,2.918,2.5635,1.6317,2.8553,2.5229
16.592,15.176,11.627,11.364,12.094,17.698
0.13371,0,0,0,0,0
0,0,0,0,0,0.10769
7.4406,9.3962,7.8669,8.3503,10.367,9.6889
0,0,0,0.13258,0,0
0,0,0,0,0,0
0,0,0,0,0.021821,0
0.0088879,0,0,0,0,0.014953
0.028981,0,0,0,0,0.097518
46.505,20.284,22.053,55.776,54.789,43.218
0.40407,0.75031,0.28072,0.35789,0.28988,0.50987
0.05755,0.22682,0,0.35342,0.089456,0.2582
0.29825,0.37652,0.17179,0.21464,0.45635,0.50963
0.73044,0.26598,0.73754,0.5412,0.28385,0.38738
12.606,7.7235,14.613,16.469,7.4853,16.92
0.56769,0.058879,0.39651,0.13761,0.37154,0.77917
0.074477,0.29353,0.36606,0.27442,0.23153,0.20884
8.424,9.8352,4.9877,3.8533,5.3027,8.1847
3.2917,2.6674,1.134,1.0202,2.2475,1.5527
0.57685,0.58843,0.4403,0.38759,0.79117,0.68508
0.85747,2.0065,1.4224,0.2962,1.3328,1.4426
3.6626,4.4958,3.2996,1.707,2.4457,3.1472
1.0891,0.28616,2.0342,0.26753,0.79003,2.0767
8.8285,5.2225,6.131,3.9104,5.3906,7.0588
7.5966,5.8895,6.9596,8.5686,8.0863,6.8977
1.7369,1.886,1.568,0.32652,0.66117,0.89455
0.077172,0.022811,0.034138,0.049761,0.041985,0.03246
12.269,21.723,16.182,20.354,15.826,13.071
1.003,2.6244,1.7244,0.92775,1.1903,1.8485
1.8217,5.9297,1.9876,1.2782,2.2647,3.3017
0,0.16228,0.12142,0,0,0
0.69351,1.1988,0.60997,0.4483,0.86995,0.14329
0.0826,0,0,0,0,0
0.29378,0.35757,0.35674,0.11143,0.10745,0.27621
0,0,0,0.097571,0,0.089105
0.061248,0.060347,0,0,0.047601,0
0,0,0,0,0,0
6.2096,6.3678,6.4248,3.2639,3.1647,4.592
0.039838,0,0,0,0,0
16.664,27.962,19.155,8.9492,11.526,15.014
0.60336,5.0829,1.1714,1.3246,1.227,0.78672
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
16.486,18.905,18.723,22.993,22.199,14.939
0,1.9679,0.20678,0.23487,0.11229,0.0071497
0,0,0,0,0,0
7.676,34.593,8.1843,7.7017,9.6297,12.496
0,0,0,0,0,0
0.4339,0.21376,0,0.29977,0.12646,0.1825
0.227,2.0356,0.26326,0.55447,0.26959,0.41624
0,0,0,0,0.050161,0
0,0.12069,0.15805,0,0,0
0,0,0,0,0,0
0.39654,0.67364,0.75273,0.10077,0.26922,0.5828
8.0021,10.949,5.5664,4.2611,4.5042,4.7411
4.865,8.7488,4.4688,3.2815,4.3389,3.2204
0,0,0.60712,0,0,0.13855
0.4625,0.060761,0,0.11361,0.14378,0.31126
4.6191,5.487,5.39,7.1612,5.8836,6.0409
1.8899,1.7156,1.6595,2.0734,0.79216,1.6434
6.1402,9.7705,6.8606,9.951,6.9209,9.9107
23.933,21.381,18.611,20.485,23.013,19.713
0.47702,1.6539,1.5295,2.964,0.67503,0.44671
0,0,0,0,0,0
0,0,0,0.021284,0.017957,0.029155
0.045364,0.021034,0.023608,0.049162,0.012444,0.63303
0,0.016691,0.024978,0,0,0.07125
0,0,0,0,0,0
0.50911,0.071661,2.4934,3.0567,0,0.099422
0,0,0,0,0,0
0,0,0.016616,0,0,0
9.3646,29.896,13.157,13.683,12.084,14.825
7.1651,21.907,7.6197,8.6402,7.6949,10.155
0,0,0,0,0,0
0,0,0,0,0,0
12.321,9.2927,7.6259,9.6326,7.6136,8.5912
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.7633,1.3557,0.52853,0.84143,1.4019,0.80732
0,0,0,0,0,0
0,0,0,0,0,0.046276
0.010687,0.6423,0,0.029532,0.083055,0.080908
0,0,0,0,0,0
0,0,0,0,0,0
0.0042785,0.025294,0,0,0,0
0,0.050547,0.056734,0,0,0
0,0,0,0,0,0
11.952,6.9833,7.1918,6.7017,8.9633,8.2375
0,0,0,0,0,0
0,0,0,0,0,0
0.43736,0.65292,0.7817,0.68367,0.55622,0.82503
5.8197,5.9219,5.9062,6.2823,5.6954,7.9947
13.304,10.238,11.412,12.387,11.689,17.308
0,1.3307,0,0,0.41985,0.68165
4.0755,3.4644,3.1815,4.2695,4.3061,3.899
5.9926,6.2103,4.4298,6.781,5.4285,5.204
10.027,16.973,10.758,22.159,24.65,12.48
0.40984,0.75955,0.66187,0.26067,0.54604,0.39402
1.2794,2.8014,1.281,1.0476,1.8537,1.8603
1.3377,1.6728,1.4414,0.66348,0.35987,0.90887
22.816,44.531,24.066,20.843,26.479,19.368
0,0,0.18611,0,0,0.21235
4.7062,6.0638,5.2342,4.9094,5.0957,7.1735
0,0,0,0,0,0
71.135,70.461,58.297,80.282,84.899,68.093
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.3757,2.7491,1.6857,1.7848,1.1746,1.4996
1.4841,6.2,5.5583,1.3671,1.0611,2.4969
0,0,0,0,0,0
0.34827,2.0589,0.79883,0.55251,0.90225,0.79754
0.013614,0.040242,0.040149,0.025081,0.042323,0
4.8304,9.1905,4.809,4.8055,4.6396,4.8089
0,0.08523,0,0,0.067229,0.18192
0,0.11907,0,0,0,0
4.8397,4.9868,4.7997,3.1657,4.0018,4.8687
0,0,0.025368,0,0,0
