0,1,2,3,4,5,6,7,8,9,10
0,0,0,0.035551,0,0.074832,0,0,0,0,0
0.63674,0.36673,0.3312,1.0457,0.13076,1.8867,0.83527,0.14395,0.15254,0.98036,0.1339
0,0.05572,0,0.022698,0,0,0,0,0,0.029791,0
0,0,0,0,0,0,0,0,0,0,0
4.0725,9.5299,5.7528,10.962,3.8285,6.1475,8.5302,7.6834,5.3841,5.5356,4.9193
0.070509,0.21658,0,0.13234,0,0.18571,0.030831,0,0.022522,0.20264,0.03954
0,0,0,0,0,0,0,0,0,0,0
0.12089,0.092834,0.12576,0.11345,0,0.1592,0,0.03644,0,0.099268,0.20338
0,0,0,0,0,0.28866,0,0,0,0.053996,0
0,0,0,0,0,0,0.067222,0.046341,0,0,0.043106
0,0.045121,0,0,0,0,0.038538,0.026567,0,0.036186,0
0,0.050695,0,0,0,0.043469,0,0.059698,0,0.040656,0
0,0.077177,0.034851,0.031438,0,0.088235,0,0,0,0,0.02818
0.057998,0.044538,0.18101,0.081642,0,0,0,0,0.027788,0.071437,0.048787
0,0.02546,0.06898,0.031113,0,0.043661,0.043491,0.029981,0,0,0
0,0,0.073717,0.03325,0.029104,0,0.046477,0,0,0,0.059607
0.023175,0.05339,0.024109,0.043498,0,0.06104,0,0,0,0.085636,0.10722
0.071482,0.13723,0.037181,0.10062,0,0.094136,0.1641,0.048481,0.10275,0.088045,0.030065
0,0,0.0414,0.056021,0,0,0.026102,0.035988,0,0,0.033476
0,0,0,0.095744,0,0,0,0,0,0,0
0,0,0.011962,0,0,0,0,0,0,0,0
0,0.080921,0.073083,0,0,0.23129,0.16127,0.095292,0.033659,0.28122,0
0,0,0,0,0,0,0,0,0,0,0
0,0.031282,0.084755,0,0,0.053646,0,0,0,0.15052,0.068532
0.36496,0.16816,0.18984,0.137,0.08994,0,0,0.099011,0.13989,0.089906,0.307
0.20977,0.16109,0.21822,0.49214,0.086157,0.13813,0,0.094847,0.20101,0,0.17645
5.9233,5.8185,5.0985,6.4334,7.6937,6.6324,4.7922,3.9153,5.9641,6.7773,5.8551
0,0,0,0,0,0,0,0,0.071219,0,0
0.754,0.44895,0.61387,0.82553,0.31866,1.3959,0.63789,0.47927,0.78012,1.3661,0.48718
0.53839,0.21385,0.68562,0.59236,0.51089,0.78237,0.43836,0.71351,1.1297,0.76604,0.52316
0.029611,0,0.12322,0.11115,0.072972,0,0,0.13389,0,0.14589,0
5.8022,6.5151,7.5262,6.1794,5.6837,5.5843,6.9739,8.3797,6.6454,5.8059,6.7173
0.78538,1.1427,0.94604,0.73704,0.71306,0.81654,1.464,0.85974,0.51493,0.30548,1.1474
2.933,21.026,11.904,25.892,3.3535,40.228,38.241,3.2688,3.0498,29.316,5.6845
0.034745,0.053363,0,0.097819,0.057083,0.13727,0,0,0,0.085591,0.058454
5.1768,7.1857,6.1511,6.5104,4.5036,7.3133,8.1684,6.2658,5.6903,7.356,6.526
0,0,0,0,0,0,0,0,0,0,0
0.036402,0.15095,0.0075737,0.12298,0.041863,0.057526,0.10505,0.17117,0.020929,0.089672,0.036744
0,0,0,0,0,0,0,0,0,0,0
4.3802,5.5483,6.7202,4.2717,3.7149,4.9738,6.6917,3.0694,3.2526,5.7938,3.9816
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
56.544,19.22,18.719,10.486,11.649,16.865,6.4134,14.13,16.045,7.0569,23.373
0.134,0.1029,0,0,0,0,0,0,0,0,0
0.13827,0.31853,0.52741,0.086504,0.1893,0.12139,0.18138,0.29175,0.22082,0.34061,0.27138
0.012837,0.029573,0,0,0,0,0.016839,0.011608,0,0,0.010798
8.4954,7.7039,8.8462,8.7955,5.8745,7.9269,10.2,7.4638,7.4877,7.5578,7.5275
0.14072,0,0,0,0,0,0.046149,0,0,0,0
0,0,0,0.015275,0,0,0.042703,0,0,0.020048,0
0.072311,3.7352,0.85757,0.51574,0.0396,2.0506,2.3967,0.095906,0.027717,1.4726,0.26764
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.059326,0
0.042672,0.45876,0.35513,0.48054,0,0.78673,1.0076,0.038588,0,0.36791,0.071789
0,0,0,0,0,0,0,0,0,0,0
0,0.09393,0,0.057394,0,0.16108,0,0,0,0.07533,0
0.044446,0.29011,0.069356,0.22941,0,0.55606,0.75795,0.040193,0,0.46533,0.056081
0,0.052073,0,0,0.11141,0.089301,0,0.12264,0,0,0
0,0,0.11066,0,0,0.14009,0,0,0,0,0.044741
0.034077,0.39252,0.22452,1.1513,0.093308,0.37397,0.29801,0.010272,0,0.23785,0.085994
0,0.071967,0,0.087949,0,0,0,0,0,0,0
0.080449,0.061778,0.083691,0.52848,0.066085,0.21189,0.10553,0.07275,0.30836,0.19818,0.13534
3.8911,4.2198,4.1694,4.9666,3.4642,4.1406,5.295,2.8413,3.5386,5.1807,4.4203
0.080019,0.07681,0.083244,0.093867,0,0.15807,0,0.01809,0.057509,0,0.06731
0,0,0,0.03809,0,0,0.15973,0,0,0,0
21.953,16.763,17.018,16.359,15.36,12.347,16.129,19.47,17.884,14.993,15.684
0,0.062112,0,0,0,0,0,0,0,0,0
0.2306,0.11806,0,0.25248,0.12629,0.10123,0.40333,0,0.073658,0.28403,0.03233
12.195,9.7729,9.4645,11.487,10.995,11.41,11.208,7.8618,11.32,9.9157,10.189
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.30847,1.3957,0.83044,1.5139,0.78757,2.4511,1.3424,1.0498,0.49931,1.8766,1.2623
0,0,0,0,0,0,0,0,0,0,0
0.04227,0,0.043973,0,0,0,0,0,0,0,0.035557
0,0,0,0,0,0,0,0,0,0,0
0.20699,0.29026,0.65537,1.0557,0.44357,1.3274,0.2125,0.36623,0.10349,0.75378,0.24225
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.036825,0,0,0,0,0,0,0
0,0,0.16066,0,0,0.067795,0.27012,0.23277,0.19732,0.12682,0.12991
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.10093,0.019377,0.026251,0.02368,0.062184,0,0,0.079865,0.02418,0,0.084904
0,0.043144,0,0,0,0,0,0.17782,0,0.034601,0.02363
0,0,0,0,0,0,0,0,0,0,0
5.2113,2.9994,6.9108,3.7247,10.654,5.1298,8.7557,10.301,9.3922,6.2891,10.981
0,0,0,0,0,0,0,0,0,0,0
0,0.05784,0,0.035342,0.15468,0.09919,0.24701,0.034056,0.072175,0.092772,0
0,0,0,0,0,0,0,0,0,0,0
10.613,8.287,9.1541,6.9525,15.3,8.302,7.1747,15.628,11.415,6.9972,14.86
0.19646,0,0.10219,0.13827,0.24207,0,0.12886,0.39973,0.32945,0.18148,0.20657
0,0,0,0,0,0,0,0,0,0,0
0.54022,0.76278,1.1421,0.25348,0.30061,0.8606,1.1316,0.94552,0.050097,0.74052,0.52039
0.96444,0.20199,0.63847,0.37026,0.28809,0.75052,0.63257,0.39643,0.67213,0,0.29501
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.023397,0,0,0.032646
0,0,0.21422,0,0,0,0,0,0,0.19022,0
0,0,0,0,0,0,0,0.035423,0,0,0
0,0,0,0,0,0,0,0,0,0,0
9.9218,7.6028,10.522,8.2246,7.2449,7.5219,9.7313,11.734,11.485,7.4114,10.484
0,0,0,0.053191,0,0.074643,0.074352,0,0.027157,0.069813,0
1.5546,0.68683,1.2628,0.99923,2.0817,0.70111,0.44696,2.0991,1.1223,1.1541,2.6332
0,0.27144,0,0,0,0,0,0,0,0,0
0,0.43245,0.4603,0.90597,0.033042,0.26486,0.84425,0.07275,0,0.34681,0.57521
1.2381,2.8795,1.5088,3.1869,1.5401,2.0265,2.3666,1.7754,0.7966,3.0064,1.5325
0.39567,1.1878,0.71097,1.0127,0.32502,0.66318,0.75496,0.48791,0.20681,1.3291,0.48412
3.0384,4.9902,3.8495,4.7464,2.3707,5.8515,5.9474,2.8252,2.6423,5.7779,3.2008
0.036947,0,0,0.034673,0,0,0.048466,0,0,0.045508,0.093237
0.42083,0.58817,0.76614,1.2026,0.22643,3.1313,0.46648,0.73448,1.0828,1.7105,0.39648
0,0,0,0,0,0,0,0,0,0,0
18.217,8.29,7.1126,5.5509,4.8403,4.9758,3.1863,7.8098,2.2413,3.989,6.7917
0.016694,0.01282,0.017367,0,0,0,0.01095,0,0.023996,0,0.0070214
0.31236,0.23987,0.18568,0.29313,0.3299,0.29382,0.058536,0.12106,0.6414,0.10992,0.16891
0.13521,0.069222,0.18755,0.16919,0.14809,0.35613,0.29562,0.081515,0.043189,0.27757,0.075825
0,0,0,0,0,0,0,0,0,0,0
1.418,1.6738,1.5906,1.5893,1.0721,1.8624,2.1564,1.1352,1.6082,2.0907,1.4874
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
5.7836,5.0934,7.1944,5.751,6.8029,9.5774,7.8774,6.354,5.6365,7.6542,7.3493
0,0,0,0,0,0,0,0,0,0,0
6.3323,8.1308,8.1922,6.8769,9.54,7.7878,6.4963,10.077,8.0702,7.4154,9.9668
0.07532,0,0,0,0,0,0,0.068112,0,0,0.12672
3.2588,1.3764,2.5426,2.3701,2.5431,1.5021,1.9771,1.1051,0.85877,1.4049,3.0839
0,0,0,0,0,0,0,0,0,0,0
0.27129,0.28872,0.36046,0.39573,0.16714,0.35533,0.45259,0.32267,0.35746,0.48126,0.3634
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.081223,0,0,0,0,0,0
3.0458,2.1039,3.0425,1.6852,4.236,1.351,1.1847,5.9801,6.0421,1.2916,6.0037
0,0,0,0.050879,0,0,0,0,0,0,0
0.04933,0,0,0,0,0,0,0,0,0,0
1.1013,0.36244,0.982,0.689,1.12,0.27625,0.20638,1.4227,1.5076,0.77512,0.83815
0,0,0,0,0,0,0,0.22305,0,0,0.13832
0.067403,0,0.07012,0,0,0,0,0.030476,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.13902,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.7024,1.1051,1.7711,1.2129,1.2499,1.162,1.0968,2.1048,1.8721,0.95066,2.2284
0,0,0.01669,0,0,0,0,0,0,0,0.026991
0.54764,6.7166,5.0134,10.264,0.25706,19.277,7.7585,0.43156,0.26988,16.285,0.895
0,0,0.023268,0,0,0.073639,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.53403,0.23346,0.66999,1.0324,0.3401,0.76386,0.64543,0.47388,0.58265,0.84746,0.61914
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.12176,0,0.042224,0,0,0,0.053243,0,0,0.099986,0.068284
0,0,0,0,0,0,0,0,0,0,0
0,0.015535,0.021045,0.03797,0.033236,0.066604,0.026538,0.054882,0,0,0.017017
0,0.05569,0.16975,0.17014,0.029786,0.071629,0.047566,0,0.034747,0,0
66.301,48.686,64.935,48.454,66.255,60.409,48.685,60.399,61.314,58.328,66.059
2.5241,3.1726,2.7495,2.9583,2.0595,2.4111,2.9176,1.6914,2.435,3.2728,2.247
0.34268,0.5263,0.17824,0,0,0,0.67428,0.15494,0.32837,0.21104,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.22404,0,0
0,0,0,0,0,0,0,0,0.069381,0,0
49.305,33.907,41.864,55.31,16.917,30.249,29.235,25.473,9.7323,35.716,21.605
0.063048,0.16946,0.16397,0.26626,0.077687,0.12455,0.12406,0.14254,0.18125,0.15531,0
8.0913,12.582,13.446,13.103,6.763,12.678,15.253,10.375,10.124,15.801,10.442
0,0.042142,0,0.103,0,0,0,0,0.10517,0,0
0,0.35176,0,0,0,0,0,0,0,0.2821,0
3.0862,4.0936,5.4622,5.3412,2.6669,6.5452,8.3072,3.987,3.1878,7.8495,6.5408
2.0554,4.5774,3.2502,6.1339,4.4912,3.0317,4.1523,5.2788,4.9634,6.076,5.8094
521.62,805.62,647,794.88,405.17,786.29,788.14,441.6,481.45,685.2,422.91
0,0,0,0,0,0,0,0,0,0,0
1.6302,40.017,24.854,40.122,1.9066,102.08,44.268,3.9728,1.7122,43.936,7.2671
4.7289,68.69,45.321,78.745,4.9449,178.33,84.419,9.2758,5.1992,82.98,20.86
0,0.022982,0,0,0,0.31529,0,0,0,0.11058,0
0,0,0.0021723,0.023515,0,0.043999,0,0.0037766,0,0.015432,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.0089678,0,0.021919,0.028779,0,0,0.01056,0.022381,0,0
0,0.02286,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.051702,0,0
1.1238,2.5232,1.8182,2.8011,2.3974,2.309,3.028,2.2422,2.3204,2.2514,2.4086
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.053461,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
2.9446,3.4419,2.753,2.466,1.9117,2.6752,3.6671,2.4963,2.1385,3.0616,3.3901
0.10612,0,0,0,0,0.13976,0,0,0.10169,0,0
0.80162,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.5935,1.4238,1.4288,1.4431,1.7124,2.1639,1.6214,0.85607,1.403,2.1145,2.2342
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.048327,0,0.19747,0
0,0,0,0,0,0.20108,0,0,0,0,0
0.02965,0,0.12338,0.027825,0.024356,0,0,0,0.014206,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04114,0.036011,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0429,0,0,0,0,0,0,0
0,0,0,0.14256,0,0,0,0.068688,0,0,0
0.06091,0,0,0,0,0,0,0,0,0,0
0.09323,0,0.14548,0.087492,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.068688,0,0,0
0,0.036712,0.099467,0,0,0,0,0,0,0,0
0.045807,0,0.047653,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.0577,0,0,0,0,0,0,0,0,0,0
0,0.090717,0,0.073908,0,0,0,0,0,0,0
0,0,0,0.060182,0,0,0,0,0.061452,0,0.053944
0,0.065289,0.17689,0.11968,0.13968,0.22393,0.055764,0.42286,0.28515,0.15708,0.35759
7.6377,6.164,7.0131,7.1454,5.7186,7.9669,9.3435,6.0927,6.411,8.6085,6.9835
0,0,0,0,0,0,0,0,0,0,0
0,0.048897,0,0,0,0,0,0,0,0,0
0.039274,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.11195,0,0,0,0
0,0,0,0,0,0,0,0,0,0.048417,0
0,0,0,0.020273,0,0.1138,0,0,0,0,0.036344
0.077397,0.059435,0.16103,0.2179,0,0.10193,0,0,0,0.143,0
0,0,0.05331,0.072136,0,0.13497,0.13444,0,0,0,0
0,2.1058,1.532,3.8601,0,8.6938,4.4631,0.22961,0,5.8169,0.29901
0.030496,1.733,0.71382,2.1607,0.075153,4.2169,2.3403,0.19304,0.087669,5.4653,0.28218
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.023828,0.020857,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
3.7897,4.2951,5.0511,4.6512,4.0273,5.4226,5.0458,3.9431,4.6014,6.5552,5.2194
0,0,0,0,0,0,0,0,0,0,0
0.1235,0.2845,0.51389,0.72434,0.025361,0.85383,0.405,0.055838,0.088755,0.64647,0.31165
0.91507,1.354,1.7336,1.9409,0.62335,2.1848,1.9616,1.2513,0.663,2.4833,1.3267
0.11105,0.24517,0.25992,0.42987,0,0.43872,0.2185,0.12552,0.066507,0.85486,0.09341
0,0,0.077574,0.17495,0,0,0,0,0,0.045924,0
0.10367,0.71652,0.43141,1.2064,0.11497,0.37546,0.29919,0.16875,0.094378,0.98964,0.44912
0.031875,0.089751,0.093952,0.20939,0.056731,0.083954,0.13241,0.028824,0.030544,0.13087,0.15641
0.051598,0,0.053678,0.24211,0,0,0,0.093321,0,0,0
3.0213,2.726,2.5005,3.7125,2.171,4.6529,3.9049,3.0743,1.3703,5.7567,2.2887
0,0.18048,0.061125,0,0.048266,0,0,0,0,0,0.29655
0.047253,0.036287,0.24579,0.088689,0.038816,0.062229,0,0,0,0.29101,0.11925
0,0,0,0,0,0,0,0,0,0,0.04262
0.072547,0.56948,0.48637,0.59761,0.17878,0.46708,0.80363,0.18223,0.11586,0.64535,0.43396
0.21039,0.1836,0.58698,1.1308,0.078558,0.41561,0.075271,0.56213,0.31158,0.60074,1.5848
7.216,3.6083,7.7687,2.6773,4.4802,1.6575,1.3208,10.775,7.7992,0.72345,8.0463
0.10043,0.077119,0.10447,0.14137,0,0.13225,0.13174,0.63571,0.048117,0.1237,0.92924
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.072727,0,0,0,0,0,0,0,0,0
0,0,0,0.054782,0,0,0,0,0,0,0
0.034934,0.026827,0.0090856,0.045078,0.021523,0.14377,0.011457,0.0078978,0.016738,0.032272,0.014693
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
10.415,7.8862,8.4063,7.6946,9.5597,7.0984,8.3269,9.4435,10.61,9.8744,10.257
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
4.5501,4.8723,4.5786,5.7167,3.2422,6.1099,7.9421,3.1786,3.5538,4.7605,4.1156
0.12067,0,0.12554,0.45298,0,0.079459,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
8.6941,6.6597,8.272,5.9717,7.0037,7.5664,7.0889,7.7297,7.4274,6.8831,8.4987
0.11084,0,0,0,0,0,0,0,0.10621,0,0
5.4118,4.4713,5.2026,5.2344,4.2184,5.2958,6.3426,4.008,4.55,4.9823,5.1837
0.031096,0.023879,0.051759,0.011673,0.051088,0.032761,0.032633,0,0.047677,0.030641,0.036621
0,0.1528,0,0.074694,0.065382,0,0,0.035988,0.07627,0.049018,0.066952
3.1681,2.122,3.1538,4.5193,1.0325,3.887,2.6553,3.0097,3.3787,1.7279,2.3442
0,0,0,0,0,0,0,0,0,0,0
0,0,0.077833,0,0,0,0,0,0,0,0
0.023116,0.082838,0.016031,0.057848,0.018988,0.020294,0.050538,0.013936,0.022151,0.047453,0.025926
0.03218,0.049423,0.2176,0.16609,0.10574,0.042378,0.042213,0,0.030836,0.079272,0.040603
1.479,4.9469,4.3359,5.3648,0.85073,3.1323,3.7308,1.5494,1.3202,3.1325,2.4057
0,0.12172,0,0.059502,0,0.083499,0,0,0,0,0
0.039378,0.015119,0,0,0,0,0,0,0,0,0
4.8475,6.0971,6.1177,6.6691,2.3849,5.1305,8.098,4.5209,3.4528,4.8259,4.3019
0,0.087493,0.059264,0.053461,0,0,0.04982,0,0,0,0
0.021541,0.033083,0.067226,0.030322,0.035389,0.028367,0.028257,0,0,0.092861,0
0,0.040078,0.02036,0.012245,0,0.0085914,0.042789,0.023598,0.037509,0.032142,0.0054877
0.012504,0.19205,0.065041,0.17602,0.030815,0.13174,0.049209,0.067846,0.12581,0.21562,0.010518
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.023705,0,0,0,0,0,0,0,0.019168
0,0,0,0,0,0,0,0,0,0,0
0.67112,0.51537,0.81453,1.3996,0.61255,0.93292,1.1249,0.94406,0.50019,0.7807,1.1291
0,0,0,0,0,0,0,0,0,0,0
0.1153,0.22136,0.039983,0.072136,0.031571,0.050614,0,0.034756,0.018415,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.060528,0,0.42469,0,0,0,0.15889,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.051186,0.078614,0.053249,0,0,0,0.067146,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.076776,0,0,0,0,0,0,0,0,0
14.664,7.4582,14.058,6.1396,14.551,7.7722,7.2026,16.738,15.102,8.0912,15.913
3.4194,3.3615,3.9773,3.9668,3.197,4.9104,4.3672,2.7931,2.5234,6.2594,3.4726
6.2494,6.9273,6.1537,5.582,4.0088,5.6189,7.6159,5.5919,6.4819,4.945,5.7314
0,0,0,0.15778,0,0,0.22055,0,0,0,0
0,0.13058,0.088446,0.079787,0,0,0,0,0,0,0
1.7917,2.0367,1.6437,2.0389,2.1671,1.9322,2.2207,1.0716,1.6358,1.9462,1.4953
21.591,13.842,16.376,14.757,18.802,19.302,16.424,13.314,21.807,13.135,18.355
1.032,1.1887,1.572,1.2451,2.0587,0.82512,0.62851,1.2332,1.554,1.5889,1.6121
0,0,0,0,0,0,0,0,0,0,0
0.40409,0.53599,0.48407,0.42518,0.43253,0.48378,0.61039,0.75298,0.73924,0.57313,0.72102
0.072218,0.072095,0.10518,0.060995,0.0059323,0.019021,0.066314,0.032653,0.048442,0.053371,0.024299
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.025071,0,0.039123,0,0,0,0,0.011336,0,0.01544,0.010545
0,0,0,0,0,0,0,0,0,0,0
0.018957,0,0,0,0,0,0,0,0,0,0.031893
0,0.062563,0,0.22937,0,0.21458,0.10687,0.073674,0.15614,0,0.2056
0.056113,0,0,0,0,0.22169,0,0,0,0,0
0.32927,0.68832,0.30448,0.63517,0.060106,0.62635,0.35994,0.16542,0.10517,0.45063,0.15388
5.9336,4.9059,5.0683,5.9064,5.2842,7.1567,7.5847,4,4.826,7.2462,4.8583
0.53188,0.10211,0.58098,0.74871,0.043691,0.38524,0.62794,0.26454,0.48419,0.98268,0.46978
0.69562,0.17806,0.28946,0.26112,0.41904,0.48857,0.79083,0.16775,0.044438,0.68544,0.39009
51.871,31.107,25.864,30.801,38.354,32.006,30.943,57.494,28.181,38.927,28.369
9.9729,8.4585,9.2646,8.8864,9.1619,9.1537,10.34,9.6789,9.0799,10.136,9.0537
0.20783,0,0,0.19503,0,0,0.27262,0,0.19915,0,0
22.321,28.17,25.627,28.158,9.075,33.702,35.268,13.817,12.158,27.504,11.66
0.79876,0.89964,0.77556,1.6241,0.78737,0.91166,1.2574,1.2039,1.3522,0.91825,0.98546
0,0,0,0,0,0,0,0,0,0,0
0,1.5286,0.35703,0.12883,0.056384,16.678,0.63029,0.24828,0,0.38045,0.46191
14.109,31.962,19.8,24.998,17.404,27.509,42.318,13.029,10.744,25.824,16.969
22.245,31.005,25.062,33.201,19.616,42.865,43.079,19.544,18.835,36.495,22.366
9.1075,9.9867,10.478,11.105,8.4101,9.0244,12.998,9.6332,8.8868,11.156,9.0533
0,0,0,0,0,0,0,0,0,0,0
6.0541,6.1246,10.419,9.1468,0.21162,7.4639,4.9002,1.456,0.64802,5.1299,0.89391
0,0,0,0.059671,0,0,0,0,0.06093,0,0
2.1311,386.83,112.27,149.11,2.3551,266.57,337.88,6.6687,5.2301,151.06,23.31
0,0,0,0.11264,0,0.15807,0,0,0,0,0
14.913,11.214,9.6707,11.26,6.6133,9.3113,10.769,5.0863,5.8431,12.727,7.7496
0.094308,0.39832,0.19622,0.61952,0.077469,0.49679,1.4227,0.17057,0.045185,0.2904,0.15866
0,0.043636,0,0.053326,0,0,0,0,0,0,0
0.0041108,0.64083,0.37633,1.2268,0.0033769,0.88243,0.80349,0.0074349,0,1.0734,0.072617
0,0.30239,0,0.092385,0,0.12964,0.25828,0,0,0,0
0,0.48859,0.44126,1.2937,0,1.2568,0.83462,0,0,1.1755,0
0,1.0327,0.30859,1.3733,0.016245,0.78129,1.4268,0.017883,0.0379,0.99867,0.13308
0,0.1064,0,0,0,0,0.3635,0,0,0.34131,0.23309
0,0.16573,0,0.050634,0,0,0,0,0,0,0
31.578,45.709,36.023,51.309,25.489,75.318,66.843,28.447,26.253,41.131,34.59
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.051451,0,0,0,0,0,0,0,0,0
0.051598,0,0,0,0,0,0,0,0,0,0
0,0.046086,0,0,0,0,0,0,0,0,0
1.202,1.6736,1.4199,1.5076,1.4949,3.0698,2.122,1.7016,1.8139,1.8956,1.4553
0,0.23531,0.47815,0,0.31464,0,0.30147,0.2771,0.44044,0.28306,0.12888
0.24812,0.64001,0.23826,0.22091,0.6219,0.30162,0.11684,0.66737,0.66451,0.26643,0.45489
0,0,0,0,0,0,0,0,0,0.048332,0.033008
0,0,0.048045,0.043341,0,0.06082,0,0,0,0,0
0.22251,1.4951,1.1284,1.9967,0.25132,4.9448,4.2687,0.23894,0.15991,3.2545,1.006
0.10407,0.71928,0.21654,1.2697,0.056994,1.7817,1.7293,0.094114,0.066486,1.2819,0.26263
0,0,0,0,0,0,0,0,0,0,0
26.802,22.612,24.903,22.423,22.428,25.178,23.374,27.714,21.281,20.787,27.628
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.17025,0.26148,0.17712,0.1864,0,0.14948,0,0.02566,0,0.2097,0.047738
3.7761,4.24,3.6488,5.7156,3.1784,5.7808,5.7999,3.8069,3.0124,5.5657,3.5359
0,0.21279,0.28827,0,0,0.36492,0.3635,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.1002,0,0,0,0,0.065979,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.24743,0.29858,0.29417,0.66342,0.087107,0.55859,0.32457,0.12786,0.067742,0.52244,0.32706
7.3676,8.9754,7.7283,9.8026,3.7799,13.083,14.688,5.3078,4.87,11.631,6.6792
0,0,0,0,0,0,0,0.05087,0,0,0
0,0,0.060649,0.027355,0,0,0,0.02636,0,0,0
0,0,0.094918,0,0,0,0,0,0,0,0
30.695,19.734,29.157,22.03,29.762,21.452,22.428,33.621,24.446,19.214,25.781
