0,1,2,3,4,5,6,7,8,9,10
0.051777,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.017729,0,0,0,0,0.053165,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.12863,0,0.066905,0.060355,0,0,0,0.11632,0,0,0
7.8514,12.578,12.115,14.962,7.4,13.64,17.958,10.054,8.5137,15.48,10.778
0.054216,0.041633,0,0,0,0.1428,0,0,0,0.13356,0.09121
0,0.31339,0,0,0,0,0.26767,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.021941,0,0.022825,0,0,0,0.028781,0,0,0,0
0,0.028118,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.11325,0,0,0,0,0
0.12732,0.19555,0.20814,0.27311,0.29883,0.047907,0,0.016448,0.40088,0.089614,0.1989
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.029134,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.058726,0.039778,0.14353,0.03141,0.25178,0,0,0.073282,0.14129,0
0.022408,0.022943,0.015541,0.028038,0,0,0.019596,0.013509,0.014315,0,0
0,0,0,0,0,0,0,0,0,0,0.033715
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.0061912,0,0,0.013245,0,0,0.014581,0.015451,0,0
0.012522,0.028847,0.013026,0.011751,0,0.082451,0.10677,0.028309,0.047996,0.069404,0.068465
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08704,0,0,0.12167,0,0,0,0
0,0.13251,0.013808,0.024913,0.010903,0.19228,0.26118,0,0,0.14714,0.033496
3.3182,2.6839,3.4083,3.1751,3.085,3.3432,3.1195,3.0174,2.3992,2.8087,3.9734
0,0,0,0,0,0,0,0,0,0,0
0,0.14732,0,0,0,0,0,0,0,0,0
7.784,7.3347,7.6295,5.1308,4.1812,5.0732,7.693,7.1708,5.7402,4.7531,7.4665
0,0,0,0,0,0,0.23003,0,0,0,0
6.1601,5.0576,5.8289,5.658,5.4909,2.3302,6.6194,6.8448,6.4054,3.9956,8.0208
0.96381,1.1428,1.7326,1.4038,1.0324,1.5637,1.9824,1.3248,0.96791,1.2726,1.2842
1.4391,1.4504,1.6842,1.2848,0.82091,1.3029,1.8746,1.2742,0.87144,1.6371,1.6224
8.1261,8.9916,7.6595,6.8576,8.703,5.7318,7.7202,9.7868,10.229,6.157,10.103
0.97165,1.4177,0.75811,0.95744,0.79817,0,0.82849,1.6255,1.7225,0.77792,0.613
0.085997,0.11007,0.059642,0.040352,0.14128,0.2265,0.15041,0.14257,0.12361,0.017654,0.20496
7.6308,10.864,8.4797,10.137,8.5259,11.002,11.562,10.61,9.7821,9.8797,9.1
10.519,5.4126,8.6961,7.2599,2.5419,7.1032,5.2854,4.5278,4.5508,5.8362,5.8838
8.0715,3.7829,6.4841,4.916,1.6433,4.7818,3.2614,3.0535,2.5486,3.8029,4.4259
4.3437,2.3951,3.4412,2.057,1.1048,3.1955,1.7192,1.9097,1.4258,1.9667,2.3781
0.090323,0.03468,0.23491,0.12715,0.074196,0.059474,0.35545,0.16336,0.12983,0.055626,0.22793
0,0,0,0,0,0,0,0,0,0,0
0.045667,0,0,0,0,0,0,0,0,0,0
14.464,13.399,12.582,12.976,10.109,14.897,16.379,8.5111,8.4619,13.561,12.007
5.4209,5.5046,4.8471,5.7599,4.6002,6.2539,8.3452,3.6057,3.5632,4.856,5.7282
0,0.24623,0.16678,0.45137,0,0,0.42062,0.43494,0.30726,0,0
21.389,15.562,15.2,15.502,19.221,22.696,18.274,17.032,17.624,14.641,17.591
9.2976,9.8821,10.49,11.7,12.208,13.848,13.241,10.055,12.054,11.933,10.326
0,0.16573,0.44904,0.40507,0,0,0.28311,0.19517,0,0,0.18154
2.5397,2.092,3.6131,3.1372,6.0092,1.2578,1.8651,4.4265,5.7827,1.8582,5.2223
0,0,0,0.059586,0,0.041809,0,0,0.030422,0,0
2.8402,2.1014,2.8606,1.7944,2.8749,1.4674,1.071,3.0398,3.7843,1.5919,3.8634
0.067041,0.034321,0.09299,0.037749,0.031207,0.017658,0.011726,0.056583,0.10065,0.035782,0.039475
0.073833,0.056698,0.38404,0.20787,0.1213,0,0,0,0.1415,0.18188,0.31054
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.023912,0,0,0,0,0,0,0.056623,0.019335
0,0,0,0,0,0,0,0,0,0.029411,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.11461,0,0.033536
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
5.5996,5.2565,7.1858,8.6739,4.1735,7.1761,7.0392,3.9421,3.5756,8.5974,4.7976
0.77259,1.8178,1.4756,1.8822,0.52802,2.2872,1.808,1.1346,0.77291,1.2599,1.2738
0,0,0.082508,0.14886,0,0.2089,0,0,0,0,0.13343
0,0.11646,0.23665,0,0,0,0,0,0,0,0.12757
0.2312,0.05918,0.18039,0.14464,0,0.32984,0.25273,0.06969,0.1477,0.2373,0.19448
0,0,0,0.078817,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
9.3919,9.8753,9.3558,10.09,9.674,9.7862,10.301,12.535,9.8323,10.317,10.831
0,0,0,0,0,0,0,0,0,0,0.094639
15.301,12.717,12.871,14.937,14.593,12.923,13.339,12.698,14.649,13.418,14.828
0.043155,0.025775,0.047388,0.058498,0.017725,0.066304,0.1541,0.030353,0.036758,0.050201,0.028234
0,0,0,0.091185,0,0,0,0,0,0,0
0,0.16109,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.052332,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.53697,0.98964,1.0986,0.73908,0.69104,0.84858,8.5818,1.3273,1.2864,0.37479,0.79045
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.0037146,0,0,0,0,0,0,0,0.007119,0,0.0031246
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.068431,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.18609,0,0.34111,0.049764,0.23934,0.079469,0.054783,0.1161,0.074618,0.15288
0,0,0,0,0,0.39944,0.049735,0,0,0.42029,0
0,0,0,0,0,0,0,0,0,0,0
0,0.2045,0.23746,0.42841,0,0.0501,0.54894,0,0,0.14057,0
0,0.055097,0,0.044888,0,0.031496,0.015686,0,0.022918,0.029458,0
5.8871,11.433,8.9098,11.013,4.5152,11.797,13.089,7.2351,6.1255,10.591,7.0053
0,0,0.042493,0.095831,0,0.13448,0.053582,0,0,0.025156,0.034359
2.3441,7.6194,4.1088,7.2623,3.1653,5.7511,8.0875,3.6297,3.6309,3.9551,4.4838
4.4826,4.5775,4.8715,4.4146,4.9974,4.8,4.6832,6.7923,6.3052,3.4574,4.7269
0,0,0,0,0,0,0,0.03738,0,0,0
7.0169,17.65,13.517,20.552,7.7868,32.837,19.195,9.6954,9.0627,25.485,8.7483
2.5819,6.4889,6.013,11.344,2.4584,12.596,10.084,3.29,3.4582,12.287,3.554
0.088228,0.46523,0.39773,0.62374,0.019327,0.85981,0.70985,0.14361,0,2.1879,0.079164
0.074638,0.25474,0.23294,0.42415,0.023843,0.76996,0.17406,0.026248,0.019867,0.6231,0.05232
0.035684,0.77641,0.11137,0.50231,0.029313,0.56392,0.59292,0.096807,0.011398,0.24906,0.11006
0,0.29464,0,0,0,0,0,0,0,0,0
0.9753,2.411,3.1689,3.0467,2.184,3.5013,3.1196,1.9693,2.1124,2.814,2.686
0,0,0,0,0,0,0.22306,0,0,0,0
0.11336,0.087051,0.11793,0.21276,0.18624,0.29857,0,0.51256,0.21725,0.13963,0
0,0,0,0.15603,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.2897,0.91501,0.78881,1.3593,0.11795,0.61373,2.1645,0.19135,0.15208,2.3923,0.20555
0.089245,0,0.092842,0,0,0,0,0,0,0.16489,0
0,0,0,0.017365,0,0,0,0,0,0,0
7.6083,11.56,13.325,13.894,4.5341,10.412,14.329,9.141,8.1499,11.184,9.8673
6.6778,7.484,7.3713,8.6099,8.6196,9.2239,9.6289,7.0392,5.7922,10.006,7.2315
0,0,0,0,0,0,0,0,0,0,0
2.8695,3.3591,3.2546,3.9146,2.7596,4.2029,4.159,2.9873,1.9449,4.4309,2.6316
0.80162,1.0379,1.0279,1.3646,0.97242,0.60149,0.807,1.0115,1.0004,1.0333,1.0899
28.701,26.188,29.191,26.963,26.134,24.897,26.901,25.734,29.857,28.98,30.676
0.038075,0,0,0,0,0.050142,0,0,0,0,0.032028
0,0,0,0,0,0,0,0,0,0,0
0,0.047068,0.29331,0.10354,0,0.20987,0.11256,0,0,0.090593,0.010312
7.0078,25.867,14.16,34.158,4.9022,43.15,52.998,6.6512,5.9561,29.743,8.5808
0,0.036751,0.049786,0.044912,0,0,0,0,0,0,0
0.064684,0.024836,0.10094,0.030351,0.13284,0,0.042426,0.073117,0.046488,0.039836,0.027205
0.010854,0,0.011291,0.020371,0,0,0,0,0,0,0
0,0.040627,0,0.012412,0.02173,0,0,0,0,0,0.022252
0,0.016307,0,0.019928,0,0.027965,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0409,0,0,0,0,0,0,0.036661
0.0088962,0,0,0.025046,0,0,0.02334,0,0.01705,0,0
0.051198,0.062906,0.074566,0.22102,0.075702,0.067424,0.053729,0.074078,0,0.075673,0.18949
0.072404,0.2224,0.075322,0.20384,0.11895,0,0.52238,0.032737,0.20814,0.75804,0.091357
0.34889,0.13396,0.24197,0.43655,0.1433,0.45946,0.45767,0.10517,0.22288,1.2892,0.048913
16.92,18.616,18.652,22.444,14.143,19.662,25.242,13.053,11.377,24.225,15.244
0.21464,0.21192,0.51038,0.46041,0.27707,0.32305,0.40223,0.22183,0.26445,0.49098,0.18055
28.596,30.741,27.62,29.148,42.616,35.43,28.87,48.241,34.861,29.462,36.845
109.14,100.57,112.38,110.62,140.6,117.99,99.801,118.3,95.278,98.007,121.88
17.368,18.384,17.866,21.856,12.824,21.949,21.941,13.514,12.693,24.452,14.965
0.17567,0.37876,0.30927,0.16486,0.077702,0.19575,0.68246,0.091649,0.0064745,0.491,0.1364
0,0,0.2747,0.24781,0,0,0,0,0,0,0
19.95,13.337,14.671,14.528,15.531,17.984,15.878,10.833,10.849,16.545,16.552
0.43852,0.2516,0.31462,0.16083,0.14078,0.29207,0.37689,0.082046,0.12075,0.25454,0.20776
0,0,0.13458,0.1214,0,0.17037,0,0,0,0.079672,0
46.84,34.898,40.387,28.697,51.963,31.504,30.858,41.288,35.2,31.177,47.718
76.866,52.207,69.551,48.755,83.854,51.912,54.151,65.94,54.013,53.096,58.752
0,0,0,0,0,0,0,0,0,0,0
2.4048,2.2762,2.5793,2.1431,3.2044,1.7922,1.9136,4.0291,3.0592,1.7451,3.0579
2.6951,2.8622,2.8207,3.3056,2.2677,2.5351,3.2345,2.7779,2.7396,2.9967,2.3359
18.315,19.078,20.934,23.922,13.003,27.395,23.466,13.948,13.961,23.814,19.185
0.65636,0.21601,0.52431,0.69296,0.36586,0.64829,0.33825,0.34977,0.13478,0.47641,0.50282
6.3394,4.7422,7.9833,8.7248,4.6779,8.9518,5.5786,3.8559,4.2106,6.2062,5.3421
0,0.029769,0,0.072759,0,0.051051,0,0,0,0,0
0,0.14225,0,0,0,0,0.081,0,0.05917,0.11408,0
0,0,0,0,0,0,0,0,0,0,0
2.0188,2.2908,2.0616,3.6847,3.543,3.8518,8.2922,2.5204,2.1275,3.8898,3.7618
15.702,18.005,25.933,20.349,25.666,25.602,26.693,19.476,20.92,20.788,28.091
0.12808,0.1967,0.39971,0.63101,0.34193,0.67466,0.12601,0.20268,0.3375,0.43382,0.21547
0.042672,0.39322,0,0.28032,0.28042,0.39337,0.16793,0.15435,0.32712,0.63071,0.39484
0.096125,0.036908,0.2,0.49615,0.31585,0.63295,0.18914,0,0.46056,0.3552,0.16172
0,0,0,0,0,0,0,0,0,0,0
4.6077,6.5666,6.1154,7.367,4.6908,7.3715,8.1383,4.8339,4.9965,7.496,5.6869
6.2151,3.1195,3.6958,1.4564,7.8425,1.4376,1.0777,6.6144,9.0101,1.888,6.2071
0.30257,0.50695,0.40061,0.49045,0.29374,1.0867,0.55928,0.12437,0.26358,0.83006,0.42805
1.9437,2.8165,2.792,3.5539,1.5535,6.4086,3.4392,1.1358,1.62,4.394,2.2737
0,0,0,0.085799,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
3.2949,2.843,3.343,3.9559,1.9739,4.4518,4.0604,2.4971,2.8646,3.8427,3.0012
55.746,53.199,48.245,48.722,46.453,40.125,52.328,51.597,56.099,46.141,48.892
0,0,0,0,0,0,0,0,0,0.27372,0
5.8922,7.8205,6.1433,9.3426,3.5845,8.6199,10.686,3.6448,3.7746,10.838,4.8685
0.20692,10.345,6.2708,16.465,0.29969,14.285,16.85,0.54165,0.8453,17.036,1.5299
8.3301,7.4757,7.1163,7.4205,8.3049,6.2479,7.6467,9.4984,8.1127,6.6318,7.9476
0.82574,0,0.39047,0.21134,0.18499,0,0,0.47519,0,0.27738,0.25258
2.1142,1.7218,2.2881,3.0116,0.94233,2.1849,2.6925,1.6504,1.2628,1.5472,1.4116
0,0.010094,0.02735,0.012336,0,0,0.017244,0,0.018894,0.016191,0
0,0,0,0,0,0,0,0,0,0,0
36.027,26.372,25.146,27.619,22.847,26.725,32.546,26.306,28.336,27.429,22.956
0.58144,0.4465,0.75609,1.9339,0.86394,0.4279,0.87489,1.4227,0.29497,0.36861,1.158
0.086661,0,0.090154,0.081327,0.071188,0,0.11368,0,0,0.10674,0
1.282,1.3983,1.7089,2.3816,0.84246,1.7741,2.1491,1.1121,0.7329,1.9697,1.5207
0,0,0.16678,0.15046,0,0,0.21031,0.07249,0,0.34558,0.13486
0.96663,2.2625,1.3153,1.4405,6.3682,1.0897,0.80646,4.5699,3.5977,1.0001,3.5322
0,0,0,0,0,0,0,0.017423,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.0035,2.1428,1.5533,3.2158,2.453,2.6754,2.2476,2.8996,2.2517,2.2913,2.4501
4.7151,4.8691,3.998,5.4655,4.4392,5.8267,5.3379,3.8161,3.693,5.1182,4.9895
20.583,13.271,12.129,13.784,10.323,15.618,16.5,8.5816,10.833,14.956,13.437
0.02619,0.040224,0.054492,0.098314,0.064543,0.034491,0.068713,0.047368,0,0.01613,0.022031
0.01109,0.034064,0.011536,0.020814,0,0,0,0.020057,0,0,0.018657
0,0,0,0,0,0.11071,0,0,0,0,0
0.036071,0.04155,0.018762,0.016925,0.029631,0,0.023659,0.01631,0,0.022215,0.015171
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.008261,0.0063438,0.025782,0,0,0.010879,0,0,0,0,0
0,0.046086,0.087406,0.011264,0,0.015807,0.047235,0,0,0.014784,0.020193
0.066801,0.025649,0,0,0,0,0,0,0,0.12342,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.020763,0,0,0,0,0,0
0.35538,2.2982,0.40862,0.89521,0.94493,0.40643,0.34351,0.30446,0.65421,0.27646,0.1416
194.44,160.9,164.78,168.7,115.28,127.95,159.64,179.28,155.86,154.35,141.72
0,0,0,0,0,0,0,0,0,0,0
4.7445,6.5862,4.3662,7.3637,2.3984,1.9225,4.5482,3.3004,3.6721,4.9448,1.535
1.8915,4.1638,1.9677,4.1417,2.9003,1.6606,3.6391,2.9648,2.5375,4.8148,2.5457
4.081,7.5735,4.4223,6.7021,3.2126,4.2547,6.0225,3.3829,3.0959,6.4926,2.5746
3.5782,5.7454,2.538,5.6475,2.1377,4.4981,4.0538,2.5004,4.2081,3.606,2.0522
4.0852,2.8144,3.7034,3.2642,4.9378,3.4585,3.4909,3.2615,4.2502,3.8385,4.8895
0,0,0.2162,0,0,0,0,0,0,0,0
0.024504,0,0.025491,0.045991,0.020128,0,0.048215,0,0.01174,0,0
0.13603,0.15669,0.21227,0.063829,0.16761,0,0.089222,0.30753,0.065176,0.16755,0
11.793,0.28322,15.557,0.908,0.66889,0.22708,0.0377,0.40716,1.0649,0.011799,0.56408
5.9259,0.19023,10.851,0.52613,0.35879,0.085852,0,0.18865,0.44353,0,0.24677
1.0599,1.8194,1.881,1.9308,2.3047,2.2169,3.1079,1.4659,2.6885,2.3038,1.8356
0,0,0,0.045008,0,0,0,0,0,0,0
5.8108,4.5098,5.0149,5.6885,1.8863,4.6927,12.028,2.8218,3.9795,6.2987,3.8221
0.048662,0,0.050623,0.11417,0,0.064084,0.27129,0.055006,0.023315,0.089906,0.040933
3.8326,1.9513,3.6567,2.3647,8.21,3.0116,1.9444,2.2595,3.0842,1.9822,4.3817
0.20145,0.025783,0.034929,0,0.51024,0,0,0.23531,0.064348,0,0.1624
0.14174,0.0077746,0.021064,0,0.15801,0,0,0.082397,0.019403,0,0.06813
0.59781,4.8928,2.5873,3.9951,7.5745,1.3189,3.3575,1.355,2.9064,2.1994,10.573
0.54885,3.1056,2.0735,4.3239,0.49831,4.7933,4.5283,0.28735,0.49826,7.5075,1.3
0,0,0,0,0,0,0,0,0,0,0
0,0.49046,0.094918,0,0,0.48063,0.83782,0,0,0,0
0.43583,0.22312,0.60453,0.068167,0.11934,0.095659,31.683,0.19706,0.069606,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
176.72,38.299,111.06,49.017,35.453,25.766,53.306,87.492,50.949,39.933,64.4
13.255,2.5446,7.87,1.3495,0.82173,0.57635,1.8863,2.7138,1.5577,1.7712,3.4711
0,0,0,0.054148,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.011022
0,0,0,0,0,0,0,0,0,0,0
0,0.017099,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.49581,1.1543,1.2526,1.6027,0.43314,1.7826,1.1356,0.77574,0.73906,1.5994,0.92681
62.334,26.932,42.335,16.14,47.979,9.7696,10.816,43.651,47.174,10.485,66.84
0.19793,0.045598,0.061772,0.20432,0.016259,0.039099,0.051928,0.12529,0.037933,0.060948,0
0.13631,0,0,0,0,0,0,0,0.087078,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.066801,0,0.48646,0,0.10975,0,0,0.36245,0,0.08228,0
0.41891,0.24219,0.36316,0.29145,0.17601,0.3551,0.37582,0.14369,0.12689,0.41218,0.29162
0.20838,0.045719,0,0.11174,0,0,0,0,0,0.036666,0.10016
0.46859,0.10795,0.19499,0.26385,0.11548,0.18513,0,0.1695,0,0,0.27592
0.086571,21.084,10.596,25.335,0.38292,28.721,37.192,0.42756,0.28397,32.124,1.392
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.0726,9.9059,4.4397,5.4963,8.0743,12.608,15.425,4.8498,3.5892,10.478,5.7954
0,0.18645,0,0.20254,0,0.14211,0.38928,0.097583,0,0.066457,0.045386
0,0,0,0,0,0,0,0,0,0,0
0,0.070834,0.031986,0.086563,0.025257,0.12147,0.44367,0.027804,0,0.22723,0.051727
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.3218,30.283,12.785,34.576,0.67267,61.699,62.871,4.2215,0.96388,40.488,3.4442
0.0062644,0.2261,0.28674,0.61727,0.010292,0.87447,0.45196,0.033989,0.012006,0.71758,0.021078
0,0,0,0,0,0,0,0,0,0,0
1.083,1.5009,1.4323,1.4042,0.23725,1.6952,2.2274,0.48857,0.50341,1.5855,1.0346
0.07807,0,0,0.073265,0,0.25703,0.30724,0,0,0.09616,0.032836
0,0.30328,0.2739,0.12354,0.10814,0.17337,0.25903,0,0.063074,0.32429,0.44295
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.029389,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0050625,0,0,0,0,0,0
1.0947,0.042836,0.014508,0,0.034367,0.03673,0.045734,0.47291,0.093543,0,0.023461
0.17433,0,0,0,0,0,0.11434,0.15765,0,0,0.036661
0.096066,0.11593,0.078523,0.11591,0.022547,0.16266,0.090013,0.17375,0.052603,0.067615,0.13276
14.229,14.646,16.522,12.501,17.195,12.24,12.73,24.232,15.126,11.002,18.244
0,0,0.079421,0,0,0,0,0,0,0,0
0.04449,0,0,0,0.036546,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.093913,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.098611,0.15634,0.17208,0.083586,0.047035,0.18013,0.34634,0.24163,0.14936,0.15281,0.10436
0,0,0,0,0,0,0,0,0,0,0
0,0.029718,0,0.072634,0,0,0,0,0,0.047666,0.065105
0,0,0.08024,0,0,0,0,0,0,0.19001,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.7194,2.5946,2.6692,2.7018,1.9708,4.3443,2.7275,2.4347,2.1521,3.3162,2.6067
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.027338,0,0,0,0,0,0.035881,0.024504
0.40321,0.23591,0.039948,0.090093,0.15772,0,0.10075,0.41671,0.22079,0.1419,0.40378
0.010602,0,0.016545,0.0049749,0.0043547,0,0.013908,0.0095877,0,0,0
0.047154,0,0,0,0,0,0,0,0,0,0
0.06804,0.073764,0.024982,0.17653,0.07233,0.13177,0.052502,0.0072387,0.061364,0.19226,0.047134
0,0.016478,0,0,0,0,0,0,0,0.05286,0
0.14575,0.41039,0.02527,0.091185,0.039908,0.12796,0.28679,0,0.046555,0.23936,0.14303
10.608,9.3569,11.525,8.9309,9.436,10.391,10.117,10.157,10.807,9.5182,11.943
1.129,1.2485,1.1745,0.9324,1.0016,1.4869,1.0664,0.77595,0.9088,0.94564,0.98771
0,0.15253,0,0,0.16317,0,0,0,0.19034,0,0.16708
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.28026,0.28475,0.59937,0,1.3818,0.29922,0.082509,0,0.56191,0.07675
0.0096125,0.0073817,0.04,0.018042,0,0,0,0.03477,0,0.01184,0
0,0,0,0,0,0,0,0,0,0,0
0.068535,0,0,0,0,0,0,0.061976,0,0,0
0.0062731,0,0.006526,0,0,0,0,0.0028364,0.0060112,0,0.015831
0,0,0,0,0,0,0.072521,0,0,0,0
0.052198,0.20042,0.21721,0.63681,0.25727,0.48119,0.82168,0,0,0.32147,0.087816
6.1447,36.952,69.547,93.132,4.3816,143.32,299.01,5.1965,7.2512,146.22,17.158
0,0,0,0,0,0,0,0,0,0,0
0,0.035539,0,0.13029,0,0.60946,0.36425,0,0.088694,0.17101,0
0,0,0,0,0,0,0,0,0,0,0
0.012674,0,0,0,0.010411,0.033381,0,0,0,0,0
0.10809,0.0083006,0.016867,0.040575,0.039956,0.035587,0.021269,0,0.020716,0.013314,0.03637
0,0.011385,0.015423,0.027825,0.024356,0,0,0.026813,0,0,0
0.14359,0.052231,0.0078619,0.12766,0.22349,0.12938,0.019827,0.020502,0.21725,0.046542,0.076285
0.050396,0.048376,0.10485,0.06503,0.01035,0.016592,0.033055,0.045573,0.024146,0.077592,0.0052991
7.5457,12.658,11.098,9.2379,4.2285,14.267,10.526,6.7772,6.7903,9.9935,6.0858
0,0,0,0,0,0,0,0,0,0,0
0.090638,0.088585,0.29144,0.10052,0.081223,0.19532,0.30265,0.081964,0.15792,0.12179,0.11783
0,0,0.19297,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.6047,2.2951,3.4013,4.5742,1.7301,3.751,2.8154,2.2673,1.9798,4.1259,1.4342
2.5682,3.3404,2.3044,4.5341,1.0856,6.1231,3.4883,2.4918,1.6355,4.4748,1.8768
0.69275,0.9221,0.52849,1.2135,0.37938,1.4293,1.1814,0.41764,0.5532,0.88171,0.40791
0.42085,0.10773,0,0,0.23047,0,0.18402,0.12686,0,0,0.118
13.641,11.4,10.879,11.692,10.101,13.373,13.077,8.7304,8.0022,12.336,10.104
0,0.34131,0,0,0,0,0,0,0,0.27372,0
0,0,0,0,0,0,0,0,0,0,0
8.668,12.051,9.7458,12.856,6.4805,38.264,9.0458,6.643,4.7385,35.4,2.5787
0,0,0,0,0,0,0,0,0,0,0
0,0,0.01117,0,0,0,0,0,0,0,0
0.024477,0,0,0.011485,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.581,2.2147,2.6203,1.9899,2.3384,3.5903,1.5133,2.1539,2.2824,2.1978,3.0368
0,0,0,0,0,0,0,0,0,0.064144,0.043806
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.074078,0,0.1009,0
0.085887,0.35176,0.14891,0.37614,0.070552,0.90486,0.30044,0.15534,0,0.81104,0.24082
0,0,0,0,0,0,0,0,0,0,0
5.0806,6.9555,7.7187,8.0168,4.4075,8.4366,7.6959,5.4836,6.0732,7.3037,7.1329
0.39035,0.64948,0.81217,0.94634,0.24049,0.68542,0.64007,0.353,0.18703,0.3606,0.46517
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.2663,0,0,0,0,0
12.873,15.89,14.976,15.407,17.172,15.071,15.651,14.982,14.458,13.973,18.823
0.16626,0,0.17296,0.93617,0.5463,0.21895,0,0,0,0.61436,0.13986
0.12937,0.066229,0,0.10117,0.12398,0.028395,0,0,0,0.10623,0.090685
0.047353,0,0,0,0.11669,0,0,0.042821,0.090752,0,0.1195
0,0,0,0,0,0,0,0,0,0,0.25793
395.31,91.554,295.76,359.51,190.29,56.222,59.861,279.31,113.68,145.09,140.76
0.85506,4.5142,2.5852,8.9145,1.8547,4.7329,3.7155,1.8968,1.4979,11.042,3.8548
0.5242,1.7931,1.4377,2.1466,0.31317,2.7613,1.1877,0.6895,0.18266,2.1131,0.84181
0.16781,0.41882,0.85107,1.4961,0.24124,0.9945,1.3483,0.15176,0.48243,0.85263,0.67052
0,0.12282,0.18025,0.3002,0.054744,0.22819,0.3322,0.33748,0.076633,0.098501,0.22423
2.8003,5.5614,3.456,3.3181,2.7579,3.6634,5.4103,4.1478,3.0322,6.3082,3.8692
3.9596,7.8386,4.1659,5.5265,3.4738,5.6134,8.8727,6.6846,5.7506,7.1844,5.0291
0.69418,1.0662,0.96288,0.4343,2.0909,0.30473,1.2142,0.837,0.6652,1.4251,0.58393
0.31465,3.4231,1.1457,3.6911,0.81849,6.5609,5.5034,0.85362,0.50253,6.6531,1.4116
0.042804,0.14839,0.057252,0.02984,0.030138,0.017716,12.86,0.027648,0.057424,0.17926,0.043207
0,0.20106,0.12381,0.35739,0.058656,0.25076,0.093669,0,0,0.55702,0
